municipio,Ano,focos
IPIXUNA DO PARÁ,2014,289
IPIXUNA DO PARÁ,2015,339
IPIXUNA DO PARÁ,2016,257
IPIXUNA DO PARÁ,2017,344
IPIXUNA DO PARÁ,2018,150
IPIXUNA DO PARÁ,2019,124
IPIXUNA DO PARÁ,2020,227
IPIXUNA DO PARÁ,2021,206
IPIXUNA DO PARÁ,2022,183
IPIXUNA DO PARÁ,2023,291
IPIXUNA DO PARÁ,2024,300
IRITUIA,2008,154
IRITUIA,2009,174
IRITUIA,2010,145
IRITUIA,2011,135
IRITUIA,2012,102
IRITUIA,2013,135
IRITUIA,2014,72
IRITUIA,2015,166
IRITUIA,2016,52
IRITUIA,2017,142
IRITUIA,2018,43
IRITUIA,2019,73
IRITUIA,2020,83
IRITUIA,2021,55
IRITUIA,2022,98
IRITUIA,2023,86
IRITUIA,2024,103
ITAITUBA,2008,1346
ITAITUBA,2009,1635
ITAITUBA,2010,1505
ITAITUBA,2011,934
ITAITUBA,2012,1479
ITAITUBA,2013,702
ITAITUBA,2014,1272
ITAITUBA,2015,1621
ITAITUBA,2016,798
ITAITUBA,2017,1527
ITAITUBA,2018,647
ITAITUBA,2019,1268
ITAITUBA,2020,1799
ITAITUBA,2021,1133
ITAITUBA,2022,2044
ITAITUBA,2023,1279
ITAITUBA,2024,3333
ITUPIRANGA,2008,994
ITUPIRANGA,2009,709
ITUPIRANGA,2010,919
ITUPIRANGA,2011,512
ITUPIRANGA,2012,407
ITUPIRANGA,2013,248
ITUPIRANGA,2014,430
ITUPIRANGA,2015,558
ITUPIRANGA,2016,343
ITUPIRANGA,2017,266
ITUPIRANGA,2018,275
ITUPIRANGA,2019,171
ITUPIRANGA,2020,198
ITUPIRANGA,2021,158
ITUPIRANGA,2022,307
ITUPIRANGA,2023,217
ITUPIRANGA,2024,181
JACAREACANGA,2008,368
JACAREACANGA,2009,337
JACAREACANGA,2010,588
JACAREACANGA,2011,396
JACAREACANGA,2012,627
JACAREACANGA,2013,247
JACAREACANGA,2014,574
JACAREACANGA,2015,659
JACAREACANGA,2016,671
JACAREACANGA,2017,551
JACAREACANGA,2018,424
JACAREACANGA,2019,667
JACAREACANGA,2020,860
JACAREACANGA,2021,696
JACAREACANGA,2022,880
JACAREACANGA,2023,633
JACAREACANGA,2024,1701
JACUNDÁ,2008,98
JACUNDÁ,2009,100
JACUNDÁ,2010,88
JACUNDÁ,2011,46
JACUNDÁ,2012,44
JACUNDÁ,2013,27
JACUNDÁ,2014,42
JACUNDÁ,2015,49
JACUNDÁ,2016,17
JACUNDÁ,2017,49
JACUNDÁ,2018,18
JACUNDÁ,2019,20
JACUNDÁ,2020,33
JACUNDÁ,2021,11
JACUNDÁ,2022,27
JACUNDÁ,2023,29
JACUNDÁ,2024,44
JURUTI,2008,153
JURUTI,2009,254
JURUTI,2010,211
JURUTI,2011,180
JURUTI,2012,237
JURUTI,2013,367
JURUTI,2014,374
JURUTI,2015,324
JURUTI,2016,226
JURUTI,2017,301
JURUTI,2018,120
JURUTI,2019,117
JURUTI,2020,197
JURUTI,2021,134
JURUTI,2022,146
JURUTI,2023,422
JURUTI,2024,223
LIMOEIRO DO AJURU,2008,28
LIMOEIRO DO AJURU,2009,16
LIMOEIRO DO AJURU,2010,15
LIMOEIRO DO AJURU,2011,8
LIMOEIRO DO AJURU,2012,18
LIMOEIRO DO AJURU,2013,29
LIMOEIRO DO AJURU,2014,7
LIMOEIRO DO AJURU,2015,32
LIMOEIRO DO AJURU,2016,23
LIMOEIRO DO AJURU,2017,49
LIMOEIRO DO AJURU,2018,14
LIMOEIRO DO AJURU,2019,14
LIMOEIRO DO AJURU,2020,10
LIMOEIRO DO AJURU,2021,3
LIMOEIRO DO AJURU,2022,8
LIMOEIRO DO AJURU,2023,19
LIMOEIRO DO AJURU,2024,29
MAGALHÃES BARATA,2008,25
MAGALHÃES BARATA,2009,39
MAGALHÃES BARATA,2010,37
MAGALHÃES BARATA,2011,9
MAGALHÃES BARATA,2012,26
MAGALHÃES BARATA,2013,21
MAGALHÃES BARATA,2014,16
MAGALHÃES BARATA,2015,30
MAGALHÃES BARATA,2016,12
MAGALHÃES BARATA,2017,27
MAGALHÃES BARATA,2018,6
MAGALHÃES BARATA,2019,22
MAGALHÃES BARATA,2020,22
MAGALHÃES BARATA,2021,30
MAGALHÃES BARATA,2022,24
MAGALHÃES BARATA,2023,40
MAGALHÃES BARATA,2024,34
MARABÁ,2008,1489
MARABÁ,2009,756
MARABÁ,2010,1477
MARABÁ,2011,684
MARABÁ,2012,720
MARABÁ,2013,327
MARABÁ,2014,577
MARABÁ,2015,877
MARABÁ,2016,504
MARABÁ,2017,736
MARABÁ,2018,354
MARABÁ,2019,384
MARABÁ,2020,380
MARABÁ,2021,224
MARABÁ,2022,502
MARABÁ,2023,388
MARABÁ,2024,399
MARACANÃ,2008,73
MARACANÃ,2009,69
MARACANÃ,2010,46
MARACANÃ,2011,43
MARACANÃ,2012,64
MARACANÃ,2013,58
MARACANÃ,2014,65
MARACANÃ,2015,39
MARACANÃ,2016,51
MARACANÃ,2017,53
MARACANÃ,2018,13
MARACANÃ,2019,42
MARACANÃ,2020,55
MARACANÃ,2021,57
MARACANÃ,2022,36
MARACANÃ,2023,56
MARACANÃ,2024,48
MARAPANIM,2008,86
MARAPANIM,2009,94
MARAPANIM,2010,51
MARAPANIM,2011,90
MARAPANIM,2012,63
MARAPANIM,2013,66
MARAPANIM,2014,73
MARAPANIM,2015,62
MARAPANIM,2016,45
MARAPANIM,2017,61
MARAPANIM,2018,19
MARAPANIM,2019,41
MARAPANIM,2020,39
MARAPANIM,2021,49
MARAPANIM,2022,38
MARAPANIM,2023,85
MARAPANIM,2024,52
MARITUBA,2010,1
MARITUBA,2012,1
MARITUBA,2023,1
MEDICILÂNDIA,2008,304
MEDICILÂNDIA,2009,366
MEDICILÂNDIA,2010,257
MEDICILÂNDIA,2011,397
MEDICILÂNDIA,2012,341
MEDICILÂNDIA,2013,133
MEDICILÂNDIA,2014,288
MEDICILÂNDIA,2015,311
MEDICILÂNDIA,2016,268
MEDICILÂNDIA,2017,342
MEDICILÂNDIA,2018,247
MEDICILÂNDIA,2019,239
MEDICILÂNDIA,2020,348
MEDICILÂNDIA,2021,223
MEDICILÂNDIA,2022,497
MEDICILÂNDIA,2023,466
MEDICILÂNDIA,2024,534
MELGAÇO,2008,62
MELGAÇO,2009,92
MELGAÇO,2010,46
MELGAÇO,2011,36
MELGAÇO,2012,61
MELGAÇO,2013,69
MELGAÇO,2014,33
MELGAÇO,2015,67
MELGAÇO,2016,82
MELGAÇO,2017,96
MELGAÇO,2018,33
MELGAÇO,2019,34
MELGAÇO,2020,64
MELGAÇO,2021,20
MELGAÇO,2022,31
MELGAÇO,2023,85
MELGAÇO,2024,120
MOCAJUBA,2008,156
MOCAJUBA,2009,118
MOCAJUBA,2010,121
MOCAJUBA,2011,103
MOCAJUBA,2012,122
MOCAJUBA,2013,104
MOCAJUBA,2014,120
MOCAJUBA,2015,95
MOCAJUBA,2016,169
MOCAJUBA,2017,181
MOCAJUBA,2018,106
MOCAJUBA,2019,88
MOCAJUBA,2020,124
MOCAJUBA,2021,96
MOCAJUBA,2022,106
MOCAJUBA,2023,254
MOCAJUBA,2024,164
MOJU,2008,1609
MOJU,2009,1342
MOJU,2010,965
MOJU,2011,712
MOJU,2012,968
MOJU,2013,760
MOJU,2014,767
MOJU,2015,823
MOJU,2016,876
MOJU,2017,1081
MOJU,2018,502
MOJU,2019,547
MOJU,2020,698
MOJU,2021,507
MOJU,2022,914
MOJU,2023,1258
MOJU,2024,1133
MOJUÍ DOS CAMPOS,2008,362
MOJUÍ DOS CAMPOS,2009,450
MOJUÍ DOS CAMPOS,2010,241
MOJUÍ DOS CAMPOS,2011,247
MOJUÍ DOS CAMPOS,2012,357
MOJUÍ DOS CAMPOS,2013,376
MOJUÍ DOS CAMPOS,2014,471
MOJUÍ DOS CAMPOS,2015,475
MOJUÍ DOS CAMPOS,2016,326
MOJUÍ DOS CAMPOS,2017,464
MOJUÍ DOS CAMPOS,2018,244
MOJUÍ DOS CAMPOS,2019,246
MOJUÍ DOS CAMPOS,2020,261
MOJUÍ DOS CAMPOS,2021,142
MOJUÍ DOS CAMPOS,2022,446
MOJUÍ DOS CAMPOS,2023,812
MOJUÍ DOS CAMPOS,2024,401
MONTE ALEGRE,2008,604
MONTE ALEGRE,2009,526
MONTE ALEGRE,2010,194
MONTE ALEGRE,2011,308
MONTE ALEGRE,2012,447
MONTE ALEGRE,2013,344
MONTE ALEGRE,2014,541
MONTE ALEGRE,2015,561
MONTE ALEGRE,2016,379
MONTE ALEGRE,2017,551
MONTE ALEGRE,2018,246
MONTE ALEGRE,2019,313
MONTE ALEGRE,2020,333
MONTE ALEGRE,2021,314
MONTE ALEGRE,2022,494
MONTE ALEGRE,2023,651
MONTE ALEGRE,2024,442
MUANÁ,2008,67
MUANÁ,2009,119
MUANÁ,2010,31
MUANÁ,2011,90
MUANÁ,2012,86
MUANÁ,2013,56
MUANÁ,2014,115
MUANÁ,2015,80
MUANÁ,2016,54
MUANÁ,2017,67
MUANÁ,2018,43
MUANÁ,2019,44
MUANÁ,2020,71
MUANÁ,2021,47
MUANÁ,2022,98
MUANÁ,2023,106
MUANÁ,2024,88
MÃE DO RIO,2008,30
MÃE DO RIO,2009,40
MÃE DO RIO,2010,22
MÃE DO RIO,2011,20
MÃE DO RIO,2012,18
MÃE DO RIO,2013,26
MÃE DO RIO,2014,19
MÃE DO RIO,2015,18
MÃE DO RIO,2016,6
MÃE DO RIO,2017,15
MÃE DO RIO,2018,8
MÃE DO RIO,2019,17
MÃE DO RIO,2020,16
MÃE DO RIO,2021,5
MÃE DO RIO,2022,15
MÃE DO RIO,2023,11
MÃE DO RIO,2024,14
NOVA ESPERANÇA DO PIRIÁ,2008,344
NOVA ESPERANÇA DO PIRIÁ,2009,380
NOVA ESPERANÇA DO PIRIÁ,2010,286
NOVA ESPERANÇA DO PIRIÁ,2011,252
NOVA ESPERANÇA DO PIRIÁ,2012,268
NOVA ESPERANÇA DO PIRIÁ,2013,272
NOVA ESPERANÇA DO PIRIÁ,2014,222
NOVA ESPERANÇA DO PIRIÁ,2015,385
NOVA ESPERANÇA DO PIRIÁ,2016,142
NOVA ESPERANÇA DO PIRIÁ,2017,234
NOVA ESPERANÇA DO PIRIÁ,2018,97
NOVA ESPERANÇA DO PIRIÁ,2019,101
NOVA ESPERANÇA DO PIRIÁ,2020,111
NOVA ESPERANÇA DO PIRIÁ,2021,105
NOVA ESPERANÇA DO PIRIÁ,2022,163
NOVA ESPERANÇA DO PIRIÁ,2023,121
NOVA ESPERANÇA DO PIRIÁ,2024,266
NOVA IPIXUNA,2008,181
NOVA IPIXUNA,2009,86
NOVA IPIXUNA,2010,198
NOVA IPIXUNA,2011,54
NOVA IPIXUNA,2012,72
NOVA IPIXUNA,2013,50
NOVA IPIXUNA,2014,55
NOVA IPIXUNA,2015,47
NOVA IPIXUNA,2016,54
NOVA IPIXUNA,2017,58
NOVA IPIXUNA,2018,29
NOVA IPIXUNA,2019,31
NOVA IPIXUNA,2020,43
NOVA IPIXUNA,2021,18
NOVA IPIXUNA,2022,52
NOVA IPIXUNA,2023,38
NOVA IPIXUNA,2024,48
NOVA TIMBOTEUA,2008,24
NOVA TIMBOTEUA,2009,30
NOVA TIMBOTEUA,2010,21
NOVA TIMBOTEUA,2011,15
NOVA TIMBOTEUA,2012,19
NOVA TIMBOTEUA,2013,18
NOVA TIMBOTEUA,2014,23
NOVA TIMBOTEUA,2015,17
NOVA TIMBOTEUA,2016,11
NOVA TIMBOTEUA,2017,27
NOVA TIMBOTEUA,2018,4
NOVA TIMBOTEUA,2019,12
NOVA TIMBOTEUA,2020,24
NOVA TIMBOTEUA,2021,20
NOVA TIMBOTEUA,2022,18
NOVA TIMBOTEUA,2023,24
NOVA TIMBOTEUA,2024,14
NOVO PROGRESSO,2008,2257
NOVO PROGRESSO,2009,860
NOVO PROGRESSO,2010,2531
NOVO PROGRESSO,2011,656
NOVO PROGRESSO,2012,1730
NOVO PROGRESSO,2013,581
NOVO PROGRESSO,2014,1865
NOVO PROGRESSO,2015,1896
NOVO PROGRESSO,2016,1355
NOVO PROGRESSO,2017,2205
NOVO PROGRESSO,2018,1321
NOVO PROGRESSO,2019,2002
NOVO PROGRESSO,2020,2376
NOVO PROGRESSO,2021,2000
NOVO PROGRESSO,2022,3174
NOVO PROGRESSO,2023,1136
NOVO PROGRESSO,2024,4787
NOVO REPARTIMENTO,2008,1588
NOVO REPARTIMENTO,2009,1781
NOVO REPARTIMENTO,2010,1589
NOVO REPARTIMENTO,2011,664
NOVO REPARTIMENTO,2012,797
NOVO REPARTIMENTO,2013,464
NOVO REPARTIMENTO,2014,564
NOVO REPARTIMENTO,2015,756
NOVO REPARTIMENTO,2016,709
NOVO REPARTIMENTO,2017,773
NOVO REPARTIMENTO,2018,560
NOVO REPARTIMENTO,2019,547
NOVO REPARTIMENTO,2020,515
NOVO REPARTIMENTO,2021,394
NOVO REPARTIMENTO,2022,702
NOVO REPARTIMENTO,2023,639
NOVO REPARTIMENTO,2024,550
OEIRAS DO PARÁ,2008,305
OEIRAS DO PARÁ,2009,390
OEIRAS DO PARÁ,2010,119
OEIRAS DO PARÁ,2011,126
OEIRAS DO PARÁ,2012,247
OEIRAS DO PARÁ,2013,280
OEIRAS DO PARÁ,2014,216
OEIRAS DO PARÁ,2015,391
OEIRAS DO PARÁ,2016,299
OEIRAS DO PARÁ,2017,308
OEIRAS DO PARÁ,2018,128
OEIRAS DO PARÁ,2019,176
OEIRAS DO PARÁ,2020,159
OEIRAS DO PARÁ,2021,93
OEIRAS DO PARÁ,2022,196
OEIRAS DO PARÁ,2023,395
OEIRAS DO PARÁ,2024,302
ORIXIMINÁ,2008,401
ORIXIMINÁ,2009,743
ORIXIMINÁ,2010,327
ORIXIMINÁ,2011,315
ORIXIMINÁ,2012,430
ORIXIMINÁ,2013,303
ORIXIMINÁ,2014,541
ORIXIMINÁ,2015,607
ORIXIMINÁ,2016,388
ORIXIMINÁ,2017,511
ORIXIMINÁ,2018,256
ORIXIMINÁ,2019,305
ORIXIMINÁ,2020,450
ORIXIMINÁ,2021,237
ORIXIMINÁ,2022,357
ORIXIMINÁ,2023,635
ORIXIMINÁ,2024,587
OURILÂNDIA DO NORTE,2008,286
OURILÂNDIA DO NORTE,2009,100
OURILÂNDIA DO NORTE,2010,848
OURILÂNDIA DO NORTE,2011,137
OURILÂNDIA DO NORTE,2012,259
OURILÂNDIA DO NORTE,2013,121
OURILÂNDIA DO NORTE,2014,306
OURILÂNDIA DO NORTE,2015,267
OURILÂNDIA DO NORTE,2016,112
OURILÂNDIA DO NORTE,2017,515
OURILÂNDIA DO NORTE,2018,67
OURILÂNDIA DO NORTE,2019,173
OURILÂNDIA DO NORTE,2020,457
OURILÂNDIA DO NORTE,2021,106
OURILÂNDIA DO NORTE,2022,263
OURILÂNDIA DO NORTE,2023,110
OURILÂNDIA DO NORTE,2024,1625
OURÉM,2008,35
OURÉM,2009,49
OURÉM,2010,48
OURÉM,2011,29
OURÉM,2012,41
OURÉM,2013,40
OURÉM,2014,34
OURÉM,2015,36
OURÉM,2016,33
OURÉM,2017,23
OURÉM,2018,9
OURÉM,2019,18
OURÉM,2020,23
OURÉM,2021,5
OURÉM,2022,28
OURÉM,2023,42
OURÉM,2024,59
PACAJÁ,2008,1088
PACAJÁ,2009,1535
PACAJÁ,2010,912
PACAJÁ,2011,527
PACAJÁ,2012,791
PACAJÁ,2013,585
PACAJÁ,2014,1081
PACAJÁ,2015,1200
PACAJÁ,2016,957
PACAJÁ,2017,1268
PACAJÁ,2018,1183
PACAJÁ,2019,1095
PACAJÁ,2020,985
PACAJÁ,2021,633
PACAJÁ,2022,1569
PACAJÁ,2023,1191
PACAJÁ,2024,1077
PALESTINA DO PARÁ,2008,42
PALESTINA DO PARÁ,2009,40
PALESTINA DO PARÁ,2010,35
PALESTINA DO PARÁ,2011,15
PALESTINA DO PARÁ,2012,14
PALESTINA DO PARÁ,2013,28
PALESTINA DO PARÁ,2014,14
PALESTINA DO PARÁ,2015,13
PALESTINA DO PARÁ,2016,3
PALESTINA DO PARÁ,2017,7
PALESTINA DO PARÁ,2018,15
PALESTINA DO PARÁ,2019,9
PALESTINA DO PARÁ,2020,14
PALESTINA DO PARÁ,2021,4
PALESTINA DO PARÁ,2022,2
PALESTINA DO PARÁ,2023,1
PALESTINA DO PARÁ,2024,4
PARAGOMINAS,2008,656
PARAGOMINAS,2009,606
PARAGOMINAS,2010,669
PARAGOMINAS,2011,515
PARAGOMINAS,2012,569
PARAGOMINAS,2013,423
PARAGOMINAS,2014,627
PARAGOMINAS,2015,849
PARAGOMINAS,2016,484
PARAGOMINAS,2017,633
PARAGOMINAS,2018,296
PARAGOMINAS,2019,290
PARAGOMINAS,2020,366
PARAGOMINAS,2021,369
PARAGOMINAS,2022,413
PARAGOMINAS,2023,373
PARAGOMINAS,2024,366
PARAUAPEBAS,2008,140
PARAUAPEBAS,2009,88
PARAUAPEBAS,2010,305
PARAUAPEBAS,2011,61
PARAUAPEBAS,2012,128
PARAUAPEBAS,2013,39
PARAUAPEBAS,2014,132
PARAUAPEBAS,2015,134
PARAUAPEBAS,2016,98
PARAUAPEBAS,2017,209
PARAUAPEBAS,2018,43
PARAUAPEBAS,2019,80
PARAUAPEBAS,2020,110
PARAUAPEBAS,2021,36
PARAUAPEBAS,2022,69
PARAUAPEBAS,2023,73
PARAUAPEBAS,2024,468
PAU D'ARCO,2008,95
PAU D'ARCO,2009,68
PAU D'ARCO,2010,205
PAU D'ARCO,2011,71
PAU D'ARCO,2012,102
PAU D'ARCO,2013,106
PAU D'ARCO,2014,84
PAU D'ARCO,2015,98
PAU D'ARCO,2016,74
PAU D'ARCO,2017,139
PAU D'ARCO,2018,55
PAU D'ARCO,2019,56
PAU D'ARCO,2020,115
PAU D'ARCO,2021,58
PAU D'ARCO,2022,97
PAU D'ARCO,2023,82
PAU D'ARCO,2024,115
PEIXE-BOI,2008,29
PEIXE-BOI,2009,27
PEIXE-BOI,2010,22
PEIXE-BOI,2011,42
PEIXE-BOI,2012,28
PEIXE-BOI,2013,17
PEIXE-BOI,2014,23
PEIXE-BOI,2015,39
PEIXE-BOI,2016,13
PEIXE-BOI,2017,17
PEIXE-BOI,2018,7
PEIXE-BOI,2019,11
PEIXE-BOI,2020,15
PEIXE-BOI,2021,18
PEIXE-BOI,2022,17
PEIXE-BOI,2023,29
PEIXE-BOI,2024,17
PIÇARRA,2008,207
PIÇARRA,2009,135
PIÇARRA,2010,301
PIÇARRA,2011,57
PIÇARRA,2012,61
PIÇARRA,2013,50
PIÇARRA,2014,71
PIÇARRA,2015,99
PIÇARRA,2016,57
PIÇARRA,2017,46
PIÇARRA,2018,41
PIÇARRA,2019,23
PIÇARRA,2020,24
PIÇARRA,2021,16
PIÇARRA,2022,28
PIÇARRA,2023,24
PIÇARRA,2024,45
PLACAS,2008,578
PLACAS,2009,723
PLACAS,2010,412
PLACAS,2011,607
PLACAS,2012,725
PLACAS,2013,289
PLACAS,2014,656
PLACAS,2015,983
PLACAS,2016,577
PLACAS,2017,798
PLACAS,2018,415
PLACAS,2019,452
PLACAS,2020,741
PLACAS,2021,280
PLACAS,2022,773
PLACAS,2023,1140
PLACAS,2024,574
PONTA DE PEDRAS,2008,54
PONTA DE PEDRAS,2009,94
PONTA DE PEDRAS,2010,50
PONTA DE PEDRAS,2011,53
PONTA DE PEDRAS,2012,58
PONTA DE PEDRAS,2013,46
PONTA DE PEDRAS,2014,65
PONTA DE PEDRAS,2015,101
PONTA DE PEDRAS,2016,54
PONTA DE PEDRAS,2017,83
PONTA DE PEDRAS,2018,46
PONTA DE PEDRAS,2019,29
PONTA DE PEDRAS,2020,85
PONTA DE PEDRAS,2021,38
PONTA DE PEDRAS,2022,82
PONTA DE PEDRAS,2023,97
PONTA DE PEDRAS,2024,78
PORTEL,2008,763
PORTEL,2009,833
PORTEL,2010,538
PORTEL,2011,381
PORTEL,2012,701
PORTEL,2013,589
PORTEL,2014,780
PORTEL,2015,1006
PORTEL,2016,1135
PORTEL,2017,1537
PORTEL,2018,1004
PORTEL,2019,934
PORTEL,2020,1162
PORTEL,2021,736
PORTEL,2022,1538
PORTEL,2023,2011
PORTEL,2024,1925
PORTO DE MOZ,2008,461
PORTO DE MOZ,2009,452
PORTO DE MOZ,2010,395
PORTO DE MOZ,2011,337
PORTO DE MOZ,2012,362
PORTO DE MOZ,2013,295
PORTO DE MOZ,2014,456
PORTO DE MOZ,2015,559
PORTO DE MOZ,2016,578
PORTO DE MOZ,2017,614
PORTO DE MOZ,2018,250
PORTO DE MOZ,2019,203
PORTO DE MOZ,2020,218
PORTO DE MOZ,2021,187
PORTO DE MOZ,2022,324
PORTO DE MOZ,2023,634
PORTO DE MOZ,2024,664
PRAINHA,2008,560
PRAINHA,2009,619
PRAINHA,2010,305
PRAINHA,2011,523
PRAINHA,2012,470
PRAINHA,2013,447
PRAINHA,2014,716
PRAINHA,2015,705
PRAINHA,2016,505
PRAINHA,2017,708
PRAINHA,2018,258
PRAINHA,2019,437
PRAINHA,2020,235
PRAINHA,2021,297
PRAINHA,2022,554
PRAINHA,2023,908
PRAINHA,2024,858
PRIMAVERA,2008,18
PRIMAVERA,2009,25
PRIMAVERA,2010,20
PRIMAVERA,2011,17
PRIMAVERA,2012,15
PRIMAVERA,2013,21
PRIMAVERA,2014,17
PRIMAVERA,2015,4
PRIMAVERA,2016,13
PRIMAVERA,2017,12
PRIMAVERA,2018,11
PRIMAVERA,2019,13
PRIMAVERA,2020,21
PRIMAVERA,2021,20
PRIMAVERA,2022,9
PRIMAVERA,2023,29
PRIMAVERA,2024,25
QUATIPURU,2008,12
QUATIPURU,2009,7
QUATIPURU,2010,10
QUATIPURU,2011,4
QUATIPURU,2012,11
QUATIPURU,2013,13
QUATIPURU,2014,5
QUATIPURU,2015,12
QUATIPURU,2016,18
QUATIPURU,2017,9
QUATIPURU,2018,7
QUATIPURU,2019,9
QUATIPURU,2020,12
QUATIPURU,2021,6
QUATIPURU,2022,4
QUATIPURU,2023,13
QUATIPURU,2024,3
REDENÇÃO,2008,193
REDENÇÃO,2009,78
REDENÇÃO,2010,366
REDENÇÃO,2011,54
REDENÇÃO,2012,193
REDENÇÃO,2013,136
REDENÇÃO,2014,100
REDENÇÃO,2015,111
REDENÇÃO,2016,76
REDENÇÃO,2017,215
REDENÇÃO,2018,38
REDENÇÃO,2019,70
REDENÇÃO,2020,72
REDENÇÃO,2021,64
REDENÇÃO,2022,50
REDENÇÃO,2023,51
REDENÇÃO,2024,115
RIO MARIA,2008,137
RIO MARIA,2009,65
RIO MARIA,2010,147
RIO MARIA,2011,68
RIO MARIA,2012,95
RIO MARIA,2013,178
RIO MARIA,2014,129
RIO MARIA,2015,160
RIO MARIA,2016,89
RIO MARIA,2017,174
RIO MARIA,2018,70
RIO MARIA,2019,83
RIO MARIA,2020,161
RIO MARIA,2021,68
RIO MARIA,2022,84
RIO MARIA,2023,65
RIO MARIA,2024,97
RONDON DO PARÁ,2008,556
RONDON DO PARÁ,2009,626
RONDON DO PARÁ,2010,369
RONDON DO PARÁ,2011,321
RONDON DO PARÁ,2012,355
RONDON DO PARÁ,2013,264
RONDON DO PARÁ,2014,461
RONDON DO PARÁ,2015,404
RONDON DO PARÁ,2016,288
RONDON DO PARÁ,2017,288
RONDON DO PARÁ,2018,280
RONDON DO PARÁ,2019,263
RONDON DO PARÁ,2020,325
RONDON DO PARÁ,2021,186
RONDON DO PARÁ,2022,358
RONDON DO PARÁ,2023,397
RONDON DO PARÁ,2024,549
RURÓPOLIS,2008,313
RURÓPOLIS,2009,875
RURÓPOLIS,2010,313
RURÓPOLIS,2011,415
RURÓPOLIS,2012,420
RURÓPOLIS,2013,270
RURÓPOLIS,2014,481
RURÓPOLIS,2015,704
RURÓPOLIS,2016,323
RURÓPOLIS,2017,669
RURÓPOLIS,2018,314
RURÓPOLIS,2019,506
RURÓPOLIS,2020,771
RURÓPOLIS,2021,227
RURÓPOLIS,2022,549
RURÓPOLIS,2023,834
RURÓPOLIS,2024,707
SALINÓPOLIS,2008,5
SALINÓPOLIS,2009,8
SALINÓPOLIS,2010,13
SALINÓPOLIS,2011,7
SALINÓPOLIS,2012,12
SALINÓPOLIS,2013,11
SALINÓPOLIS,2014,3
SALINÓPOLIS,2015,5
SALINÓPOLIS,2016,3
SALINÓPOLIS,2017,10
SALINÓPOLIS,2018,1
SALINÓPOLIS,2019,7
SALINÓPOLIS,2020,6
SALINÓPOLIS,2021,6
SALINÓPOLIS,2022,4
SALINÓPOLIS,2023,1
SALINÓPOLIS,2024,4
SALVATERRA,2008,49
SALVATERRA,2009,62
SALVATERRA,2010,45
SALVATERRA,2011,47
SALVATERRA,2012,37
SALVATERRA,2013,59
SALVATERRA,2014,34
SALVATERRA,2015,62
SALVATERRA,2016,39
SALVATERRA,2017,64
SALVATERRA,2018,28
SALVATERRA,2019,41
SALVATERRA,2020,52
SALVATERRA,2021,29
SALVATERRA,2022,43
SALVATERRA,2023,31
SALVATERRA,2024,34
SANTA BÁRBARA DO PARÁ,2008,13
SANTA BÁRBARA DO PARÁ,2009,7
SANTA BÁRBARA DO PARÁ,2010,2
SANTA BÁRBARA DO PARÁ,2011,7
SANTA BÁRBARA DO PARÁ,2012,5
SANTA BÁRBARA DO PARÁ,2013,5
SANTA BÁRBARA DO PARÁ,2014,1
SANTA BÁRBARA DO PARÁ,2015,6
SANTA BÁRBARA DO PARÁ,2016,4
SANTA BÁRBARA DO PARÁ,2017,1
SANTA BÁRBARA DO PARÁ,2018,6
SANTA BÁRBARA DO PARÁ,2019,2
SANTA BÁRBARA DO PARÁ,2020,1
SANTA BÁRBARA DO PARÁ,2021,1
SANTA BÁRBARA DO PARÁ,2022,3
SANTA BÁRBARA DO PARÁ,2023,10
SANTA BÁRBARA DO PARÁ,2024,6
SANTA CRUZ DO ARARI,2008,11
SANTA CRUZ DO ARARI,2009,25
SANTA CRUZ DO ARARI,2010,16
SANTA CRUZ DO ARARI,2011,57
SANTA CRUZ DO ARARI,2012,66
SANTA CRUZ DO ARARI,2013,30
SANTA CRUZ DO ARARI,2014,85
SANTA CRUZ DO ARARI,2015,70
SANTA CRUZ DO ARARI,2016,60
SANTA CRUZ DO ARARI,2017,62
SANTA CRUZ DO ARARI,2018,47
SANTA CRUZ DO ARARI,2019,16
SANTA CRUZ DO ARARI,2020,17
SANTA CRUZ DO ARARI,2021,5
SANTA CRUZ DO ARARI,2022,6
SANTA CRUZ DO ARARI,2023,60
SANTA CRUZ DO ARARI,2024,19
SANTA IZABEL DO PARÁ,2008,49
SANTA IZABEL DO PARÁ,2009,50
SANTA IZABEL DO PARÁ,2010,25
SANTA IZABEL DO PARÁ,2011,35
SANTA IZABEL DO PARÁ,2012,37
SANTA IZABEL DO PARÁ,2013,28
SANTA IZABEL DO PARÁ,2014,28
SANTA IZABEL DO PARÁ,2015,31
SANTA IZABEL DO PARÁ,2016,25
SANTA IZABEL DO PARÁ,2017,22
SANTA IZABEL DO PARÁ,2018,8
SANTA IZABEL DO PARÁ,2019,5
SANTA IZABEL DO PARÁ,2020,12
SANTA IZABEL DO PARÁ,2021,2
SANTA IZABEL DO PARÁ,2022,6
SANTA IZABEL DO PARÁ,2023,13
SANTA IZABEL DO PARÁ,2024,10
SANTA LUZIA DO PARÁ,2008,83
SANTA LUZIA DO PARÁ,2009,106
SANTA LUZIA DO PARÁ,2010,77
SANTA LUZIA DO PARÁ,2011,73
SANTA LUZIA DO PARÁ,2012,85
SANTA LUZIA DO PARÁ,2013,39
