year;areakm;municipality;geocode_ibge;state;FullLocation
2015;5.4538370039672035;Bom Jesus do Tocantins;1501576;Pará;Bom Jesus do Tocantins, Pará, Brazil
2016;8.02434180095156;Bom Jesus do Tocantins;1501576;Pará;Bom Jesus do Tocantins, Pará, Brazil
2017;5.729283114166332;Bom Jesus do Tocantins;1501576;Pará;Bom Jesus do Tocantins, Pará, Brazil
2018;6.837072593056616;Bom Jesus do Tocantins;1501576;Pará;Bom Jesus do Tocantins, Pará, Brazil
2019;7.3410767193529995;Bom Jesus do Tocantins;1501576;Pará;Bom Jesus do Tocantins, Pará, Brazil
2020;19.126325029513758;Bom Jesus do Tocantins;1501576;Pará;Bom Jesus do Tocantins, Pará, Brazil
2021;7.988915614780818;Bom Jesus do Tocantins;1501576;Pará;Bom Jesus do Tocantins, Pará, Brazil
2022;6.514273465642027;Bom Jesus do Tocantins;1501576;Pará;Bom Jesus do Tocantins, Pará, Brazil
2023;5.859158131212388;Bom Jesus do Tocantins;1501576;Pará;Bom Jesus do Tocantins, Pará, Brazil
2024;3.009177170429749;Bom Jesus do Tocantins;1501576;Pará;Bom Jesus do Tocantins, Pará, Brazil
2008;6.730499131034957;Bonito;1501600;Pará;Bonito, Pará, Brazil
2009;0.6206006351992479;Bonito;1501600;Pará;Bonito, Pará, Brazil
2010;1.3611884845730318;Bonito;1501600;Pará;Bonito, Pará, Brazil
2011;1.732262927957172;Bonito;1501600;Pará;Bonito, Pará, Brazil
2012;0.0;Bonito;1501600;Pará;Bonito, Pará, Brazil
2013;0.5600819081400658;Bonito;1501600;Pará;Bonito, Pará, Brazil
2014;0.2831476418802717;Bonito;1501600;Pará;Bonito, Pará, Brazil
2015;0.8243826709289879;Bonito;1501600;Pará;Bonito, Pará, Brazil
2016;0.762362469911153;Bonito;1501600;Pará;Bonito, Pará, Brazil
2017;0.6270054408536208;Bonito;1501600;Pará;Bonito, Pará, Brazil
2018;0.0;Bonito;1501600;Pará;Bonito, Pará, Brazil
2019;0.0;Bonito;1501600;Pará;Bonito, Pará, Brazil
2020;0.23981483774807225;Bonito;1501600;Pará;Bonito, Pará, Brazil
2021;0.19806798848284007;Bonito;1501600;Pará;Bonito, Pará, Brazil
2022;0.0;Bonito;1501600;Pará;Bonito, Pará, Brazil
2023;0.31802524758725775;Bonito;1501600;Pará;Bonito, Pará, Brazil
2024;0.0;Bonito;1501600;Pará;Bonito, Pará, Brazil
2008;1.1796124053788006;Bragança;1501709;Pará;Bragança, Pará, Brazil
2009;6.069483564977663;Bragança;1501709;Pará;Bragança, Pará, Brazil
2010;2.6568075711114605;Bragança;1501709;Pará;Bragança, Pará, Brazil
2011;0.8893184027870515;Bragança;1501709;Pará;Bragança, Pará, Brazil
2012;0.2135453660851602;Bragança;1501709;Pará;Bragança, Pará, Brazil
2013;0.0;Bragança;1501709;Pará;Bragança, Pará, Brazil
2014;1.1157302991383369;Bragança;1501709;Pará;Bragança, Pará, Brazil
2015;0.5054107110781713;Bragança;1501709;Pará;Bragança, Pará, Brazil
2016;0.0;Bragança;1501709;Pará;Bragança, Pará, Brazil
2017;0.5675682037131788;Bragança;1501709;Pará;Bragança, Pará, Brazil
2018;0.2933403563327446;Bragança;1501709;Pará;Bragança, Pará, Brazil
2019;0.2240347140376205;Bragança;1501709;Pará;Bragança, Pará, Brazil
2020;0.40478629551627054;Bragança;1501709;Pará;Bragança, Pará, Brazil
2021;0.30132695105102747;Bragança;1501709;Pará;Bragança, Pará, Brazil
2022;0.0;Bragança;1501709;Pará;Bragança, Pará, Brazil
2023;0.4817944497707972;Bragança;1501709;Pará;Bragança, Pará, Brazil
2024;0.1252943659340508;Bragança;1501709;Pará;Bragança, Pará, Brazil
2008;16.809881593363137;Brasil Novo;1501725;Pará;Brasil Novo, Pará, Brazil
2009;56.84402398242315;Brasil Novo;1501725;Pará;Brasil Novo, Pará, Brazil
2010;49.74209643857452;Brasil Novo;1501725;Pará;Brasil Novo, Pará, Brazil
2011;38.42610071517483;Brasil Novo;1501725;Pará;Brasil Novo, Pará, Brazil
2012;8.781721457930635;Brasil Novo;1501725;Pará;Brasil Novo, Pará, Brazil
2013;31.834586596527746;Brasil Novo;1501725;Pará;Brasil Novo, Pará, Brazil
2014;8.630078431585876;Brasil Novo;1501725;Pará;Brasil Novo, Pará, Brazil
2015;10.758860589181307;Brasil Novo;1501725;Pará;Brasil Novo, Pará, Brazil
2016;6.590823748087558;Brasil Novo;1501725;Pará;Brasil Novo, Pará, Brazil
2017;27.730716380404257;Brasil Novo;1501725;Pará;Brasil Novo, Pará, Brazil
2018;18.837402755819742;Brasil Novo;1501725;Pará;Brasil Novo, Pará, Brazil
2019;25.98942869118241;Brasil Novo;1501725;Pará;Brasil Novo, Pará, Brazil
2020;26.709768973166256;Brasil Novo;1501725;Pará;Brasil Novo, Pará, Brazil
2021;20.13104974435724;Brasil Novo;1501725;Pará;Brasil Novo, Pará, Brazil
2022;8.633178766943887;Brasil Novo;1501725;Pará;Brasil Novo, Pará, Brazil
2023;11.389685815383034;Brasil Novo;1501725;Pará;Brasil Novo, Pará, Brazil
2024;9.077670736449805;Brasil Novo;1501725;Pará;Brasil Novo, Pará, Brazil
2008;8.725023770125595;Brejo Grande do Araguaia;1501758;Pará;Brejo Grande do Araguaia, Pará, Brazil
2009;3.153501900406379;Brejo Grande do Araguaia;1501758;Pará;Brejo Grande do Araguaia, Pará, Brazil
2010;2.342027144822009;Brejo Grande do Araguaia;1501758;Pará;Brejo Grande do Araguaia, Pará, Brazil
2011;2.159000226640494;Brejo Grande do Araguaia;1501758;Pará;Brejo Grande do Araguaia, Pará, Brazil
2012;1.0805598490327113;Brejo Grande do Araguaia;1501758;Pará;Brejo Grande do Araguaia, Pará, Brazil
2013;2.550958597489397;Brejo Grande do Araguaia;1501758;Pará;Brejo Grande do Araguaia, Pará, Brazil
2014;2.755023606498184;Brejo Grande do Araguaia;1501758;Pará;Brejo Grande do Araguaia, Pará, Brazil
2015;1.2073666791368294;Brejo Grande do Araguaia;1501758;Pará;Brejo Grande do Araguaia, Pará, Brazil
2016;2.3043996732063055;Brejo Grande do Araguaia;1501758;Pará;Brejo Grande do Araguaia, Pará, Brazil
2017;1.924905189989322;Brejo Grande do Araguaia;1501758;Pará;Brejo Grande do Araguaia, Pará, Brazil
2018;0.8991431867632397;Brejo Grande do Araguaia;1501758;Pará;Brejo Grande do Araguaia, Pará, Brazil
2019;1.1953694982080023;Brejo Grande do Araguaia;1501758;Pará;Brejo Grande do Araguaia, Pará, Brazil
2020;1.399318629713671;Brejo Grande do Araguaia;1501758;Pará;Brejo Grande do Araguaia, Pará, Brazil
2021;1.9573248364599005;Brejo Grande do Araguaia;1501758;Pará;Brejo Grande do Araguaia, Pará, Brazil
2022;1.8592801076324483;Brejo Grande do Araguaia;1501758;Pará;Brejo Grande do Araguaia, Pará, Brazil
2023;1.0438773427233108;Brejo Grande do Araguaia;1501758;Pará;Brejo Grande do Araguaia, Pará, Brazil
2024;0.5696696186158853;Brejo Grande do Araguaia;1501758;Pará;Brejo Grande do Araguaia, Pará, Brazil
2008;67.46975631840208;Breu Branco;1501782;Pará;Breu Branco, Pará, Brazil
2009;17.53097447211231;Breu Branco;1501782;Pará;Breu Branco, Pará, Brazil
2010;53.98793163290937;Breu Branco;1501782;Pará;Breu Branco, Pará, Brazil
2011;14.775986062840952;Breu Branco;1501782;Pará;Breu Branco, Pará, Brazil
2012;17.12083197273353;Breu Branco;1501782;Pará;Breu Branco, Pará, Brazil
2013;11.181078429268773;Breu Branco;1501782;Pará;Breu Branco, Pará, Brazil
2014;6.528202329782417;Breu Branco;1501782;Pará;Breu Branco, Pará, Brazil
2015;16.02988256811388;Breu Branco;1501782;Pará;Breu Branco, Pará, Brazil
2016;9.200913249896102;Breu Branco;1501782;Pará;Breu Branco, Pará, Brazil
2017;8.898276506031133;Breu Branco;1501782;Pará;Breu Branco, Pará, Brazil
2018;8.98841138025736;Breu Branco;1501782;Pará;Breu Branco, Pará, Brazil
2019;9.284292422651907;Breu Branco;1501782;Pará;Breu Branco, Pará, Brazil
2020;13.110528474581914;Breu Branco;1501782;Pará;Breu Branco, Pará, Brazil
2021;13.06699917100079;Breu Branco;1501782;Pará;Breu Branco, Pará, Brazil
2022;8.271611951961098;Breu Branco;1501782;Pará;Breu Branco, Pará, Brazil
2023;9.113990732650315;Breu Branco;1501782;Pará;Breu Branco, Pará, Brazil
2024;11.64982877309365;Breu Branco;1501782;Pará;Breu Branco, Pará, Brazil
2008;3.9472355192579665;Breves;1501808;Pará;Breves, Pará, Brazil
2009;0.9676505615621954;Breves;1501808;Pará;Breves, Pará, Brazil
2010;2.0004275869479757;Breves;1501808;Pará;Breves, Pará, Brazil
2011;0.6381300537739386;Breves;1501808;Pará;Breves, Pará, Brazil
2012;0.2773843643748832;Breves;1501808;Pará;Breves, Pará, Brazil
2013;1.2474929434220672;Breves;1501808;Pará;Breves, Pará, Brazil
2014;0.5103807052421372;Breves;1501808;Pará;Breves, Pará, Brazil
2015;0.9120233763445226;Breves;1501808;Pará;Breves, Pará, Brazil
2016;1.860269363988155;Breves;1501808;Pará;Breves, Pará, Brazil
2017;1.0367588579321019;Breves;1501808;Pará;Breves, Pará, Brazil
2018;0.3610259942667976;Breves;1501808;Pará;Breves, Pará, Brazil
2019;1.8058399594893804;Breves;1501808;Pará;Breves, Pará, Brazil
2020;1.8783842637032324;Breves;1501808;Pará;Breves, Pará, Brazil
2021;2.3095265840614774;Breves;1501808;Pará;Breves, Pará, Brazil
2022;1.5493224759579738;Breves;1501808;Pará;Breves, Pará, Brazil
2023;1.1098818275863174;Breves;1501808;Pará;Breves, Pará, Brazil
2024;1.7206575886553395;Breves;1501808;Pará;Breves, Pará, Brazil
2008;5.608741950293271;Bujaru;1501907;Pará;Bujaru, Pará, Brazil
2009;0.5370033330354126;Bujaru;1501907;Pará;Bujaru, Pará, Brazil
2010;1.1815651870238657;Bujaru;1501907;Pará;Bujaru, Pará, Brazil
2011;1.6514769278658383;Bujaru;1501907;Pará;Bujaru, Pará, Brazil
2012;0.8735195062210441;Bujaru;1501907;Pará;Bujaru, Pará, Brazil
2013;2.619621959098923;Bujaru;1501907;Pará;Bujaru, Pará, Brazil
2014;0.08012805022850203;Bujaru;1501907;Pará;Bujaru, Pará, Brazil
2015;1.1058871199513827;Bujaru;1501907;Pará;Bujaru, Pará, Brazil
2016;0.682845474263814;Bujaru;1501907;Pará;Bujaru, Pará, Brazil
2017;6.157021078338443;Bujaru;1501907;Pará;Bujaru, Pará, Brazil
2018;0.908233001266545;Bujaru;1501907;Pará;Bujaru, Pará, Brazil
2019;0.1649049290370917;Bujaru;1501907;Pará;Bujaru, Pará, Brazil
2020;1.2533324271149184;Bujaru;1501907;Pará;Bujaru, Pará, Brazil
2021;0.5716464389882095;Bujaru;1501907;Pará;Bujaru, Pará, Brazil
2022;0.2495892463614448;Bujaru;1501907;Pará;Bujaru, Pará, Brazil
2023;0.4422145649258979;Bujaru;1501907;Pará;Bujaru, Pará, Brazil
2024;0.9667543683018508;Bujaru;1501907;Pará;Bujaru, Pará, Brazil
2008;0.0;Cachoeira do Arari;1502004;Pará;Cachoeira do Arari, Pará, Brazil
2009;0.33206531137809636;Cachoeira do Arari;1502004;Pará;Cachoeira do Arari, Pará, Brazil
2010;0.9322549089346167;Cachoeira do Arari;1502004;Pará;Cachoeira do Arari, Pará, Brazil
2011;0.21130363702023983;Cachoeira do Arari;1502004;Pará;Cachoeira do Arari, Pará, Brazil
2012;0.0;Cachoeira do Arari;1502004;Pará;Cachoeira do Arari, Pará, Brazil
2013;0.0846011916927643;Cachoeira do Arari;1502004;Pará;Cachoeira do Arari, Pará, Brazil
2014;0.0;Cachoeira do Arari;1502004;Pará;Cachoeira do Arari, Pará, Brazil
2015;0.0;Cachoeira do Arari;1502004;Pará;Cachoeira do Arari, Pará, Brazil
2016;0.0768711455198601;Cachoeira do Arari;1502004;Pará;Cachoeira do Arari, Pará, Brazil
2017;0.0;Cachoeira do Arari;1502004;Pará;Cachoeira do Arari, Pará, Brazil
2018;0.2296501181586832;Cachoeira do Arari;1502004;Pará;Cachoeira do Arari, Pará, Brazil
2019;0.0;Cachoeira do Arari;1502004;Pará;Cachoeira do Arari, Pará, Brazil
2020;0.0;Cachoeira do Arari;1502004;Pará;Cachoeira do Arari, Pará, Brazil
2021;0.39337479654118557;Cachoeira do Arari;1502004;Pará;Cachoeira do Arari, Pará, Brazil
2022;0.07045265320996484;Cachoeira do Arari;1502004;Pará;Cachoeira do Arari, Pará, Brazil
2023;0.06546152594615566;Cachoeira do Arari;1502004;Pará;Cachoeira do Arari, Pará, Brazil
2024;0.0;Cachoeira do Arari;1502004;Pará;Cachoeira do Arari, Pará, Brazil
2008;23.361949003640063;Cachoeira do Piriá;1501956;Pará;Cachoeira do Piriá, Pará, Brazil
2009;81.83165525490553;Cachoeira do Piriá;1501956;Pará;Cachoeira do Piriá, Pará, Brazil
2010;58.764506081484356;Cachoeira do Piriá;1501956;Pará;Cachoeira do Piriá, Pará, Brazil
2011;24.346494834632335;Cachoeira do Piriá;1501956;Pará;Cachoeira do Piriá, Pará, Brazil
2012;3.261038281211127;Cachoeira do Piriá;1501956;Pará;Cachoeira do Piriá, Pará, Brazil
2013;5.036958548631451;Cachoeira do Piriá;1501956;Pará;Cachoeira do Piriá, Pará, Brazil
2014;10.505126691726476;Cachoeira do Piriá;1501956;Pará;Cachoeira do Piriá, Pará, Brazil
2015;12.63355951020265;Cachoeira do Piriá;1501956;Pará;Cachoeira do Piriá, Pará, Brazil
2016;9.164191237147229;Cachoeira do Piriá;1501956;Pará;Cachoeira do Piriá, Pará, Brazil
2017;20.99023289436656;Cachoeira do Piriá;1501956;Pará;Cachoeira do Piriá, Pará, Brazil
2018;19.08329812318098;Cachoeira do Piriá;1501956;Pará;Cachoeira do Piriá, Pará, Brazil
2019;22.785384219847607;Cachoeira do Piriá;1501956;Pará;Cachoeira do Piriá, Pará, Brazil
2020;27.858251508011804;Cachoeira do Piriá;1501956;Pará;Cachoeira do Piriá, Pará, Brazil
2021;15.460928666407716;Cachoeira do Piriá;1501956;Pará;Cachoeira do Piriá, Pará, Brazil
2022;11.88017620786739;Cachoeira do Piriá;1501956;Pará;Cachoeira do Piriá, Pará, Brazil
2023;25.79478354422811;Cachoeira do Piriá;1501956;Pará;Cachoeira do Piriá, Pará, Brazil
2024;15.898432779071564;Cachoeira do Piriá;1501956;Pará;Cachoeira do Piriá, Pará, Brazil
2008;0.7899752375368505;Cametá;1502103;Pará;Cametá, Pará, Brazil
2009;6.683282568117679;Cametá;1502103;Pará;Cametá, Pará, Brazil
2010;13.546831561411388;Cametá;1502103;Pará;Cametá, Pará, Brazil
2011;1.3833650424920938;Cametá;1502103;Pará;Cametá, Pará, Brazil
2012;0.48287780103154104;Cametá;1502103;Pará;Cametá, Pará, Brazil
2013;0.3969742634063057;Cametá;1502103;Pará;Cametá, Pará, Brazil
2014;0.33642532514712403;Cametá;1502103;Pará;Cametá, Pará, Brazil
2015;0.29344070708702186;Cametá;1502103;Pará;Cametá, Pará, Brazil
2016;0.4081322379230374;Cametá;1502103;Pará;Cametá, Pará, Brazil
2017;1.2703300197826466;Cametá;1502103;Pará;Cametá, Pará, Brazil
2018;1.0519706859582492;Cametá;1502103;Pará;Cametá, Pará, Brazil
2019;0.14275199227356178;Cametá;1502103;Pará;Cametá, Pará, Brazil
2020;0.44585483444666896;Cametá;1502103;Pará;Cametá, Pará, Brazil
2021;0.30361442310043724;Cametá;1502103;Pará;Cametá, Pará, Brazil
2022;0.41994197724801985;Cametá;1502103;Pará;Cametá, Pará, Brazil
2023;0.41006500682878533;Cametá;1502103;Pará;Cametá, Pará, Brazil
2024;0.7291700980253917;Cametá;1502103;Pará;Cametá, Pará, Brazil
2008;8.855498489048218;Canaã dos Carajás;1502152;Pará;Canaã dos Carajás, Pará, Brazil
2009;0.8699568391814836;Canaã dos Carajás;1502152;Pará;Canaã dos Carajás, Pará, Brazil
2010;1.3389302863490935;Canaã dos Carajás;1502152;Pará;Canaã dos Carajás, Pará, Brazil
2011;1.1124818451407787;Canaã dos Carajás;1502152;Pará;Canaã dos Carajás, Pará, Brazil
2012;0.26506180162601134;Canaã dos Carajás;1502152;Pará;Canaã dos Carajás, Pará, Brazil
2013;0.3486600085492562;Canaã dos Carajás;1502152;Pará;Canaã dos Carajás, Pará, Brazil
2014;1.388669425735274;Canaã dos Carajás;1502152;Pará;Canaã dos Carajás, Pará, Brazil
2015;2.668696597493935;Canaã dos Carajás;1502152;Pará;Canaã dos Carajás, Pará, Brazil
2016;2.0592823062674253;Canaã dos Carajás;1502152;Pará;Canaã dos Carajás, Pará, Brazil
2017;1.404356681570825;Canaã dos Carajás;1502152;Pará;Canaã dos Carajás, Pará, Brazil
2018;0.9985072483172073;Canaã dos Carajás;1502152;Pará;Canaã dos Carajás, Pará, Brazil
2019;1.117885017308712;Canaã dos Carajás;1502152;Pará;Canaã dos Carajás, Pará, Brazil
2020;1.9279394116792001;Canaã dos Carajás;1502152;Pará;Canaã dos Carajás, Pará, Brazil
2021;2.4203527044252326;Canaã dos Carajás;1502152;Pará;Canaã dos Carajás, Pará, Brazil
2022;1.7536916640653903;Canaã dos Carajás;1502152;Pará;Canaã dos Carajás, Pará, Brazil
2023;0.6241963452673048;Canaã dos Carajás;1502152;Pará;Canaã dos Carajás, Pará, Brazil
2024;0.6288421706462104;Canaã dos Carajás;1502152;Pará;Canaã dos Carajás, Pará, Brazil
2008;4.017282213042712;Capanema;1502202;Pará;Capanema, Pará, Brazil
2009;1.2970963329740721;Capanema;1502202;Pará;Capanema, Pará, Brazil
2010;0.5774147932111209;Capanema;1502202;Pará;Capanema, Pará, Brazil
2011;1.4219251042392194;Capanema;1502202;Pará;Capanema, Pará, Brazil
2012;0.0;Capanema;1502202;Pará;Capanema, Pará, Brazil
2013;0.1300201740565612;Capanema;1502202;Pará;Capanema, Pará, Brazil
2014;0.28141375406792024;Capanema;1502202;Pará;Capanema, Pará, Brazil
2015;1.2885693258087692;Capanema;1502202;Pará;Capanema, Pará, Brazil
2016;0.10298783779077103;Capanema;1502202;Pará;Capanema, Pará, Brazil
2017;0.2427441530767561;Capanema;1502202;Pará;Capanema, Pará, Brazil
2018;0.06704338605263986;Capanema;1502202;Pará;Capanema, Pará, Brazil
2019;0.0869328308335165;Capanema;1502202;Pará;Capanema, Pará, Brazil
2020;0.5287258811532878;Capanema;1502202;Pará;Capanema, Pará, Brazil
2021;0.3104954704182067;Capanema;1502202;Pará;Capanema, Pará, Brazil
2022;0.0;Capanema;1502202;Pará;Capanema, Pará, Brazil
2023;0.38794788738414;Capanema;1502202;Pará;Capanema, Pará, Brazil
2024;0.0;Capanema;1502202;Pará;Capanema, Pará, Brazil
2008;7.112032837078825;Capitão Poço;1502301;Pará;Capitão Poço, Pará, Brazil
2009;11.744911248316955;Capitão Poço;1502301;Pará;Capitão Poço, Pará, Brazil
2010;1.451651432740519;Capitão Poço;1502301;Pará;Capitão Poço, Pará, Brazil
2011;9.20526636136369;Capitão Poço;1502301;Pará;Capitão Poço, Pará, Brazil
2012;0.6080895745018255;Capitão Poço;1502301;Pará;Capitão Poço, Pará, Brazil
2013;1.1258439693270963;Capitão Poço;1502301;Pará;Capitão Poço, Pará, Brazil
2014;1.2116262706018217;Capitão Poço;1502301;Pará;Capitão Poço, Pará, Brazil
2015;1.2082335051173962;Capitão Poço;1502301;Pará;Capitão Poço, Pará, Brazil
2016;1.0644161372131473;Capitão Poço;1502301;Pará;Capitão Poço, Pará, Brazil
2017;1.789817668019812;Capitão Poço;1502301;Pará;Capitão Poço, Pará, Brazil
2018;1.4914420120547573;Capitão Poço;1502301;Pará;Capitão Poço, Pará, Brazil
2019;1.630571208684508;Capitão Poço;1502301;Pará;Capitão Poço, Pará, Brazil
2020;1.1716313691723714;Capitão Poço;1502301;Pará;Capitão Poço, Pará, Brazil
2021;2.291345465175013;Capitão Poço;1502301;Pará;Capitão Poço, Pará, Brazil
2022;1.5294921826857577;Capitão Poço;1502301;Pará;Capitão Poço, Pará, Brazil
2023;4.438169477454732;Capitão Poço;1502301;Pará;Capitão Poço, Pará, Brazil
2024;4.945103327257729;Capitão Poço;1502301;Pará;Capitão Poço, Pará, Brazil
2008;5.610494703010714;Castanhal;1502400;Pará;Castanhal, Pará, Brazil
2009;0.5407330615676647;Castanhal;1502400;Pará;Castanhal, Pará, Brazil
2010;1.523871093259467;Castanhal;1502400;Pará;Castanhal, Pará, Brazil
2011;0.9802648715328118;Castanhal;1502400;Pará;Castanhal, Pará, Brazil
2012;0.5508387073294367;Castanhal;1502400;Pará;Castanhal, Pará, Brazil
2013;1.2315085602662634;Castanhal;1502400;Pará;Castanhal, Pará, Brazil
2014;0.19858325863078707;Castanhal;1502400;Pará;Castanhal, Pará, Brazil
2015;0.6679391573880709;Castanhal;1502400;Pará;Castanhal, Pará, Brazil
2016;0.8447947870116518;Castanhal;1502400;Pará;Castanhal, Pará, Brazil
2017;0.9149715415330121;Castanhal;1502400;Pará;Castanhal, Pará, Brazil
2018;0.43996847090597224;Castanhal;1502400;Pará;Castanhal, Pará, Brazil
2019;0.25022660979497346;Castanhal;1502400;Pará;Castanhal, Pará, Brazil
2020;0.7473096327573283;Castanhal;1502400;Pará;Castanhal, Pará, Brazil
2021;0.9202013200741268;Castanhal;1502400;Pará;Castanhal, Pará, Brazil
2022;0.49106965203691455;Castanhal;1502400;Pará;Castanhal, Pará, Brazil
2023;0.35040733308834726;Castanhal;1502400;Pará;Castanhal, Pará, Brazil
2024;0.3180595948619097;Castanhal;1502400;Pará;Castanhal, Pará, Brazil
2008;0.17720496286271575;Chaves;1502509;Pará;Chaves, Pará, Brazil
2009;0.8398346271653272;Chaves;1502509;Pará;Chaves, Pará, Brazil
2010;2.633700660797266;Chaves;1502509;Pará;Chaves, Pará, Brazil
2011;0.11659405166774112;Chaves;1502509;Pará;Chaves, Pará, Brazil
2012;0.24400297603194596;Chaves;1502509;Pará;Chaves, Pará, Brazil
2013;0.07125546438367968;Chaves;1502509;Pará;Chaves, Pará, Brazil
2014;0.17012137033753338;Chaves;1502509;Pará;Chaves, Pará, Brazil
2015;0.751758024930832;Chaves;1502509;Pará;Chaves, Pará, Brazil
2016;0.0;Chaves;1502509;Pará;Chaves, Pará, Brazil
2017;2.169486256098352;Chaves;1502509;Pará;Chaves, Pará, Brazil
2018;0.0;Chaves;1502509;Pará;Chaves, Pará, Brazil
2019;0.2998981313670768;Chaves;1502509;Pará;Chaves, Pará, Brazil
2020;0.06330925207399053;Chaves;1502509;Pará;Chaves, Pará, Brazil
2021;0.0;Chaves;1502509;Pará;Chaves, Pará, Brazil
2022;0.0710126644141883;Chaves;1502509;Pará;Chaves, Pará, Brazil
2023;0.06251935181150878;Chaves;1502509;Pará;Chaves, Pará, Brazil
2024;0.0;Chaves;1502509;Pará;Chaves, Pará, Brazil
2008;0.4752601609127597;Colares;1502608;Pará;Colares, Pará, Brazil
2009;0.0;Colares;1502608;Pará;Colares, Pará, Brazil
2010;0.15753888527160806;Colares;1502608;Pará;Colares, Pará, Brazil
