Município,Ano,Total Rebanho (Bovino)
São João da Ponta,2011,654
São João da Ponta,2012,564
São João da Ponta,2013,654
São João da Ponta,2014,541
São João da Ponta,2015,685
São João da Ponta,2016,1632
São João da Ponta,2017,829
São João da Ponta,2018,901
São João da Ponta,2019,957
São João da Ponta,2020,913
São João da Ponta,2021,1332
São João da Ponta,2022,1454
São João da Ponta,2023,1293
São João de Pirabas,2008,4315
São João de Pirabas,2009,3139
São João de Pirabas,2010,2995
São João de Pirabas,2011,1878
São João de Pirabas,2012,1895
São João de Pirabas,2013,2502
São João de Pirabas,2014,3703
São João de Pirabas,2015,3858
São João de Pirabas,2016,4645
São João de Pirabas,2017,4000
São João de Pirabas,2018,3312
São João de Pirabas,2019,3408
São João de Pirabas,2020,4341
São João de Pirabas,2021,5641
São João de Pirabas,2022,5359
São João de Pirabas,2023,5504
São João do Araguaia,2008,55400
São João do Araguaia,2009,58000
São João do Araguaia,2010,59500
São João do Araguaia,2011,60600
São João do Araguaia,2012,51500
São João do Araguaia,2013,49500
São João do Araguaia,2014,52000
São João do Araguaia,2015,56500
São João do Araguaia,2016,78438
São João do Araguaia,2017,93084
São João do Araguaia,2018,80304
São João do Araguaia,2019,88100
São João do Araguaia,2020,105280
São João do Araguaia,2021,131830
São João do Araguaia,2022,130550
São João do Araguaia,2023,120600
São Miguel do Guamá,2008,27156
São Miguel do Guamá,2009,37012
São Miguel do Guamá,2010,36800
São Miguel do Guamá,2011,36200
São Miguel do Guamá,2012,37319
São Miguel do Guamá,2013,38834
São Miguel do Guamá,2014,41430
São Miguel do Guamá,2015,45400
São Miguel do Guamá,2016,42543
São Miguel do Guamá,2017,28085
São Miguel do Guamá,2018,43702
São Miguel do Guamá,2019,40166
São Miguel do Guamá,2020,37365
São Miguel do Guamá,2021,41610
São Miguel do Guamá,2022,46400
São Miguel do Guamá,2023,43335
São Sebastião da Boa Vista,2008,0
São Sebastião da Boa Vista,2009,101
São Sebastião da Boa Vista,2010,111
São Sebastião da Boa Vista,2011,98
São Sebastião da Boa Vista,2012,98
São Sebastião da Boa Vista,2013,90
São Sebastião da Boa Vista,2014,93
São Sebastião da Boa Vista,2015,79
São Sebastião da Boa Vista,2016,70
São Sebastião da Boa Vista,2017,69
São Sebastião da Boa Vista,2018,56
São Sebastião da Boa Vista,2019,49
São Sebastião da Boa Vista,2020,54
São Sebastião da Boa Vista,2021,50
São Sebastião da Boa Vista,2022,70
São Sebastião da Boa Vista,2023,200
Tailândia,2008,93863
Tailândia,2009,89929
Tailândia,2010,80354
Tailândia,2011,83824
Tailândia,2012,83470
Tailândia,2013,63
Tailândia,2014,80804
Tailândia,2015,74987
Tailândia,2016,83175
Tailândia,2017,78683
Tailândia,2018,79557
Tailândia,2019,85986
Tailândia,2020,86100
Tailândia,2021,86300
Tailândia,2022,86500
Tailândia,2023,87000
Terra Alta,2008,5390
Terra Alta,2009,4102
Terra Alta,2010,3768
Terra Alta,2011,3816
Terra Alta,2012,3039
Terra Alta,2013,4311
Terra Alta,2014,4838
Terra Alta,2015,4912
Terra Alta,2016,4284
Terra Alta,2017,2056
Terra Alta,2018,3390
Terra Alta,2019,3212
Terra Alta,2020,4548
Terra Alta,2021,4615
Terra Alta,2022,5641
Terra Alta,2023,6236
Terra Santa,2008,47178
Terra Santa,2009,39157
Terra Santa,2010,38373
Terra Santa,2011,25000
Terra Santa,2012,27325
Terra Santa,2013,36672
Terra Santa,2014,35419
Terra Santa,2015,30133
Terra Santa,2016,33442
Terra Santa,2017,36177
Terra Santa,2018,29557
Terra Santa,2019,28466
Terra Santa,2020,29341
Terra Santa,2021,32706
Terra Santa,2022,33500
Terra Santa,2023,36730
Tomé-Açu,2008,165000
Tomé-Açu,2009,110080
Tomé-Açu,2010,116021
Tomé-Açu,2011,108214
Tomé-Açu,2012,110739
Tomé-Açu,2013,94385
Tomé-Açu,2014,99782
Tomé-Açu,2015,100550
Tomé-Açu,2016,101641
Tomé-Açu,2017,95471
Tomé-Açu,2018,99534
Tomé-Açu,2019,105335
Tomé-Açu,2020,116686
Tomé-Açu,2021,126689
Tomé-Açu,2022,136667
Tomé-Açu,2023,149710
Tracuateua,2008,25199
Tracuateua,2009,10845
Tracuateua,2010,10330
Tracuateua,2011,10489
Tracuateua,2012,11169
Tracuateua,2013,11308
Tracuateua,2014,11323
Tracuateua,2015,10086
Tracuateua,2016,10186
Tracuateua,2017,10201
Tracuateua,2018,10064
Tracuateua,2019,9635
Tracuateua,2020,12740
Tracuateua,2021,15114
Tracuateua,2022,14117
Tracuateua,2023,15299
Trairão,2008,46972
Trairão,2009,65262
Trairão,2010,77972
Trairão,2011,86865
Trairão,2012,86478
Trairão,2013,96839
Trairão,2014,96562
Trairão,2015,95934
Trairão,2016,102281
Trairão,2017,108399
Trairão,2018,106543
Trairão,2019,111577
Trairão,2020,114508
Trairão,2021,122795
Trairão,2022,162817
Trairão,2023,164823
Tucumã,2008,291651
Tucumã,2009,284979
Tucumã,2010,268172
Tucumã,2011,274254
Tucumã,2012,282481
Tucumã,2013,282064
Tucumã,2014,283818
Tucumã,2015,284593
Tucumã,2016,305524
Tucumã,2017,329551
Tucumã,2018,332269
Tucumã,2019,326499
Tucumã,2020,336241
Tucumã,2021,342708
Tucumã,2022,363238
Tucumã,2023,375584
Tucuruí,2008,69070
Tucuruí,2009,72523
Tucuruí,2010,76149
Tucuruí,2011,56194
Tucuruí,2012,56541
Tucuruí,2013,63700
Tucuruí,2014,65525
Tucuruí,2015,69798
Tucuruí,2016,71527
Tucuruí,2017,70820
Tucuruí,2018,72657
Tucuruí,2019,68149
Tucuruí,2020,80683
Tucuruí,2021,81313
Tucuruí,2022,87897
Tucuruí,2023,83771
Ulianópolis,2008,99457
Ulianópolis,2009,94506
Ulianópolis,2010,76489
Ulianópolis,2011,65008
Ulianópolis,2012,70913
Ulianópolis,2013,68468
Ulianópolis,2014,69042
Ulianópolis,2015,67508
Ulianópolis,2016,63731
Ulianópolis,2017,59758
Ulianópolis,2018,54318
Ulianópolis,2019,64093
Ulianópolis,2020,69475
Ulianópolis,2021,79975
Ulianópolis,2022,89547
Ulianópolis,2023,89850
Uruará,2008,291868
Uruará,2009,297341
Uruará,2010,290513
Uruará,2011,288172
Uruará,2012,298960
Uruará,2013,308125
Uruará,2014,313523
Uruará,2015,310109
Uruará,2016,280603
Uruará,2017,205800
Uruará,2018,271258
Uruará,2019,305929
Uruará,2020,317843
Uruará,2021,340906
Uruará,2022,372986
Uruará,2023,382100
Vigia,2008,3750
Vigia,2009,3265
Vigia,2010,475
Vigia,2011,4075
Vigia,2012,2324
Vigia,2013,4102
Vigia,2014,4034
Vigia,2015,3210
Vigia,2016,3340
Vigia,2017,4187
Vigia,2018,3886
Vigia,2019,4134
Vigia,2020,3827
Vigia,2021,3541
Vigia,2022,4820
Vigia,2023,267
Viseu,2008,85149
Viseu,2009,83374
Viseu,2010,84057
Viseu,2011,88966
Viseu,2012,95401
Viseu,2013,88555
Viseu,2014,88074
Viseu,2015,75429
Viseu,2016,91526
Viseu,2017,92491
Viseu,2018,93293
Viseu,2019,89076
Viseu,2020,100689
Viseu,2021,117992
Viseu,2022,124559
Viseu,2023,124697
Vitória do Xingu,2008,193924
Vitória do Xingu,2009,195155
Vitória do Xingu,2010,169964
Vitória do Xingu,2011,152217
Vitória do Xingu,2012,175376
Vitória do Xingu,2013,166290
Vitória do Xingu,2014,156564
Vitória do Xingu,2015,146937
Vitória do Xingu,2016,135543
Vitória do Xingu,2017,121600
Vitória do Xingu,2018,122015
Vitória do Xingu,2019,153683
Vitória do Xingu,2020,168376
Vitória do Xingu,2021,185946
Vitória do Xingu,2022,191675
Vitória do Xingu,2023,192052
Xinguara,2008,477657
Xinguara,2009,468619
Xinguara,2010,482518
Xinguara,2011,513335
Xinguara,2012,489645
Xinguara,2013,483189
Xinguara,2014,492104
Xinguara,2015,515987
Xinguara,2016,507292
Xinguara,2017,530118
Xinguara,2018,500770
Xinguara,2019,456513
Xinguara,2020,507311
Xinguara,2021,546029
Xinguara,2022,539090
Xinguara,2023,504374
Água Azul do Norte,2008,436678
Água Azul do Norte,2009,453885
Água Azul do Norte,2010,564356
Água Azul do Norte,2011,545819
Água Azul do Norte,2012,556735
Água Azul do Norte,2013,564582
Água Azul do Norte,2014,585400
Água Azul do Norte,2015,590693
Água Azul do Norte,2016,620683
Água Azul do Norte,2017,643946
Água Azul do Norte,2018,651004
Água Azul do Norte,2019,660474
Água Azul do Norte,2020,662809
Água Azul do Norte,2021,688758
Água Azul do Norte,2022,712897
Água Azul do Norte,2023,694455
Óbidos,2008,125428
Óbidos,2009,113090
Óbidos,2010,120713
Óbidos,2011,127269
Óbidos,2012,127687
Óbidos,2013,127269
Óbidos,2014,129823
Óbidos,2015,133551
Óbidos,2016,133989
Óbidos,2017,143462
Óbidos,2018,143128
Óbidos,2019,143068
Óbidos,2020,149900
Óbidos,2021,160052
Óbidos,2022,172430
Óbidos,2023,180010
