Município,Ano,Código IBGE,Localização,Desmatamento (km²),PIB per capita (R$),PIB (R$ 1.000),VAB Agropecuária (R$ 1.000),VAB Indústria (R$ 1.000),VAB Serviços (R$ 1.000),População,Focos de Queimada
Muaná,2023,1504901,"Muaná, Pará, Brazil",0.0,8789.15,367525.56,112181.41,10911.88,48036.22,41816,106
Muaná,2024,1504901,"Muaná, Pará, Brazil",0.3299540151881008,9135.23,384761.27,116663.71,11412.81,50483.34,42118,88
Mãe do Rio,2008,1504059,"Mãe do Rio, Pará, Brazil",0.2873450062982197,5383.37,154836.44,25406.57,24692.99,50971.51,28762,30
Mãe do Rio,2009,1504059,"Mãe do Rio, Pará, Brazil",0.0,5710.09,166089.34,30059.09,15181.32,58516.15,29087,40
Mãe do Rio,2010,1504059,"Mãe do Rio, Pará, Brazil",0.0,6273.19,174971.92,29019.39,21847.76,56257.46,27892,22
Mãe do Rio,2011,1504059,"Mãe do Rio, Pará, Brazil",0.0646371138164544,6760.57,189971.9,31468.96,16170.79,62642.62,28100,20
Mãe do Rio,2012,1504059,"Mãe do Rio, Pará, Brazil",0.0,6952.13,196675.76,16775.6,5647.78,80690.76,28290,18
Mãe do Rio,2013,1504059,"Mãe do Rio, Pará, Brazil",0.0,8241.24,235996.1,23245.38,19475.75,89640.4,28636,26
Mãe do Rio,2014,1504059,"Mãe do Rio, Pará, Brazil",0.0,9184.27,264507.1,22526.56,23732.0,105001.11,28800,19
Mãe do Rio,2015,1504059,"Mãe do Rio, Pará, Brazil",0.1572753701330165,9555.51,276718.08,22027.66,21937.24,109837.64,28959,18
Mãe do Rio,2016,1504059,"Mãe do Rio, Pará, Brazil",0.4304100496228001,9754.87,283983.73,29163.81,21816.8,106681.87,29112,6
Mãe do Rio,2017,1504059,"Mãe do Rio, Pará, Brazil",0.3674160747421724,10014.07,293011.77,24224.65,20749.57,107905.29,29260,15
Mãe do Rio,2018,1504059,"Mãe do Rio, Pará, Brazil",0.0,9791.01,292917.62,19146.21,15832.86,114736.93,29917,8
Mãe do Rio,2019,1504059,"Mãe do Rio, Pará, Brazil",0.0,9691.0,291476.18,17233.92,13032.89,110120.57,30077,17
Mãe do Rio,2020,1504059,"Mãe do Rio, Pará, Brazil",0.2061851963966422,10742.1,324787.43,26510.3,13742.68,114978.5,30235,16
Mãe do Rio,2021,1504059,"Mãe do Rio, Pará, Brazil",0.0,11198.48,340310.64,31861.76,13178.5,121807.89,30389,5
Mãe do Rio,2022,1504059,"Mãe do Rio, Pará, Brazil",0.0,11866.52,357213.57,23372.91,14901.54,134711.62,30103,15
Mãe do Rio,2023,1504059,"Mãe do Rio, Pará, Brazil",0.0677997728886366,12312.99,371639.63,23168.64,14535.66,140389.46,30183,11
Mãe do Rio,2024,1504059,"Mãe do Rio, Pará, Brazil",0.0,12759.46,386065.68,22964.36,14169.78,146067.31,30257,14
Nova Esperança do Piriá,2008,1504950,"Nova Esperança do Piriá, Pará, Brazil",16.33579151883293,2913.66,68759.53,21497.66,3235.15,10983.82,23599,344
Nova Esperança do Piriá,2009,1504950,"Nova Esperança do Piriá, Pará, Brazil",59.57541822535936,3896.72,93762.93,35386.62,3391.04,13887.36,24062,380
Nova Esperança do Piriá,2010,1504950,"Nova Esperança do Piriá, Pará, Brazil",9.995647691124498,4884.44,98465.43,38419.82,5014.52,14292.85,20159,286
Nova Esperança do Piriá,2011,1504950,"Nova Esperança do Piriá, Pará, Brazil",33.102990929347115,6044.55,122438.42,48054.47,6913.5,17325.95,20256,252
Nova Esperança do Piriá,2012,1504950,"Nova Esperança do Piriá, Pará, Brazil",2.5720493161404003,5259.17,107024.21,34770.39,1549.68,18424.32,20350,268
Nova Esperança do Piriá,2013,1504950,"Nova Esperança do Piriá, Pará, Brazil",6.820178379440331,8137.81,167053.01,77162.58,7589.3,23050.83,20528,272
Nova Esperança do Piriá,2014,1504950,"Nova Esperança do Piriá, Pará, Brazil",13.55367295367824,7192.04,148127.23,52182.62,6452.96,25027.01,20596,222
Nova Esperança do Piriá,2015,1504950,"Nova Esperança do Piriá, Pará, Brazil",2.731029140558848,8664.66,179037.9,64240.63,9358.95,33363.22,20663,385
Nova Esperança do Piriá,2016,1504950,"Nova Esperança do Piriá, Pará, Brazil",7.373500277063904,8758.65,181540.58,53470.19,7851.08,37485.18,20727,142
Nova Esperança do Piriá,2017,1504950,"Nova Esperança do Piriá, Pará, Brazil",5.503500761135831,10371.32,215609.33,75369.83,8708.26,39118.22,20789,234
Nova Esperança do Piriá,2018,1504950,"Nova Esperança do Piriá, Pará, Brazil",4.542836099383018,9294.4,197887.0,60450.03,7738.05,40348.42,21291,97
Nova Esperança do Piriá,2019,1504950,"Nova Esperança do Piriá, Pará, Brazil",4.362332830571441,9749.62,208329.85,57260.82,7629.5,41339.16,21368,101
Nova Esperança do Piriá,2020,1504950,"Nova Esperança do Piriá, Pará, Brazil",7.7111130333045885,12021.2,257782.54,94619.64,7801.39,45602.46,21444,111
Nova Esperança do Piriá,2021,1504950,"Nova Esperança do Piriá, Pará, Brazil",2.3856515854815794,16303.8,350841.53,179895.28,11856.37,47032.92,21519,105
Nova Esperança do Piriá,2022,1504950,"Nova Esperança do Piriá, Pará, Brazil",7.904255331343624,14022.06,296555.36,115051.06,10573.12,51792.44,21149,163
Nova Esperança do Piriá,2023,1504950,"Nova Esperança do Piriá, Pará, Brazil",4.312444395935193,14810.79,313270.75,121888.52,11077.26,54819.23,21152,121
Nova Esperança do Piriá,2024,1504950,"Nova Esperança do Piriá, Pará, Brazil",4.320554565503579,15599.52,329986.13,128725.99,11581.39,57846.01,21154,266
Nova Ipixuna,2008,1504976,"Nova Ipixuna, Pará, Brazil",11.216112537521076,3760.81,55690.12,10599.39,5794.64,13805.05,14808,181
Nova Ipixuna,2009,1504976,"Nova Ipixuna, Pará, Brazil",10.406390419501712,3870.35,58430.61,10859.69,3756.53,14212.35,15097,86
Nova Ipixuna,2010,1504976,"Nova Ipixuna, Pará, Brazil",7.326193050987872,4599.09,67353.64,16586.38,4988.78,14689.83,14645,198
Nova Ipixuna,2011,1504976,"Nova Ipixuna, Pará, Brazil",5.324453572100377,5407.73,80353.42,18769.65,5776.3,18416.43,14859,54
Nova Ipixuna,2012,1504976,"Nova Ipixuna, Pará, Brazil",2.5772029592977264,6291.55,94782.27,29663.98,1379.41,21107.95,15065,72
Nova Ipixuna,2013,1504976,"Nova Ipixuna, Pará, Brazil",2.19823581307753,6569.89,101320.84,27074.33,6954.08,20249.94,15422,50
Nova Ipixuna,2014,1504976,"Nova Ipixuna, Pará, Brazil",2.159274352083862,7128.84,111438.07,23458.4,8630.61,25863.21,15632,55
Nova Ipixuna,2015,1504976,"Nova Ipixuna, Pará, Brazil",3.667773580798495,8441.48,133679.28,37992.68,8697.79,27331.0,15836,47
Nova Ipixuna,2016,1504976,"Nova Ipixuna, Pará, Brazil",4.486492876130207,8413.04,134877.85,35878.67,8143.93,28810.9,16032,54
Nova Ipixuna,2017,1504976,"Nova Ipixuna, Pará, Brazil",3.943685875848562,8445.51,136994.54,33467.04,6524.89,30737.43,16221,58
Nova Ipixuna,2018,1504976,"Nova Ipixuna, Pará, Brazil",3.002665760461036,8275.21,136532.74,29613.0,6393.84,32055.83,16499,29
Nova Ipixuna,2019,1504976,"Nova Ipixuna, Pará, Brazil",6.409354374662352,9495.18,158360.6,40032.76,6536.35,35830.38,16678,31
Nova Ipixuna,2020,1504976,"Nova Ipixuna, Pará, Brazil",6.547956666060469,10049.22,169369.52,44687.79,7017.68,31587.13,16854,43
Nova Ipixuna,2021,1504976,"Nova Ipixuna, Pará, Brazil",3.705646228049816,11311.77,192605.5,59161.0,7797.74,35570.82,17027,18
Nova Ipixuna,2022,1504976,"Nova Ipixuna, Pará, Brazil",4.031148618727018,11375.9,191498.98,52103.64,8119.16,38784.82,16834,52
Nova Ipixuna,2023,1504976,"Nova Ipixuna, Pará, Brazil",2.469116929726946,11920.69,201491.33,55071.32,8359.88,40620.24,16903,38
Nova Ipixuna,2024,1504976,"Nova Ipixuna, Pará, Brazil",2.2895148173915048,12465.47,211483.68,58039.0,8600.6,42455.66,16966,48
Nova Timboteua,2008,1505007,"Nova Timboteua, Pará, Brazil",2.325814428399439,3272.61,41130.2,7736.89,1675.01,11114.48,12568,24
Nova Timboteua,2009,1505007,"Nova Timboteua, Pará, Brazil",0.3453709503576534,4135.36,52423.91,11354.62,2152.27,14104.13,12677,30
Nova Timboteua,2010,1505007,"Nova Timboteua, Pará, Brazil",0.1689022114525748,4121.23,56295.98,13461.63,2547.87,13688.28,13660,21
Nova Timboteua,2011,1505007,"Nova Timboteua, Pará, Brazil",0.1921939734879178,4735.87,65563.37,15311.52,2928.26,15341.81,13844,15
Nova Timboteua,2012,1505007,"Nova Timboteua, Pará, Brazil",0.0793603154624363,5363.35,75151.28,15200.56,5840.77,18635.15,14012,19
Nova Timboteua,2013,1505007,"Nova Timboteua, Pará, Brazil",0.4051650081524143,6306.22,90210.44,26585.39,3940.87,19840.19,14305,18
Nova Timboteua,2014,1505007,"Nova Timboteua, Pará, Brazil",0.0,6604.96,95586.96,23048.92,5102.79,22973.38,14472,23
Nova Timboteua,2015,1505007,"Nova Timboteua, Pará, Brazil",0.274631188578179,6876.03,100630.76,22597.43,4943.76,24799.69,14635,17
Nova Timboteua,2016,1505007,"Nova Timboteua, Pará, Brazil",0.4685827310623051,7737.25,114441.72,27614.79,5717.62,29432.12,14791,11
Nova Timboteua,2017,1505007,"Nova Timboteua, Pará, Brazil",0.6064383186438235,8224.5,122890.54,27834.47,5724.78,30118.46,14942,27
Nova Timboteua,2018,1505007,"Nova Timboteua, Pará, Brazil",0.5361400007955123,7799.11,118686.92,21086.63,5637.19,31563.74,15218,4
Nova Timboteua,2019,1505007,"Nova Timboteua, Pará, Brazil",0.0,7537.95,115805.58,13516.03,5277.32,31565.22,15363,12
Nova Timboteua,2020,1505007,"Nova Timboteua, Pará, Brazil",0.0713641750871033,9276.26,143837.64,27659.91,5822.64,36044.25,15506,24
Nova Timboteua,2021,1505007,"Nova Timboteua, Pará, Brazil",0.0,9426.75,147490.96,28335.39,5208.66,36231.21,15646,20
Nova Timboteua,2022,1505007,"Nova Timboteua, Pará, Brazil",0.0241163045100232,9952.07,155265.27,29225.58,6681.58,39295.86,15601,18
Nova Timboteua,2023,1505007,"Nova Timboteua, Pará, Brazil",0.3590816984944766,10408.37,163204.01,30442.85,6977.03,41340.53,15680,24
Nova Timboteua,2024,1505007,"Nova Timboteua, Pará, Brazil",0.0,10864.67,171142.75,31660.13,7272.48,43385.2,15752,14
Novo Progresso,2008,1505031,"Novo Progresso, Pará, Brazil",235.91434897552975,7597.5,165952.25,50988.16,24606.21,47201.53,21843,2257
Novo Progresso,2009,1505031,"Novo Progresso, Pará, Brazil",316.7808767692498,8034.49,172773.67,59711.98,12127.42,52707.93,21504,860
Novo Progresso,2010,1505031,"Novo Progresso, Pará, Brazil",50.78237877412973,11694.93,293612.91,149542.36,22018.2,60330.89,25106,2531
Novo Progresso,2011,1505031,"Novo Progresso, Pará, Brazil",53.14191308975218,11807.16,296808.44,121624.14,30771.04,67872.66,25138,656
Novo Progresso,2012,1505031,"Novo Progresso, Pará, Brazil",74.00025792925652,13166.41,331148.28,111807.96,47784.3,85393.77,25151,1730
Novo Progresso,2013,1505031,"Novo Progresso, Pará, Brazil",164.23406362291553,14102.54,355426.42,134943.17,28786.63,93734.94,25203,581
Novo Progresso,2014,1505031,"Novo Progresso, Pará, Brazil",115.43065776930382,16868.04,424551.67,134664.15,35658.95,138207.1,25169,1865
Novo Progresso,2015,1505031,"Novo Progresso, Pará, Brazil",169.63415422825722,18584.19,467113.57,134285.25,32684.94,167230.3,25135,1896
Novo Progresso,2016,1505031,"Novo Progresso, Pará, Brazil",140.5793130207587,22352.16,561083.91,170529.82,48697.94,194938.6,25102,1355
Novo Progresso,2017,1505031,"Novo Progresso, Pará, Brazil",60.57949200316838,24269.39,608457.93,189926.81,49390.59,212924.27,25071,2205
Novo Progresso,2018,1505031,"Novo Progresso, Pará, Brazil",192.20328883011427,22687.67,584389.04,134186.14,56536.01,223197.33,25758,1321
Novo Progresso,2019,1505031,"Novo Progresso, Pará, Brazil",201.1185924418176,27122.47,698729.03,142465.66,68906.85,279743.44,25762,2002
Novo Progresso,2020,1505031,"Novo Progresso, Pará, Brazil",364.0993826370098,32144.47,828234.33,176827.04,118837.41,290235.28,25766,2376
Novo Progresso,2021,1505031,"Novo Progresso, Pará, Brazil",414.1745302708784,37701.86,971539.11,232427.77,92457.05,367124.6,25769,2000
Novo Progresso,2022,1505031,"Novo Progresso, Pará, Brazil",261.7820693922216,34870.36,901326.0,207558.76,92689.4,341006.45,25848,3174
Novo Progresso,2023,1505031,"Novo Progresso, Pará, Brazil",96.5078380406235,36966.09,957123.56,216719.64,98674.05,364751.67,25892,1136
Novo Progresso,2024,1505031,"Novo Progresso, Pará, Brazil",62.56943300493994,39061.83,1012921.11,225880.52,104658.7,388496.88,25931,4787
Novo Repartimento,2008,1505064,"Novo Repartimento, Pará, Brazil",482.4494246680737,4231.81,230659.16,59116.85,20472.92,50736.14,54506,1588
Novo Repartimento,2009,1505064,"Novo Repartimento, Pará, Brazil",285.5417515859984,4778.42,266454.42,63455.51,20740.93,58613.19,55762,1781
Novo Repartimento,2010,1505064,"Novo Repartimento, Pará, Brazil",222.7274266335347,5600.91,347950.99,118698.31,24104.51,67119.27,62124,1589
Novo Repartimento,2011,1505064,"Novo Repartimento, Pará, Brazil",181.86110563027103,6452.46,410401.96,144171.83,25812.86,81247.52,63604,664
Novo Repartimento,2012,1505064,"Novo Repartimento, Pará, Brazil",120.849015189532,7771.96,506000.97,163876.57,23487.43,115977.28,65106,797
Novo Repartimento,2013,1505064,"Novo Repartimento, Pará, Brazil",150.3987667182178,8759.24,592580.12,204169.72,55917.88,114735.79,67652,464
Novo Repartimento,2014,1505064,"Novo Repartimento, Pará, Brazil",77.78002223307782,9492.23,657498.49,234863.65,39093.1,146615.77,69267,564
Novo Repartimento,2015,1505064,"Novo Repartimento, Pará, Brazil",73.55609056370835,10403.89,736959.57,255077.74,44624.14,167360.42,70835,756
Novo Repartimento,2016,1505064,"Novo Repartimento, Pará, Brazil",224.92473492717127,11383.78,823582.34,301114.36,36067.11,191850.37,72347,709
Novo Repartimento,2017,1505064,"Novo Repartimento, Pará, Brazil",121.6623506609361,11381.07,839945.57,271565.13,31847.06,201277.67,73802,773
Novo Repartimento,2018,1505064,"Novo Repartimento, Pará, Brazil",166.98515402084655,11446.09,853901.05,257731.64,33842.63,216263.58,74602,560
Novo Repartimento,2019,1505064,"Novo Repartimento, Pará, Brazil",141.16038731896788,10947.82,831147.36,225330.13,27896.27,211085.56,75919,547
Novo Repartimento,2020,1505064,"Novo Repartimento, Pará, Brazil",154.81853870281157,12195.78,941684.97,288399.61,27228.65,216838.16,77214,515
Novo Repartimento,2021,1505064,"Novo Repartimento, Pará, Brazil",190.5289918159532,14231.91,1117033.95,399141.77,26054.29,253632.7,78488,394
Novo Repartimento,2022,1505064,"Novo Repartimento, Pará, Brazil",109.36540855290065,14519.27,1129466.99,369910.34,34887.74,269814.19,77791,702
Novo Repartimento,2023,1505064,"Novo Repartimento, Pará, Brazil",107.96710328008572,15225.87,1192864.48,390786.83,35375.73,285852.72,78345,639
Novo Repartimento,2024,1505064,"Novo Repartimento, Pará, Brazil",69.37167917707681,15932.46,1256261.98,411663.33,35863.71,301891.24,78849,550
Oeiras do Pará,2008,1505205,"Oeiras do Pará, Pará, Brazil",4.8942290287641805,3850.47,101987.37,40227.06,4689.82,12669.32,26487,305
Oeiras do Pará,2009,1505205,"Oeiras do Pará, Pará, Brazil",8.073349181548338,4351.02,116589.91,47971.91,3154.59,15439.32,26796,390
Oeiras do Pará,2010,1505205,"Oeiras do Pará, Pará, Brazil",56.79415022044831,5393.31,154221.6,74949.97,5042.14,16182.16,28595,119
Oeiras do Pará,2011,1505205,"Oeiras do Pará, Pará, Brazil",6.474455196452638,6019.54,174596.68,80445.0,5795.56,18973.36,29005,126
Oeiras do Pará,2012,1505205,"Oeiras do Pará, Pará, Brazil",3.2464321193742918,7246.61,213064.71,105864.95,8857.94,22655.93,29402,247
Oeiras do Pará,2013,1505205,"Oeiras do Pará, Pará, Brazil",2.330661227793543,9523.59,286545.74,158141.78,9319.06,27584.65,30088,280
Oeiras do Pará,2014,1505205,"Oeiras do Pará, Pará, Brazil",1.868780153465509,9361.78,285440.71,142798.13,9778.96,32253.75,30490,216
Oeiras do Pará,2015,1505205,"Oeiras do Pará, Pará, Brazil",1.9329505127584323,11628.51,359088.39,198223.92,12045.42,35868.41,30880,391
Oeiras do Pará,2016,1505205,"Oeiras do Pará, Pará, Brazil",3.622243009226483,15711.56,491096.22,309738.31,17329.04,45724.91,31257,299
Oeiras do Pará,2017,1505205,"Oeiras do Pará, Pará, Brazil",7.501540454513018,13655.25,431765.38,240952.82,11892.04,42352.07,31619,308
Oeiras do Pará,2018,1505205,"Oeiras do Pará, Pará, Brazil",1.8860470268393137,12073.86,388391.9,183535.47,10848.88,48026.04,32168,128
Oeiras do Pará,2019,1505205,"Oeiras do Pará, Pará, Brazil",2.6966013845497816,11255.48,365938.26,158994.93,9510.16,45815.19,32512,176
Oeiras do Pará,2020,1505205,"Oeiras do Pará, Pará, Brazil",2.4244808619740907,13452.28,441907.4,219533.44,10202.76,48783.29,32850,159
Oeiras do Pará,2021,1505205,"Oeiras do Pará, Pará, Brazil",10.553436552877612,12629.63,419076.52,192352.54,9163.87,42140.79,33182,93
Oeiras do Pará,2022,1505205,"Oeiras do Pará, Pará, Brazil",3.288140713038122,15696.47,514487.09,261450.52,13282.57,55151.56,32777,196
Oeiras do Pará,2023,1505205,"Oeiras do Pará, Pará, Brazil",2.469565604549182,16492.64,542802.41,275798.88,13838.05,58176.82,32912,395
Oeiras do Pará,2024,1505205,"Oeiras do Pará, Pará, Brazil",6.638775967348494,17288.8,571117.73,290147.23,14393.54,61202.09,33034,302
Oriximiná,2008,1505304,"Oriximiná, Pará, Brazil",29.227401799507035,20159.83,1164532.65,56893.79,551690.21,333867.13,57765,401
Oriximiná,2009,1505304,"Oriximiná, Pará, Brazil",17.991390967330133,14759.66,866141.24,63348.82,258927.17,307314.92,58683,743
Oriximiná,2010,1505304,"Oriximiná, Pará, Brazil",37.53166402668894,25976.29,1635545.14,158048.01,917217.6,367203.63,62963,327
Oriximiná,2011,1505304,"Oriximiná, Pará, Brazil",12.291507463079023,25518.59,1630765.26,106774.8,916614.34,374017.19,63905,315
Oriximiná,2012,1505304,"Oriximiná, Pará, Brazil",4.530055690664114,19456.46,1264242.01,144854.97,419975.13,389182.66,64978,430
Oriximiná,2013,1505304,"Oriximiná, Pará, Brazil",8.588058480643054,22817.33,1524676.75,309162.14,516808.03,401719.73,66821,303
Oriximiná,2014,1505304,"Oriximiná, Pará, Brazil",8.667262029116621,20746.32,1409484.53,167011.22,467808.12,472673.19,67939,541
Oriximiná,2015,1505304,"Oriximiná, Pará, Brazil",13.48856970105515,24951.87,1722278.1,176916.25,661436.68,542181.47,69024,607
Oriximiná,2016,1505304,"Oriximiná, Pará, Brazil",11.694065394127785,25892.53,1814315.54,199722.04,698799.01,540194.31,70071,388
Oriximiná,2017,1505304,"Oriximiná, Pará, Brazil",11.547171275219885,23934.13,1701190.18,231482.84,591423.31,482473.86,71078,511
Oriximiná,2018,1505304,"Oriximiná, Pará, Brazil",14.61998274553457,22539.85,1626475.27,166798.88,549864.82,505560.28,72160,256
Oriximiná,2019,1505304,"Oriximiná, Pará, Brazil",20.613243749503265,28531.44,2085533.82,162616.24,1062276.61,470090.2,73096,305
Oriximiná,2020,1505304,"Oriximiná, Pará, Brazil",24.50014530670512,33762.77,2498984.94,248249.13,1289087.05,476679.67,74016,450
Oriximiná,2021,1505304,"Oriximiná, Pará, Brazil",17.146935974675497,30413.04,2278575.41,312023.3,949672.7,477469.12,74921,237
Oriximiná,2022,1505304,"Oriximiná, Pará, Brazil",14.37871248515479,30515.68,2315308.23,276541.28,981279.03,546220.75,75873,357
Oriximiná,2023,1505304,"Oriximiná, Pará, Brazil",15.430386012826164,31351.48,2402847.03,289566.76,1018291.47,560568.02,76642,635
Oriximiná,2024,1505304,"Oriximiná, Pará, Brazil",13.793663174988252,32187.28,2490385.84,302592.24,1055303.9,574915.29,77372,587
Ourilândia do Norte,2008,1505437,"Ourilândia do Norte, Pará, Brazil",20.21261239169159,13628.34,288525.65,18248.34,118280.16,64101.8,21171,286
Ourilândia do Norte,2009,1505437,"Ourilândia do Norte, Pará, Brazil",7.300103811972668,10783.8,229986.16,16051.22,57155.25,64649.18,21327,100
Ourilândia do Norte,2010,1505437,"Ourilândia do Norte, Pará, Brazil",3.0742603914747666,11828.06,326028.76,31126.89,93190.14,89071.5,27564,848
Ourilândia do Norte,2011,1505437,"Ourilândia do Norte, Pará, Brazil",5.5350612532994665,17267.84,482895.25,29256.12,216846.86,114009.53,27965,137
Ourilândia do Norte,2012,1505437,"Ourilândia do Norte, Pará, Brazil",4.61995522270469,16810.75,479963.76,31641.28,166794.71,131638.93,28551,259
Ourilândia do Norte,2013,1505437,"Ourilândia do Norte, Pará, Brazil",4.449728744934207,14589.96,431089.55,38837.24,93425.75,145861.52,29547,121
Ourilândia do Norte,2014,1505437,"Ourilândia do Norte, Pará, Brazil",5.732664360274512,27159.97,819443.41,39798.97,464338.6,184685.5,30171,306
Ourilândia do Norte,2015,1505437,"Ourilândia do Norte, Pará, Brazil",5.417866773345802,16384.86,504260.35,48032.36,144938.98,141665.02,30776,267
Ourilândia do Norte,2016,1505437,"Ourilândia do Norte, Pará, Brazil",7.550334277529815,17293.92,542319.93,54183.78,124153.76,165157.49,31359,112
Ourilândia do Norte,2017,1505437,"Ourilândia do Norte, Pará, Brazil",13.22782680111597,16933.93,540547.91,49930.62,96826.62,177195.53,31921,515
Ourilândia do Norte,2018,1505437,"Ourilândia do Norte, Pará, Brazil",8.700346524868563,18892.4,610583.45,48565.41,125230.96,187539.02,32319,67
Ourilândia do Norte,2019,1505437,"Ourilândia do Norte, Pará, Brazil",16.40616527084439,19326.03,634512.14,46989.38,162008.11,183461.54,32832,173
Ourilândia do Norte,2020,1505437,"Ourilândia do Norte, Pará, Brazil",17.68559615352679,23281.63,776093.3,66925.23,251766.87,178255.08,33335,457
Ourilândia do Norte,2021,1505437,"Ourilândia do Norte, Pará, Brazil",14.959898811901883,38498.1,1302429.28,95171.97,574426.12,230579.93,33831,106
Ourilândia do Norte,2022,1505437,"Ourilândia do Norte, Pará, Brazil",7.862605288902914,27624.19,951271.39,76602.58,315257.34,229750.41,34436,263
Ourilândia do Norte,2023,1505437,"Ourilândia do Norte, Pará, Brazil",8.888896067398214,28805.71,1002215.39,80961.41,331678.49,240785.02,34792,110
Ourilândia do Norte,2024,1505437,"Ourilândia do Norte, Pará, Brazil",3.755415285643442,29987.22,1053159.4,85320.25,348099.63,251819.63,35120,1625
Ourém,2008,1505403,"Ourém, Pará, Brazil",6.8566975952621085,3889.77,61143.28,19366.5,3175.57,15372.3,15719,35
Ourém,2009,1505403,"Ourém, Pará, Brazil",1.7905644739598323,4384.88,69460.84,22925.5,3187.13,17664.2,15841,49
Ourém,2010,1505403,"Ourém, Pará, Brazil",0.1641372672375337,5532.4,90156.01,33461.08,5878.69,20511.07,16296,48
Ourém,2011,1505403,"Ourém, Pará, Brazil",1.1963539665998242,6181.02,101727.19,34428.29,9043.06,23421.4,16458,29
Ourém,2012,1505403,"Ourém, Pará, Brazil",0.0,6819.62,113212.54,38999.15,11628.08,24059.32,16601,41
Ourém,2013,1505403,"Ourém, Pará, Brazil",0.082805703586745,9486.32,159882.39,69488.61,14563.87,31332.54,16854,40
Ourém,2014,1505403,"Ourém, Pará, Brazil",0.0969752582479605,8920.28,151519.94,54236.33,14037.39,33729.85,16986,34
Ourém,2015,1505403,"Ourém, Pará, Brazil",0.3334746290942799,9126.79,156195.92,52853.83,12482.76,34788.58,17114,36
Ourém,2016,1505403,"Ourém, Pará, Brazil",0.6903456579634211,10263.83,176917.63,68896.82,8938.43,38048.8,17237,33
Ourém,2017,1505403,"Ourém, Pará, Brazil",0.597163231514147,10825.25,187883.07,73908.96,10685.12,39063.61,17356,23
Ourém,2018,1505403,"Ourém, Pará, Brazil",0.4102476621354165,9542.08,169095.18,49297.14,10697.78,40524.27,17721,9
Ourém,2019,1505403,"Ourém, Pará, Brazil",0.3032459107870423,9804.65,174934.6,47455.57,13332.9,41072.95,17842,18
Ourém,2020,1505403,"Ourém, Pará, Brazil",0.3335218642924712,11334.51,203579.16,67108.87,16329.11,40613.56,17961,23
Ourém,2021,1505403,"Ourém, Pará, Brazil",0.4235701965961814,11097.32,200628.5,59918.38,16481.34,40563.31,18079,5
Ourém,2022,1505403,"Ourém, Pará, Brazil",0.0,12570.22,225655.78,72771.05,16896.61,47652.48,17952,28
Ourém,2023,1505403,"Ourém, Pará, Brazil",0.4745054139581445,13129.98,236540.02,75880.09,17716.52,49808.37,18015,42
Ourém,2024,1505403,"Ourém, Pará, Brazil",0.0,13689.73,247424.25,78989.13,18536.44,51964.27,18074,59
Pacajá,2008,1505486,"Pacajá, Pará, Brazil",259.11967426793,4334.74,176718.6,63944.82,16053.3,31673.06,40768,1088
Pacajá,2009,1505486,"Pacajá, Pará, Brazil",100.05619644011392,4464.89,187315.44,63575.05,16928.01,34185.07,41953,1535
Pacajá,2010,1505486,"Pacajá, Pará, Brazil",274.17883553433893,5616.38,224947.18,87887.82,24386.1,35759.06,40052,912
Pacajá,2011,1505486,"Pacajá, Pará, Brazil",196.7195100401804,6475.09,264384.21,100583.94,23964.53,45285.28,40831,527
Pacajá,2012,1505486,"Pacajá, Pará, Brazil",33.65683432746204,7838.84,326519.01,119005.93,27684.48,61841.47,41654,791
Pacajá,2013,1505486,"Pacajá, Pará, Brazil",29.859141273415474,7925.98,341268.83,143643.22,16944.64,57083.77,43057,585
Pacajá,2014,1505486,"Pacajá, Pará, Brazil",78.51198523492583,8616.27,378512.74,149094.8,23991.34,69396.7,43930,1081
Pacajá,2015,1505486,"Pacajá, Pará, Brazil",165.63665200821495,9690.97,433942.14,172991.06,17789.27,88075.05,44778,1200
Pacajá,2016,1505486,"Pacajá, Pará, Brazil",140.54250862249916,11190.3,510232.75,220754.58,23064.11,97821.39,45596,957
Pacajá,2017,1505486,"Pacajá, Pará, Brazil",179.26223531138942,12516.99,580575.57,242166.88,27787.06,108192.78,46383,1268
Pacajá,2018,1505486,"Pacajá, Pará, Brazil",130.22179102428538,12674.39,595518.73,241629.52,25373.84,119898.04,46986,1183
Pacajá,2019,1505486,"Pacajá, Pará, Brazil",311.9508998686552,14192.88,677085.64,300934.89,29038.25,124663.96,47706,1095
Pacajá,2020,1505486,"Pacajá, Pará, Brazil",247.24549655884803,14962.97,724417.36,314734.28,27472.24,128718.83,48414,985
Pacajá,2021,1505486,"Pacajá, Pará, Brazil",258.1882001193285,17666.57,867605.17,413224.88,28157.88,149731.24,49110,633
Pacajá,2022,1505486,"Pacajá, Pará, Brazil",222.0808418928446,17181.75,830142.19,370778.8,29041.24,152688.8,48315,1569
Pacajá,2023,1505486,"Pacajá, Pará, Brazil",186.3494979473612,18156.77,880932.17,395128.62,29783.54,162072.77,48518,1191
Pacajá,2024,1505486,"Pacajá, Pará, Brazil",84.47119510404094,19131.79,931722.14,419478.45,30525.85,171456.75,48700,1077
Palestina do Pará,2008,1505494,"Palestina do Pará, Pará, Brazil",8.12146996311482,3604.81,26419.67,7629.2,1794.86,4791.62,7329,42
Palestina do Pará,2009,1505494,"Palestina do Pará, Pará, Brazil",2.9528566760119315,4114.11,30037.13,7821.95,1794.14,5764.27,7301,40
