Município,Ano,Código IBGE,Localização,Desmatamento (km²),PIB per capita (R$),PIB (R$ 1.000),VAB Agropecuária (R$ 1.000),VAB Indústria (R$ 1.000),VAB Serviços (R$ 1.000),População,Focos de Queimada
Abaetetuba,2008,1500107,"Abaetetuba, Pará, Brazil",1.2424613960392064,3325.16,458888.7,52808.71,44176.94,152107.26,138005,194
Abaetetuba,2009,1500107,"Abaetetuba, Pará, Brazil",2.989673967114268,3642.24,509254.35,62031.9,30267.13,174853.63,139819,190
Abaetetuba,2010,1500107,"Abaetetuba, Pará, Brazil",3.82898298840546,4138.79,583793.45,71932.59,31239.98,201654.94,141054,162
Abaetetuba,2011,1500107,"Abaetetuba, Pará, Brazil",0.8320869368751692,4971.7,709883.61,88434.83,44167.31,247545.1,142785,130
Abaetetuba,2012,1500107,"Abaetetuba, Pará, Brazil",2.240917804544368,5526.11,798053.28,115890.04,36469.75,276895.2,144415,153
Abaetetuba,2013,1500107,"Abaetetuba, Pará, Brazil",0.4211711114951701,6053.14,891428.35,136078.48,37866.7,300364.01,147267,169
Abaetetuba,2014,1500107,"Abaetetuba, Pará, Brazil",0.2439393881625319,7097.05,1056559.28,125398.04,60020.82,391208.63,148873,121
Abaetetuba,2015,1500107,"Abaetetuba, Pará, Brazil",0.5861482650246084,7927.59,1192555.06,148359.98,62859.36,440295.94,150431,128
Abaetetuba,2016,1500107,"Abaetetuba, Pará, Brazil",0.3856690067861612,8205.13,1246638.76,140528.92,58485.21,464340.38,151934,166
Abaetetuba,2017,1500107,"Abaetetuba, Pará, Brazil",1.178923414086653,8719.21,1337352.84,168016.04,64818.45,478637.78,153380,168
Abaetetuba,2018,1500107,"Abaetetuba, Pará, Brazil",0.6396519103752514,9044.08,1413516.71,160292.73,65828.36,525132.66,156292,75
Abaetetuba,2019,1500107,"Abaetetuba, Pará, Brazil",0.3401230771782639,9458.72,1491621.05,147546.88,66557.34,553785.28,157698,71
Abaetetuba,2020,1500107,"Abaetetuba, Pará, Brazil",1.224493410799275,10433.07,1659692.6,234488.21,66174.17,576005.12,159080,106
Abaetetuba,2021,1500107,"Abaetetuba, Pará, Brazil",1.6968263946206572,12150.04,1949340.72,272103.46,73666.59,754254.4,160439,55
Abaetetuba,2022,1500107,"Abaetetuba, Pará, Brazil",0.4069212888686356,11957.02,1900855.11,240086.95,77014.11,707086.97,158974,72
Abaetetuba,2023,1500107,"Abaetetuba, Pará, Brazil",0.3144634821173946,12592.32,2008601.71,253775.59,80210.29,748631.13,159510,97
Abaetetuba,2024,1500107,"Abaetetuba, Pará, Brazil",0.5648192609955512,13227.62,2116348.31,267464.22,83406.48,790175.29,159995,71
Abel Figueiredo,2008,1500131,"Abel Figueiredo, Pará, Brazil",2.0430416513672123,6564.91,45160.04,18143.11,4263.39,9869.4,6879,35
Abel Figueiredo,2009,1500131,"Abel Figueiredo, Pará, Brazil",1.0405524217900506,7458.48,51963.22,20885.6,4074.68,11093.95,6967,29
Abel Figueiredo,2010,1500131,"Abel Figueiredo, Pará, Brazil",1.7377752785551128,7891.45,53598.7,22231.7,3926.6,10937.58,6792,32
Abel Figueiredo,2011,1500131,"Abel Figueiredo, Pará, Brazil",0.4365702380566971,9319.84,63784.97,26422.76,5032.88,12625.01,6844,26
Abel Figueiredo,2012,1500131,"Abel Figueiredo, Pará, Brazil",0.0,6419.65,44327.65,11595.82,-409.97,11582.1,6905,35
Abel Figueiredo,2013,1500131,"Abel Figueiredo, Pará, Brazil",0.3560808950352158,8209.5,57573.2,16235.73,3695.0,13854.69,7013,8
Abel Figueiredo,2014,1500131,"Abel Figueiredo, Pará, Brazil",0.4211885291934384,9812.22,69372.42,18932.55,6451.74,17373.39,7070,60
Abel Figueiredo,2015,1500131,"Abel Figueiredo, Pará, Brazil",0.1644385884062416,9345.95,66599.27,14380.63,4832.83,18366.42,7126,35
Abel Figueiredo,2016,1500131,"Abel Figueiredo, Pará, Brazil",0.5040841573761293,10683.76,76698.73,21381.59,5167.86,19998.5,7179,20
Abel Figueiredo,2017,1500131,"Abel Figueiredo, Pará, Brazil",0.2402553422768378,11151.02,80633.03,19371.16,6029.02,20834.07,7231,32
Abel Figueiredo,2018,1500131,"Abel Figueiredo, Pará, Brazil",0.9512147374066928,11133.31,82186.1,15504.98,6955.12,23323.55,7382,31
Abel Figueiredo,2019,1500131,"Abel Figueiredo, Pará, Brazil",4.153506027498901,11420.76,84901.9,15163.72,6968.74,23935.22,7434,29
Abel Figueiredo,2020,1500131,"Abel Figueiredo, Pará, Brazil",1.213128051320839,12805.61,95862.82,22317.46,10048.31,22602.16,7486,33
Abel Figueiredo,2021,1500131,"Abel Figueiredo, Pará, Brazil",2.072079952766948,13998.91,105495.79,27211.22,9397.1,24595.19,7536,22
Abel Figueiredo,2022,1500131,"Abel Figueiredo, Pará, Brazil",2.7259403528643067,13529.65,101416.67,19984.62,8892.67,26701.21,7496,33
Abel Figueiredo,2023,1500131,"Abel Figueiredo, Pará, Brazil",1.53300483646723,14036.31,105623.11,20079.92,9350.42,27966.22,7525,44
Abel Figueiredo,2024,1500131,"Abel Figueiredo, Pará, Brazil",0.1749114187925102,14542.97,109829.54,20175.22,9808.18,29231.23,7552,38
Acará,2008,1500206,"Acará, Pará, Brazil",47.75979073352992,7213.16,352564.64,195910.8,24941.47,46074.2,48878,974
Acará,2009,1500206,"Acará, Pará, Brazil",11.895465461223644,8636.02,418855.54,239965.94,23514.53,54512.96,48501,957
Acará,2010,1500206,"Acará, Pará, Brazil",30.159612138842373,8222.51,440767.45,225732.82,47125.18,51364.28,53605,869
Acará,2011,1500206,"Acará, Pará, Brazil",15.00688320817623,9383.67,503715.62,257776.3,51158.86,57573.82,53680,612
Acará,2012,1500206,"Acará, Pará, Brazil",4.814033032697277,9424.51,506916.14,267160.64,18635.07,62985.36,53787,738
Acará,2013,1500206,"Acará, Pará, Brazil",18.270716486079618,16132.13,871618.82,571897.54,48243.11,87444.7,54030,634
Acará,2014,1500206,"Acará, Pará, Brazil",5.834379091348468,10680.63,577255.92,296398.98,31462.21,76629.3,54047,539
Acará,2015,1500206,"Acará, Pará, Brazil",7.007347264517175,11854.28,640889.76,316523.34,40395.86,84929.11,54064,639
Acará,2016,1500206,"Acará, Pará, Brazil",7.2124247535574435,14594.52,789271.49,441329.64,43974.11,97243.26,54080,752
Acará,2017,1500206,"Acará, Pará, Brazil",18.538495417554365,17231.86,932174.74,541087.59,43286.34,109661.31,54096,761
Acará,2018,1500206,"Acará, Pará, Brazil",16.741240950348107,16463.75,913952.27,495212.0,41081.69,119977.45,55513,441
Acará,2019,1500206,"Acará, Pará, Brazil",18.166062982018424,13582.97,755091.1,330925.85,32208.12,110136.52,55591,402
Acará,2020,1500206,"Acará, Pará, Brazil",15.66707660532316,15840.27,881811.76,429718.8,32174.43,105076.79,55669,591
Acará,2021,1500206,"Acará, Pará, Brazil",10.31394480495364,25714.69,1433439.84,904959.24,58507.48,130361.03,55744,328
Acará,2022,1500206,"Acará, Pará, Brazil",5.708188704906543,20682.32,1157144.38,639698.1,45691.37,132900.86,55948,441
Acará,2023,1500206,"Acará, Pará, Brazil",8.364741384960636,21678.29,1216017.68,672471.19,46672.04,139249.83,56094,749
Acará,2024,1500206,"Acará, Pará, Brazil",12.631878651278807,22674.27,1274890.97,705244.27,47652.72,145598.8,56226,666
Afuá,2008,1500305,"Afuá, Pará, Brazil",0.1335821939953553,3741.1,121092.0,41936.74,6294.02,16933.46,32368,9
Afuá,2009,1500305,"Afuá, Pará, Brazil",0.0,4103.26,133901.62,47784.29,5745.43,18899.87,32633,8
Afuá,2010,1500305,"Afuá, Pará, Brazil",1.7319582073245856,4606.14,161293.16,55457.34,9664.91,20205.32,35017,4
Afuá,2011,1500305,"Afuá, Pará, Brazil",0.0,5382.63,190905.6,63356.36,13032.06,23857.04,35467,7
Afuá,2012,1500305,"Afuá, Pará, Brazil",0.1505112159860355,6472.82,232238.18,70605.27,23709.3,29479.33,35879,10
Afuá,2013,1500305,"Afuá, Pará, Brazil",0.073927829519938,7164.71,262214.12,91093.1,18400.33,32058.35,36598,3
Afuá,2014,1500305,"Afuá, Pará, Brazil",0.1718992149488081,8142.71,301312.73,107846.22,21485.02,37298.35,37004,4
Afuá,2015,1500305,"Afuá, Pará, Brazil",0.0,8689.28,324961.85,118390.5,25094.21,39791.91,37398,19
Afuá,2016,1500305,"Afuá, Pará, Brazil",0.0,8425.96,318316.08,109613.66,18038.35,41330.47,37778,16
Afuá,2017,1500305,"Afuá, Pará, Brazil",0.1205471720891121,9392.59,358271.0,133202.54,18343.68,43769.61,38144,13
Afuá,2018,1500305,"Afuá, Pará, Brazil",0.0,9204.29,357706.45,110607.68,16980.43,50505.86,38863,5
Afuá,2019,1500305,"Afuá, Pará, Brazil",0.1078024793249266,9405.7,368872.79,112191.4,16897.2,50628.71,39218,1
Afuá,2020,1500305,"Afuá, Pará, Brazil",0.0,11084.53,438581.58,161666.73,19411.88,52815.55,39567,6
Afuá,2021,1500305,"Afuá, Pará, Brazil",0.0,11130.94,444235.79,174162.2,20325.0,46217.53,39910,1
Afuá,2022,1500305,"Afuá, Pará, Brazil",0.1646513047652343,11953.42,474789.07,168951.48,23285.48,57675.41,39720,0
Afuá,2023,1500305,"Afuá, Pará, Brazil",0.2720332688113031,12528.67,499866.63,178164.88,24167.15,60567.45,39898,13
Afuá,2024,1500305,"Afuá, Pará, Brazil",0.0,13103.92,524944.19,187378.28,25048.81,63459.49,40060,49
Alenquer,2008,1500404,"Alenquer, Pará, Brazil",39.557240452888806,3844.66,214101.34,74077.24,9928.41,45722.98,55688,399
Alenquer,2009,1500404,"Alenquer, Pará, Brazil",18.50562281987502,4719.95,269353.16,102907.09,11539.14,54406.25,57067,703
Alenquer,2010,1500404,"Alenquer, Pará, Brazil",27.531522311243407,6863.69,361812.75,170231.94,22086.77,62026.56,52714,291
Alenquer,2011,1500404,"Alenquer, Pará, Brazil",21.86844533365137,6805.39,360712.71,151636.36,18824.89,65104.34,53004,303
Alenquer,2012,1500404,"Alenquer, Pará, Brazil",14.859315120477248,6828.77,364444.63,143240.26,16150.38,67404.42,53369,497
Alenquer,2013,1500404,"Alenquer, Pará, Brazil",17.811671755966405,10366.5,560154.08,279302.14,26889.76,88544.04,54035,396
Alenquer,2014,1500404,"Alenquer, Pará, Brazil",16.442435610656066,9784.96,531841.66,233382.74,24901.87,93127.26,54353,536
Alenquer,2015,1500404,"Alenquer, Pará, Brazil",15.128995050669172,9487.57,518609.64,200261.57,24985.19,98853.19,54662,705
Alenquer,2016,1500404,"Alenquer, Pará, Brazil",16.199661403271964,12017.42,660477.35,292655.66,29155.14,115648.94,54960,515
Alenquer,2017,1500404,"Alenquer, Pará, Brazil",27.468203761223485,11028.03,609254.7,266752.84,24158.31,104026.94,55246,592
Alenquer,2018,1500404,"Alenquer, Pará, Brazil",22.030701155927137,10032.18,566617.64,185570.65,21356.88,122947.74,56480,276
Alenquer,2019,1500404,"Alenquer, Pará, Brazil",19.838942749745648,10091.01,573058.15,186124.69,21037.77,125982.08,56789,279
Alenquer,2020,1500404,"Alenquer, Pará, Brazil",32.85926484235845,12127.74,692396.93,264638.69,23418.11,132515.23,57092,313
Alenquer,2021,1500404,"Alenquer, Pará, Brazil",31.91596844590526,12988.38,745403.1,302185.38,24543.19,135317.1,57390,223
Alenquer,2022,1500404,"Alenquer, Pará, Brazil",29.035255061866064,13646.92,772589.55,298555.86,27550.96,147664.22,56613,327
Alenquer,2023,1500404,"Alenquer, Pará, Brazil",22.290819892761697,14257.11,808665.89,311192.19,28377.03,154861.1,56720,787
Alenquer,2024,1500404,"Alenquer, Pará, Brazil",34.894175607133285,14867.31,844742.24,323828.52,29203.1,162057.98,56819,479
Almeirim,2008,1500503,"Almeirim, Pará, Brazil",59.026652078557454,17039.54,536319.63,29553.56,316179.37,94805.84,31475,390
Almeirim,2009,1500503,"Almeirim, Pará, Brazil",23.34307615993181,12177.94,379854.38,27093.1,183212.4,81189.18,31192,473
Almeirim,2010,1500503,"Almeirim, Pará, Brazil",38.54389291374376,17135.52,576867.4,38369.58,321313.12,96868.75,33665,298
Almeirim,2011,1500503,"Almeirim, Pará, Brazil",6.486189809948875,15715.71,527859.19,44337.08,251849.27,94784.39,33588,315
Almeirim,2012,1500503,"Almeirim, Pará, Brazil",19.48644721676855,13931.14,467570.88,48783.25,125472.34,119831.36,33563,297
Almeirim,2013,1500503,"Almeirim, Pará, Brazil",9.176219814073836,13554.56,454918.07,52062.45,127728.5,108811.21,33562,244
Almeirim,2014,1500503,"Almeirim, Pará, Brazil",23.47965219949605,15025.6,502846.79,44628.91,162617.1,119072.15,33466,381
Almeirim,2015,1500503,"Almeirim, Pará, Brazil",12.138711951041724,14243.78,475343.58,58853.33,117825.86,119858.79,33372,565
Almeirim,2016,1500503,"Almeirim, Pará, Brazil",14.965068575314394,17736.18,590295.39,70170.44,183121.37,138454.56,33282,451
Almeirim,2017,1500503,"Almeirim, Pará, Brazil",20.79911604091541,20066.97,666123.18,71865.2,252785.77,135868.53,33195,481
Almeirim,2018,1500503,"Almeirim, Pará, Brazil",18.592933222383174,17323.11,591445.69,62484.48,160546.56,138522.62,34142,183
Almeirim,2019,1500503,"Almeirim, Pará, Brazil",29.67244562072369,15930.68,543379.68,62330.84,119998.95,136640.76,34109,236
Almeirim,2020,1500503,"Almeirim, Pará, Brazil",24.70141536916831,18416.47,627559.58,70936.65,188784.49,123150.94,34076,136
Almeirim,2021,1500503,"Almeirim, Pará, Brazil",31.54043403667862,20220.01,688370.09,88297.44,217317.12,118135.5,34044,189
Almeirim,2022,1500503,"Almeirim, Pará, Brazil",18.384417573209586,18841.67,647381.07,84201.84,146829.97,142497.69,34359,291
Almeirim,2023,1500503,"Almeirim, Pará, Brazil",22.80659203040293,19177.54,661043.75,88097.64,140419.18,146011.71,34470,658
Almeirim,2024,1500503,"Almeirim, Pará, Brazil",29.931589678863254,19513.41,674706.43,91993.45,134008.39,149525.74,34577,715
Altamira,2008,1500602,"Altamira, Pará, Brazil",339.6219893591748,6609.76,640102.68,67005.55,83548.17,286843.68,96842,2675
Altamira,2009,1500602,"Altamira, Pará, Brazil",388.934913804469,6994.3,690687.28,76708.39,54587.91,328514.56,98750,1937
Altamira,2010,1500602,"Altamira, Pará, Brazil",193.8513381367604,8020.64,842407.87,111658.39,116091.27,348287.73,105030,3781
Altamira,2011,1500602,"Altamira, Pará, Brazil",249.8950287131776,12787.71,1288182.41,143085.08,382905.08,444274.16,100736,1448
Altamira,2012,1500602,"Altamira, Pará, Brazil",228.95971312344585,21560.59,2206575.8,158823.5,948874.45,701868.89,102343,2884
Altamira,2013,1500602,"Altamira, Pará, Brazil",296.53594671169327,29437.25,3094031.22,199598.08,1584642.51,810964.6,105106,947
Altamira,2014,1500602,"Altamira, Pará, Brazil",294.22794684756883,36984.97,3948811.43,217978.16,2047422.98,1088449.11,106768,2616
Altamira,2015,1500602,"Altamira, Pará, Brazil",308.1992204157817,29538.19,3201407.65,244108.46,1197181.99,1155846.6,108382,3036
Altamira,2016,1500602,"Altamira, Pará, Brazil",408.6537982400085,22713.51,2497077.5,257774.67,611600.16,1051429.06,109938,1951
Altamira,2017,1500602,"Altamira, Pará, Brazil",224.21683681958973,22444.11,2501059.78,245254.42,591160.62,1045666.94,111435,4502
Altamira,2018,1500602,"Altamira, Pará, Brazil",429.95288544050953,24063.7,2723889.96,234008.68,693516.24,1150580.11,113195,1803
Altamira,2019,1500602,"Altamira, Pará, Brazil",575.075842070961,24228.19,2776405.62,251964.37,534191.61,1222573.36,114594,3803
Altamira,2020,1500602,"Altamira, Pará, Brazil",797.6865334027787,22074.59,2559967.72,323941.84,348835.29,1074135.02,115969,4865
Altamira,2021,1500602,"Altamira, Pará, Brazil",765.5287860339106,26595.8,3120219.1,429743.8,443335.1,1337699.12,117320,2934
Altamira,2022,1500602,"Altamira, Pará, Brazil",626.0215439675537,31343.94,3597592.28,375841.16,825121.98,1473423.33,114778,5041
Altamira,2023,1500602,"Altamira, Pará, Brazil",317.6962792321475,32722.62,3771644.34,397747.09,843348.78,1555145.17,115261,3553
Altamira,2024,1500602,"Altamira, Pará, Brazil",166.63037932670895,34101.31,3945696.4,419653.02,861575.58,1636867.02,115705,5996
Anajás,2008,1500701,"Anajás, Pará, Brazil",0.0,2673.65,71020.12,13479.14,4370.18,11356.86,26563,7
Anajás,2009,1500701,"Anajás, Pará, Brazil",1.028289285344722,3116.06,85336.34,18159.81,4348.69,13848.86,27386,41
Anajás,2010,1500701,"Anajás, Pará, Brazil",11.978023453442315,3850.3,95375.83,25525.52,4981.75,14065.95,24771,8
Anajás,2011,1500701,"Anajás, Pará, Brazil",0.3067108001629317,4485.09,113266.51,29402.29,6146.21,17036.02,25254,11
Anajás,2012,1500701,"Anajás, Pará, Brazil",0.0925813166379668,5066.16,130357.39,33894.43,10597.39,18953.7,25731,20
Anajás,2013,1500701,"Anajás, Pará, Brazil",0.0,5809.97,154237.16,39923.36,10941.96,22962.36,26547,9
Anajás,2014,1500701,"Anajás, Pará, Brazil",0.0,6179.47,167160.74,36805.24,11062.59,26807.12,27051,5
Anajás,2015,1500701,"Anajás, Pará, Brazil",0.1056042041201989,6571.7,180984.61,41579.21,10643.39,28955.7,27540,73
Anajás,2016,1500701,"Anajás, Pará, Brazil",0.3790389884144489,6450.96,180704.28,35765.1,11043.74,28681.97,28012,38
Anajás,2017,1500701,"Anajás, Pará, Brazil",0.0,7192.82,204750.75,38740.47,11549.76,31270.75,28466,14
Anajás,2018,1500701,"Anajás, Pará, Brazil",0.0,7163.45,206730.03,34360.0,9326.75,35726.45,28859,6
Anajás,2019,1500701,"Anajás, Pará, Brazil",0.3941495568236798,7288.98,213399.51,31427.22,8156.24,35743.52,29277,9
Anajás,2020,1500701,"Anajás, Pará, Brazil",0.8951300692990054,7712.08,228956.19,35373.77,6761.9,33511.45,29688,7
Anajás,2021,1500701,"Anajás, Pará, Brazil",0.9718692758230686,8607.88,259019.58,38552.12,7923.8,38003.87,30091,1
Anajás,2022,1500701,"Anajás, Pará, Brazil",0.1331565852474091,9006.76,265952.04,42570.29,10531.76,41475.77,29528,2
Anajás,2023,1500701,"Anajás, Pará, Brazil",0.1965568987568205,9425.1,279590.41,43932.16,10813.57,43606.59,29664,6
Anajás,2024,1500701,"Anajás, Pará, Brazil",0.0758778752994583,9843.45,293228.79,45294.03,11095.38,45737.41,29789,22
Ananindeua,2008,1500800,"Ananindeua, Pará, Brazil",0.0,6753.66,3346301.55,7434.94,553094.21,1788729.39,495480,3
Ananindeua,2009,1500800,"Ananindeua, Pará, Brazil",0.0,7002.42,3539806.35,10108.24,507713.58,1905362.54,505512,1
Ananindeua,2010,1500800,"Ananindeua, Pará, Brazil",0.0711188497871711,8692.24,4100512.65,8836.13,670904.36,2171688.61,471744,0
Ananindeua,2011,1500800,"Ananindeua, Pará, Brazil",0.0,9689.26,4631458.58,11103.97,834337.25,2374043.22,477999,1
Ananindeua,2012,1500800,"Ananindeua, Pará, Brazil",0.0830101906735353,10571.16,5114548.87,13552.0,1046100.25,2505755.12,483821,0
Ananindeua,2013,1500800,"Ananindeua, Pará, Brazil",0.0,9920.11,4900296.95,13974.49,845419.62,2374313.58,493976,0
Ananindeua,2014,1500800,"Ananindeua, Pará, Brazil",0.0,11550.96,5772894.39,11751.93,1027552.4,2890834.56,499776,1
Ananindeua,2015,1500800,"Ananindeua, Pará, Brazil",0.0,12312.27,6222672.46,12425.17,1129730.8,2987528.16,505404,1
Ananindeua,2016,1500800,"Ananindeua, Pará, Brazil",0.0,13152.6,6718793.21,10586.53,1045498.42,3391252.89,510834,0
Ananindeua,2017,1500800,"Ananindeua, Pará, Brazil",0.0,13526.5,6980442.81,11087.8,1099828.65,3483132.33,516057,1
Ananindeua,2018,1500800,"Ananindeua, Pará, Brazil",0.0,14314.02,7522960.85,10035.86,1010066.14,3931119.87,525566,0
Ananindeua,2019,1500800,"Ananindeua, Pará, Brazil",0.0,15385.55,8163540.28,10378.86,1104606.09,4255102.23,530598,0
Ananindeua,2020,1500800,"Ananindeua, Pará, Brazil",0.0,15156.79,8117175.42,11303.0,1085579.12,4014907.54,535547,1
Ananindeua,2021,1500800,"Ananindeua, Pará, Brazil",0.0,16542.68,8939829.78,13285.36,1035393.93,4679662.84,540410,0
Ananindeua,2022,1500800,"Ananindeua, Pará, Brazil",0.0,17273.76,9221177.62,12349.55,1237024.17,4676977.95,533826,0
Ananindeua,2023,1500800,"Ananindeua, Pará, Brazil",0.0,18009.59,9649989.55,12511.74,1278190.96,4893399.46,535825,1
Ananindeua,2024,1500800,"Ananindeua, Pará, Brazil",0.0,18745.43,10078801.48,12673.92,1319357.76,5109820.97,537667,0
Anapu,2008,1500859,"Anapu, Pará, Brazil",74.62669637906592,4324.87,83945.8,27113.62,12992.33,13070.02,19410,476
Anapu,2009,1500859,"Anapu, Pará, Brazil",26.76604166116152,4292.46,87656.32,27288.31,9613.2,15873.52,20421,655
Anapu,2010,1500859,"Anapu, Pará, Brazil",77.50600804557838,5443.39,111551.49,37292.55,13496.96,18354.68,20493,455
Anapu,2011,1500859,"Anapu, Pará, Brazil",223.26593787860864,6404.06,137034.0,44058.9,15633.35,24083.36,21398,291
Anapu,2012,1500859,"Anapu, Pará, Brazil",15.828314449444454,8057.03,179067.48,51261.52,17659.7,42375.67,22225,324
Anapu,2013,1500859,"Anapu, Pará, Brazil",19.161279711186623,8889.17,209864.32,67082.59,17467.27,45545.75,23609,195
Anapu,2014,1500859,"Anapu, Pará, Brazil",32.10045130364817,10491.0,257291.76,86289.57,27597.56,56438.95,24525,477
Anapu,2015,1500859,"Anapu, Pará, Brazil",95.11183780196777,11886.86,302092.66,101137.06,19926.03,71572.54,25414,568
Anapu,2016,1500859,"Anapu, Pará, Brazil",85.49029881944048,11803.64,310093.51,94403.13,18290.08,74781.5,26271,402
Anapu,2017,1500859,"Anapu, Pará, Brazil",98.43099279751124,12961.73,351211.11,94524.28,21296.94,96190.48,27096,584
Anapu,2018,1500859,"Anapu, Pará, Brazil",56.35094426890621,13579.14,368823.1,96752.96,19621.83,112114.91,27161,473
Anapu,2019,1500859,"Anapu, Pará, Brazil",217.31258541849567,14888.52,415240.96,120023.23,18405.06,122869.48,27890,380
Anapu,2020,1500859,"Anapu, Pará, Brazil",111.94868902581244,18277.39,522861.32,202523.12,19495.28,127957.14,28607,459
Anapu,2021,1500859,"Anapu, Pará, Brazil",133.74369541000132,20061.15,588032.29,235104.42,22742.91,140291.94,29312,346
Anapu,2022,1500859,"Anapu, Pará, Brazil",108.23945055799145,19519.71,558950.02,191632.86,23443.45,148057.58,28635,678
Anapu,2023,1500859,"Anapu, Pará, Brazil",95.72291367705787,20680.81,596097.97,204947.19,24147.92,158641.26,28824,837
Anapu,2024,1500859,"Anapu, Pará, Brazil",56.84979123420708,21841.91,633245.91,218261.52,24852.4,169224.94,28992,596
Augusto Corrêa,2008,1500909,"Augusto Corrêa, Pará, Brazil",0.3134231725368131,2797.8,108442.57,27141.02,3670.82,18519.27,38760,142
Augusto Corrêa,2009,1500909,"Augusto Corrêa, Pará, Brazil",0.3903537788577094,2844.7,111844.96,19389.38,3409.53,20768.02,39317,36
Augusto Corrêa,2010,1500909,"Augusto Corrêa, Pará, Brazil",0.1360282652659684,3291.63,133307.83,29263.7,4893.66,22114.8,40499,90
Augusto Corrêa,2011,1500909,"Augusto Corrêa, Pará, Brazil",0.0,4128.94,169583.82,44706.92,6122.2,26942.17,41072,47
Augusto Corrêa,2012,1500909,"Augusto Corrêa, Pará, Brazil",0.0,4894.55,203750.27,56335.35,4372.08,34906.24,41628,72
Augusto Corrêa,2013,1500909,"Augusto Corrêa, Pará, Brazil",0.0,5953.23,253554.11,86642.46,10258.14,36564.46,42591,68
Augusto Corrêa,2014,1500909,"Augusto Corrêa, Pará, Brazil",0.0,5831.88,251668.8,64532.19,12068.84,41061.16,43154,54
Augusto Corrêa,2015,1500909,"Augusto Corrêa, Pará, Brazil",0.1863689384625742,6571.49,287174.06,79547.62,13440.2,46431.16,43700,35
Augusto Corrêa,2016,1500909,"Augusto Corrêa, Pará, Brazil",0.0,7008.91,309983.05,79882.05,11776.88,52184.21,44227,62
Augusto Corrêa,2017,1500909,"Augusto Corrêa, Pará, Brazil",0.0,7439.09,332780.34,76643.1,13002.14,54402.51,44734,45
Augusto Corrêa,2018,1500909,"Augusto Corrêa, Pará, Brazil",0.0,6716.47,305706.65,42909.93,11234.35,56273.04,45516,18
Augusto Corrêa,2019,1500909,"Augusto Corrêa, Pará, Brazil",0.0,7052.96,324422.26,35584.07,13153.35,57879.8,45998,42
Augusto Corrêa,2020,1500909,"Augusto Corrêa, Pará, Brazil",0.0,7883.59,366358.4,58148.87,13702.99,58149.83,46471,44
Augusto Corrêa,2021,1500909,"Augusto Corrêa, Pará, Brazil",0.0,7750.19,363770.78,67395.74,12566.89,56588.75,46937,54
Augusto Corrêa,2022,1500909,"Augusto Corrêa, Pará, Brazil",0.0,8831.64,410526.17,72836.92,15944.88,67721.18,46484,83
Augusto Corrêa,2023,1500909,"Augusto Corrêa, Pará, Brazil",0.3060583370234578,9245.72,431716.82,75233.06,16797.8,71200.33,46694,87
Augusto Corrêa,2024,1500909,"Augusto Corrêa, Pará, Brazil",0.0,9659.79,452907.48,77629.2,17650.72,74679.49,46886,65
Aurora do Pará,2008,1500958,"Aurora do Pará, Pará, Brazil",17.16195844664609,4351.2,96126.63,43425.91,8791.58,13070.97,22092,227
Aurora do Pará,2009,1500958,"Aurora do Pará, Pará, Brazil",10.674049678456814,4884.79,109004.17,45797.51,7011.02,15991.91,22315,267
Aurora do Pará,2010,1500958,"Aurora do Pará, Pará, Brazil",10.80711915581371,8012.37,212960.71,108569.73,18462.53,24402.93,26579,203
Aurora do Pará,2011,1500958,"Aurora do Pará, Pará, Brazil",6.787667818157384,6870.69,185989.6,70594.37,18755.6,23312.79,27070,159
Aurora do Pará,2012,1500958,"Aurora do Pará, Pará, Brazil",0.8782208379182289,6397.32,176412.57,71986.29,9622.84,21959.09,27576,174
Aurora do Pará,2013,1500958,"Aurora do Pará, Pará, Brazil",4.702666084381167,8108.05,230600.93,106717.7,15244.22,26511.52,28441,164
Aurora do Pará,2014,1500958,"Aurora do Pará, Pará, Brazil",0.8579831547625071,8294.47,240324.08,103530.4,16335.22,31956.12,28974,153
Aurora do Pará,2015,1500958,"Aurora do Pará, Pará, Brazil",0.92480832524919,8723.3,257267.56,101706.87,15803.17,35990.17,29492,148
Aurora do Pará,2016,1500958,"Aurora do Pará, Pará, Brazil",1.5096772607308937,9962.92,298797.8,119040.26,16181.02,42415.76,29991,89
Aurora do Pará,2017,1500958,"Aurora do Pará, Pará, Brazil",4.618091519472411,9103.54,277393.89,95370.68,14039.8,40532.16,30471,123
Aurora do Pará,2018,1500958,"Aurora do Pará, Pará, Brazil",3.65902771410564,8439.67,260751.93,72911.51,12931.28,43057.48,30896,49
Aurora do Pará,2019,1500958,"Aurora do Pará, Pará, Brazil",1.2920651179927138,7041.68,220672.27,39711.56,8721.64,39589.72,31338,73
Aurora do Pará,2020,1500958,"Aurora do Pará, Pará, Brazil",3.106777818352438,8432.15,267914.66,69467.43,9824.83,45327.99,31773,116
Aurora do Pará,2021,1500958,"Aurora do Pará, Pará, Brazil",2.5933984659742526,9584.87,308632.69,88250.28,9620.0,47444.52,32200,100
Aurora do Pará,2022,1500958,"Aurora do Pará, Pará, Brazil",2.116373694241257,9852.64,320584.45,87675.78,11925.39,51854.38,32538,108
Aurora do Pará,2023,1500958,"Aurora do Pará, Pará, Brazil",2.871654912123385,10135.78,333397.14,88536.55,11788.35,54467.7,32893,128
