Município,Ano,Código IBGE,Desmatamento (km²),PIB per capita (R$),PIB (R$ 1.000),VAB Agropecuária (R$ 1.000),VAB Indústria (R$ 1.000),VAB Serviços (R$ 1.000),População,Focos de Queimada,Total de Benefícios Básicos (Bolsa Família),Área plantada soja (ha),Área plantada milho (ha),Total Rebanho (Bovino),Internações por Doenças Respiratórias
Santana do Araguaia,2016,1506708,19.90853661104484,11056.92,762197.97,192777.26,115871.7,172034.64,68934,407,4391,67000,1450,566729,2969
Santana do Araguaia,2017,1506708,14.032255854067207,11356.33,803619.32,197686.86,124731.67,179701.06,70764,1092,4458,66541,29302,551737,2415
Santana do Araguaia,2018,1506708,12.247513933074082,11848.58,843464.93,190320.17,114421.41,215504.85,71187,209,4648,72000,25500,558402,2320
Santana do Araguaia,2019,1506708,23.16728246725679,14211.26,1034821.12,210175.89,160125.7,298959.06,72817,598,4424,69000,25500,498656,2408
Santana do Araguaia,2020,1506708,51.62262353612431,14990.42,1115572.15,247749.64,175640.47,283477.41,74419,399,4978,77770,50500,551286,1922
Santana do Araguaia,2021,1506708,26.27137576194472,18185.03,1381971.63,379315.47,141652.94,390630.24,75995,354,5357,107000,55500,612172,3478
Santana do Araguaia,2022,1506708,17.230009400085823,16723.58,1257300.54,307961.8,165428.16,330084.74,75181,485,5837,119840,66500,611267,3354
Santana do Araguaia,2023,1506708,7.939516856286586,17619.49,1334616.03,327577.17,174107.92,351464.44,75747,286,6161,119840,66500,621904,4248
Santana do Araguaia,2024,1506708,9.663005918636548,18515.4,1411931.53,347192.53,182787.68,372844.14,76257,1222,6485,124849,60746,600577,3465
Santarém,2008,1506807,30.858211875576544,6738.54,1856946.59,200293.86,250728.65,854745.12,275571,518,16205,17250,6333,130613,16386
Santarém,2009,1506807,18.112102387723027,7299.25,2019446.1,206944.04,230555.92,961364.63,276665,644,16329,18000,4900,116503,19056
Santarém,2010,1506807,19.03285122138344,7835.47,2309691.5,338364.15,253149.11,1012249.36,294774,387,19611,17100,4400,132008,18691
Santarém,2011,1506807,10.94836535299191,8759.23,2601840.48,371291.27,281080.0,1139876.44,297040,391,23936,17800,8000,118861,19184
Santarém,2012,1506807,7.039647574956291,10871.2,3255042.47,495703.94,416838.99,1373921.42,299419,398,25776,17800,5100,138911,19545
Santarém,2013,1506807,6.054416384563138,11903.15,3433607.37,558087.96,330232.8,1526244.89,288462,648,26299,12725,11750,129954,23010
Santarém,2014,1506807,11.206558786027236,13030.16,3785535.51,504789.29,387325.68,1772775.5,290521,704,25966,14660,12828,132300,22493
Santarém,2015,1506807,22.17478249801044,13572.04,3970092.84,429080.44,375835.72,1909854.32,292520,659,24383,14660,11428,115052,23456
Santarém,2016,1506807,6.866805573014171,15534.3,4574029.22,610792.32,391432.74,2187621.22,294447,537,20717,16000,8400,113620,24041
Santarém,2017,1506807,20.67869355671586,16321.17,4835995.79,544762.74,478885.61,2268273.94,296302,788,21019,18000,15000,118897,21266
Santarém,2018,1506807,12.874095480597775,16052.05,4858426.45,300892.36,460351.74,2537357.2,302667,334,21982,19000,8400,120537,21185
Santarém,2019,1506807,19.42819888705453,16802.78,5117941.12,288222.79,476616.66,2625398.18,304589,347,21877,15530,13000,118450,23495
Santarém,2020,1506807,15.555964449816427,17950.88,5501585.48,353122.16,592385.95,2621127.81,306480,262,27435,18000,13000,125943,18173
Santarém,2021,1506807,17.717577970069808,20725.66,6390528.31,442113.31,563907.41,3180360.17,308339,214,24287,30000,27000,128258,20821
Santarém,2022,1506807,54.463811831873706,20837.75,6363199.56,471339.15,586598.75,3163612.14,305369,445,25721,30000,30000,125237,17196
Santarém,2023,1506807,50.46472813300171,21869.49,6692476.56,480427.6,612532.61,3338082.62,306019,909,26142,30000,32000,128750,19404
Santarém,2024,1506807,57.16599691705387,22901.23,7021753.55,489516.06,638466.47,3512553.09,306610,592,26564,25630,26308,123070,18495
Santarém Novo,2008,1506906,3.070296071721524,2869.29,17981.84,4300.31,1270.08,2850.11,6267,11,658,0,150,4463,
Santarém Novo,2009,1506906,0.209148651667816,3655.21,23199.64,4407.04,1608.26,3882.93,6347,14,664,0,120,4251,
Santarém Novo,2010,1506906,0.2344491300907379,3960.06,24334.59,5529.9,1026.97,3946.26,6145,17,725,0,100,3144,
Santarém Novo,2011,1506906,0.1779588361073694,4498.43,27872.26,5887.8,1210.91,4585.44,6196,8,1136,0,100,3548,
Santarém Novo,2012,1506906,0.0,4825.29,30148.38,6472.98,957.07,5343.65,6248,14,1249,0,80,3651,
Santarém Novo,2013,1506906,0.0801530129857185,6164.59,39089.65,9875.33,2334.22,6071.18,6341,21,1187,0,80,3720,
Santarém Novo,2014,1506906,0.0819336223971699,6036.44,38572.83,8400.54,1643.18,5899.33,6390,20,1276,0,80,4238,
Santarém Novo,2015,1506906,0.0,6195.09,39877.82,8522.61,1902.22,6057.22,6437,14,1160,0,80,3843,
Santarém Novo,2016,1506906,0.1438064348217357,7293.21,47274.61,13698.98,1937.84,7389.85,6482,12,1164,0,100,3350,
Santarém Novo,2017,1506906,0.2793546834282973,6286.57,41026.16,5169.81,1689.91,6430.7,6526,11,1543,0,100,3540,
Santarém Novo,2018,1506906,0.2117583489630568,6773.24,45136.84,7641.0,1853.93,7404.9,6664,3,1820,0,100,4266,
Santarém Novo,2019,1506906,0.2290004417087348,6971.5,46771.77,6920.91,2029.82,7498.23,6709,7,1864,0,400,2720,
Santarém Novo,2020,1506906,0.0657850817004626,7557.59,51036.42,9909.69,1766.79,7301.67,6753,14,1755,0,300,4011,
Santarém Novo,2021,1506906,0.0877480749475598,8838.35,60065.43,11704.76,1987.22,8038.07,6796,12,1644,0,400,3843,
Santarém Novo,2022,1506906,0.1424166586873943,8726.53,58736.41,10822.57,2108.91,8648.36,6731,9,1953,0,400,4010,
Santarém Novo,2023,1506906,0.1346197709034475,9109.83,61497.57,11232.81,2168.97,9013.86,6751,6,2043,0,400,3677,
Santarém Novo,2024,1506906,0.0,9493.13,64258.73,11643.04,2229.03,9379.36,6769,12,2134,0,373,3649,
Santo Antônio do Tauá,2008,1507003,1.9733013301524025,5037.37,132089.95,53580.58,11132.88,22167.01,26222,22,2259,0,40,2270,3421
Santo Antônio do Tauá,2009,1507003,0.1129936188711737,4957.36,133129.8,65158.84,8270.95,22367.66,26855,22,2668,0,40,5401,3225
Santo Antônio do Tauá,2010,1507003,0.1019916587239333,5098.97,136004.75,61393.86,9929.75,22010.49,26673,20,3134,0,40,5361,3124
Santo Antônio do Tauá,2011,1507003,0.3144255177249682,6018.3,163691.86,71480.06,14106.17,27509.9,27199,29,3869,0,40,5401,3185
Santo Antônio do Tauá,2012,1507003,0.0,5857.45,162292.3,69811.42,4101.91,32814.93,27707,25,3997,0,40,5411,3346
Santo Antônio do Tauá,2013,1507003,0.4597095688128553,6616.59,189069.2,73363.84,15824.96,35246.38,28575,38,4140,0,100,6112,3753
Santo Antônio do Tauá,2014,1507003,0.0783676013275739,8502.04,247494.39,91585.32,19484.41,46482.12,29110,23,4302,0,60,6579,3512
Santo Antônio do Tauá,2015,1507003,0.22263593241224,10034.74,297319.44,118467.74,25062.88,54429.87,29629,21,3926,0,45,4750,3437
Santo Antônio do Tauá,2016,1507003,0.0,10464.71,315291.25,121289.84,26684.04,57896.82,30129,9,3804,0,50,4470,3546
Santo Antônio do Tauá,2017,1507003,0.2470051585807202,11240.08,344070.02,114107.94,30666.02,65805.67,30611,13,4038,0,60,61405,3552
Santo Antônio do Tauá,2018,1507003,0.0,11823.53,366978.71,126952.56,30788.12,68510.79,31038,11,4217,0,60,60630,4964
Santo Antônio do Tauá,2019,1507003,0.0,12227.41,384943.26,127920.03,34134.69,72058.27,31482,11,3975,0,60,56466,5438
Santo Antônio do Tauá,2020,1507003,0.3866768993670818,13550.6,432507.91,148688.58,42675.88,73988.5,31918,1,4297,0,60,7748,2975
Santo Antônio do Tauá,2021,1507003,0.4705798787659689,14702.56,475569.11,160572.47,55000.9,75802.16,32346,18,4183,0,60,6330,2848
Santo Antônio do Tauá,2022,1507003,0.0,15025.16,480349.14,161118.53,47391.34,85342.32,31970,5,4625,0,60,6025,4739
Santo Antônio do Tauá,2023,1507003,0.1206611349572689,15827.27,508391.39,169226.02,50587.68,90272.82,32121,14,4739,0,60,6091,5558
Santo Antônio do Tauá,2024,1507003,0.1557802164499498,16629.37,536433.64,177333.51,53784.01,95203.31,32258,27,4853,0,66,26795,5124
Sapucaia,2008,1507755,0.3997501629527386,8103.25,44114.08,18692.18,3048.99,10711.66,5444,45,242,0,1808,175341,154
Sapucaia,2009,1507755,0.0,9478.66,53165.79,21546.34,2092.26,14379.77,5609,11,331,0,757,176445,421
Sapucaia,2010,1507755,0.1012988512023118,10724.45,54126.28,23892.2,1942.22,13563.9,5047,19,373,0,460,136323,565
Sapucaia,2011,1507755,0.0,12237.09,62947.57,25293.85,2256.27,17381.97,5144,18,378,0,460,128891,508
Sapucaia,2012,1507755,0.0,10107.92,52925.06,26153.8,99.08,10253.81,5236,27,472,0,1000,145035,444
Sapucaia,2013,1507755,0.0,13848.12,74710.59,29279.42,4046.99,18850.83,5395,17,527,0,1250,125384,746
Sapucaia,2014,1507755,0.0,14611.67,80247.28,26163.66,4305.77,24590.36,5492,39,545,0,1038,143140,667
Sapucaia,2015,1507755,0.8600720657035901,16047.85,89659.31,29946.85,4819.77,25512.15,5587,34,483,0,1000,152077,742
Sapucaia,2016,1507755,1.0284950483354147,17049.58,96807.51,35699.64,4941.18,24143.51,5678,26,432,0,465,152654,824
Sapucaia,2017,1507755,3.838960067323492,18732.61,108012.24,34450.54,6227.51,29868.54,5766,69,417,0,510,156093,359
Sapucaia,2018,1507755,2.1949075010646646,17019.44,99546.71,32706.31,6004.05,23980.36,5849,10,397,0,500,155754,317
Sapucaia,2019,1507755,4.4097022753344,17872.07,105981.37,33572.72,6860.78,25648.42,5930,6,362,0,680,163086,303
Sapucaia,2020,1507755,3.7817664276340057,19046.14,114448.26,43726.94,6552.36,22154.44,6009,15,437,0,680,161094,257
Sapucaia,2021,1507755,1.4896944308382458,23189.27,141176.27,56540.62,6982.92,27635.16,6088,4,444,0,600,165633,354
Sapucaia,2022,1507755,1.833097986615128,22334.47,133747.92,46748.98,7670.16,30103.42,5988,14,470,0,585,168984,381
Sapucaia,2023,1507755,0.4416968738771272,23330.8,140363.18,48813.93,8119.7,31367.93,6016,14,477,0,585,182126,266
Sapucaia,2024,1507755,0.4302932133375873,24327.13,146978.44,50878.89,8569.25,32632.43,6042,6,484,0,459,167187,337
Senador José Porfírio,2008,1507805,14.797197059158169,3652.94,53208.68,16611.65,3277.92,8866.37,14566,244,1718,0,819,48105,0
Senador José Porfírio,2009,1507805,3.6666602184622303,3734.5,53903.81,14736.91,1763.48,9795.43,14434,335,1718,0,820,52427,0
Senador José Porfírio,2010,1507805,28.305200518351427,4441.94,57736.3,17639.26,2723.33,9463.2,12998,270,1806,0,900,44467,160
Senador José Porfírio,2011,1507805,100.47342164354818,5280.65,67803.57,19584.3,2841.74,11195.91,12840,232,2120,0,720,57029,970
Senador José Porfírio,2012,1507805,19.162113592447582,5856.1,74026.96,24587.62,-1265.08,14909.12,12641,236,2205,0,540,64208,667
Senador José Porfírio,2013,1507805,14.547574695218524,7716.53,95152.56,34117.11,3584.71,16859.26,12331,159,2396,0,500,68790,694
Senador José Porfírio,2014,1507805,28.236632943385683,8119.69,98045.25,33298.85,3469.08,18809.16,12075,259,2427,0,500,70379,589
Senador José Porfírio,2015,1507805,58.62044550021496,9590.79,113430.3,36034.06,4732.53,21548.62,11827,376,2372,0,500,73405,549
Senador José Porfírio,2016,1507805,68.16683390500577,10290.61,119237.36,43280.28,4876.4,22232.14,11587,243,2550,0,1200,71425,567
Senador José Porfírio,2017,1507805,98.74814598132949,11179.74,126968.29,41499.48,5088.35,25098.95,11357,476,3072,0,1000,70300,865
Senador José Porfírio,2018,1507805,49.45861094009923,11446.94,135520.27,41056.66,6045.23,28137.4,11839,458,3522,0,1000,79920,615
Senador José Porfírio,2019,1507805,328.1588331231484,13972.61,162892.64,59348.6,6936.59,33223.61,11658,478,3321,0,600,80557,638
Senador José Porfírio,2020,1507805,147.60639955418645,17383.87,199566.82,84580.25,7902.62,34192.05,11480,548,3234,0,600,97653,797
Senador José Porfírio,2021,1507805,112.29435966221644,21785.17,246281.32,105172.95,9725.6,45597.04,11305,395,3174,0,600,116862,688
Senador José Porfírio,2022,1507805,122.0129900469612,18679.77,211560.91,83023.45,8505.12,40348.22,11326,638,3597,0,600,137302,813
Senador José Porfírio,2023,1507805,72.66001213080338,19889.91,224494.99,88649.93,9051.5,42871.52,11287,725,3737,0,650,168265,947
Senador José Porfírio,2024,1507805,46.49203309969739,21100.05,237429.07,94276.41,9597.87,45394.83,11253,401,3877,0,664,134264,681
Soure,2008,1507904,0.0,3056.45,67987.6,10636.68,2507.34,20525.16,22244,56,1855,0,0,30530,1494
Soure,2009,1507904,0.2101466889811603,3431.72,77073.02,11190.33,3430.01,23284.08,22459,47,2124,0,0,30683,842
Soure,2010,1507904,0.8068833915385097,3776.8,86847.42,13534.0,4504.82,24700.71,22995,29,2425,0,0,30836,1647
Soure,2011,1507904,0.0,4207.75,97767.14,18459.38,3644.29,27734.84,23235,83,2934,0,0,31624,1793
Soure,2012,1507904,0.0,5876.06,137858.33,23881.14,27094.38,30729.08,23461,43,2964,0,0,34136,2074
Soure,2013,1507904,0.0,5676.46,135445.99,31600.11,5090.36,32285.6,23861,44,3291,0,0,53654,1365
Soure,2014,1507904,0.0,6091.2,146651.68,30364.08,8505.37,34930.79,24076,20,3477,0,0,36890,1518
Soure,2015,1507904,0.3142393510349543,6810.93,165410.22,33930.26,8521.61,40486.07,24286,64,3212,0,0,39897,1094
Soure,2016,1507904,0.0,7345.07,179866.06,32687.19,8833.72,45346.21,24488,31,3344,0,0,36865,1087
Soure,2017,1507904,0.5286501693084261,7090.85,175016.29,31106.56,6465.1,41878.6,24682,78,3496,0,0,35789,1858
Soure,2018,1507904,0.0913526190856043,7467.26,188033.18,32424.77,7209.86,48346.83,25181,13,3759,0,0,36198,1861
Soure,2019,1507904,0.0,7771.02,197181.84,33853.23,7132.83,49035.6,25374,32,3778,0,0,35728,1771
Soure,2020,1507904,0.0,8512.88,217631.79,42435.87,7463.51,51104.71,25565,28,3737,0,0,36130,1540
Soure,2021,1507904,0.0,9389.68,241802.98,53587.83,7360.23,55139.02,25752,9,3680,0,0,39890,1705
Soure,2022,1507904,0.0,9620.44,246124.93,48752.43,8755.09,57644.09,25584,12,4170,0,0,38400,1697
Soure,2023,1507904,0.0,10079.32,258802.79,51446.17,8896.12,60324.95,25677,19,4306,0,0,38680,1387
Soure,2024,1507904,0.0,10538.19,271480.65,54139.91,9037.14,63005.81,25762,53,4442,0,0,40124,1294
São Caetano de Odivelas,2008,1507102,3.6665300319522873,2804.99,47003.17,12554.38,1534.56,8767.46,16757,32,1459,0,50,470,
São Caetano de Odivelas,2009,1507102,0.3373228881926329,2803.04,47264.82,12893.87,1402.65,9087.45,16862,41,1668,0,30,831,
São Caetano de Odivelas,2010,1507102,0.3794228786142944,3426.16,57871.32,15759.97,1849.73,9788.49,16891,10,1964,0,30,750,
São Caetano de Odivelas,2011,1507102,0.3962486342695445,4271.58,72578.43,19350.15,2195.26,12856.67,16991,15,2428,0,10,1454,
São Caetano de Odivelas,2012,1507102,0.0,5176.69,88454.12,25628.16,5068.86,15748.36,17087,16,2670,0,10,731,
São Caetano de Odivelas,2013,1507102,0.4791343813638721,6154.43,106262.3,35568.55,3590.6,17406.98,17266,27,2853,0,20,1310,
São Caetano de Odivelas,2014,1507102,0.0,6135.88,106420.66,30655.12,3631.43,17996.57,17344,25,2986,0,20,1210,
São Caetano de Odivelas,2015,1507102,0.2300951383988831,6556.55,114215.12,32475.64,3840.7,20632.53,17420,29,2706,0,15,1512,
São Caetano de Odivelas,2016,1507102,1.314465007240342,6804.35,119021.63,33000.96,4107.79,22351.73,17492,13,2719,0,18,919,
São Caetano de Odivelas,2017,1507102,0.3257297403664718,7471.8,131227.19,33667.9,4822.88,24874.34,17563,14,2745,0,20,2228,
São Caetano de Odivelas,2018,1507102,0.3329254182013498,7916.92,142266.99,35513.62,5595.86,29353.8,17970,5,2636,0,20,2292,
São Caetano de Odivelas,2019,1507102,0.1847633133602194,8105.99,146313.15,37316.83,5460.06,28984.89,18050,11,2596,0,20,1896,
São Caetano de Odivelas,2020,1507102,0.9001228548882512,8712.54,157949.63,39341.31,5252.0,28731.85,18129,21,2750,0,20,1551,
São Caetano de Odivelas,2021,1507102,0.3782680685359488,10061.58,183191.18,58502.66,5439.63,28955.35,18207,14,2619,0,20,1959,
São Caetano de Odivelas,2022,1507102,0.1758173896600356,10141.2,183272.8,50429.37,6313.77,33360.49,18072,8,3043,0,20,2228,
São Caetano de Odivelas,2023,1507102,0.7718601543235802,10670.48,193232.61,53132.05,6643.31,35184.4,18109,27,3117,0,20,4276,
São Caetano de Odivelas,2024,1507102,0.0,11199.76,203192.41,55834.74,6972.84,37008.31,18143,22,3192,0,15,2913,
São Domingos do Araguaia,2008,1507151,9.658587492271137,3680.06,80552.81,17718.74,3392.37,23124.98,21889,85,1872,0,1700,121200,1780
São Domingos do Araguaia,2009,1507151,9.902168522807006,4442.16,98007.44,18528.11,3490.98,33123.92,22063,44,2332,0,1700,128000,1582
São Domingos do Araguaia,2010,1507151,5.439150879225771,4913.13,113689.73,29613.06,4320.88,31060.59,23140,90,2557,0,2300,140000,1884
São Domingos do Araguaia,2011,1507151,1.930393375205749,5950.61,139065.78,37686.4,5599.13,37993.94,23370,25,3173,0,2300,138000,2030
São Domingos do Araguaia,2012,1507151,0.8689167310812014,6121.07,144469.58,43969.29,-1749.59,40467.94,23602,41,3100,0,2300,125000,920
São Domingos do Araguaia,2013,1507151,2.353536160875408,6703.24,160958.22,36886.95,7435.86,43626.34,24012,22,3163,0,2400,120000,916
São Domingos do Araguaia,2014,1507151,2.4468228226179547,7323.87,177493.87,36176.47,11640.06,51235.66,24235,47,3059,0,2000,145000,784
São Domingos do Araguaia,2015,1507151,0.8873120286421767,9003.05,220133.62,51291.39,12764.34,65254.28,24451,48,3058,0,2000,150000,701
São Domingos do Araguaia,2016,1507151,2.5789303954612373,10183.02,251103.08,58923.73,13764.42,79950.07,24659,30,3013,0,1400,173736,644
São Domingos do Araguaia,2017,1507151,1.554619736775421,10959.82,272450.23,71637.24,16054.61,77258.05,24859,21,3155,0,1800,170220,588
São Domingos do Araguaia,2018,1507151,1.0169210471185115,11079.55,280955.26,75522.18,15706.01,78950.54,25358,15,3087,0,1800,162368,795
São Domingos do Araguaia,2019,1507151,1.4821481954483178,11134.85,284573.28,77032.84,15217.67,77976.18,25557,20,2875,0,900,172623,549
São Domingos do Araguaia,2020,1507151,1.5697667775672803,11786.09,303527.06,75462.96,15341.1,81205.3,25753,19,3101,0,927,180390,281
São Domingos do Araguaia,2021,1507151,1.5049898003486033,13837.78,359021.28,107269.48,13817.45,90943.86,25945,19,2952,0,927,187678,362
São Domingos do Araguaia,2022,1507151,1.423660361973805,13987.2,360510.45,97226.67,18735.28,98008.15,25774,25,3298,0,927,188000,388
São Domingos do Araguaia,2023,1507151,1.3548008309006323,14736.74,381092.78,103164.34,19930.51,103340.94,25860,12,3352,0,927,165000,482
São Domingos do Araguaia,2024,1507151,0.6314396385052691,15486.29,401675.12,109102.0,21125.73,108673.73,25937,20,3406,0,855,191546,442
São Domingos do Capim,2008,1507201,11.960280047957164,3245.54,90540.89,30493.81,3524.92,16313.55,27897,403,2535,0,2000,13715,973
São Domingos do Capim,2009,1507201,1.51504069440665,4169.62,116428.29,44432.66,4430.18,20137.97,27923,384,2742,0,2100,15568,978
São Domingos do Capim,2010,1507201,1.0707654166956226,5066.49,151118.24,64827.64,7003.0,22405.97,29827,358,3211,0,2100,33950,954
São Domingos do Capim,2011,1507201,3.0017849915109083,5878.21,176546.26,78193.93,8004.27,24927.39,30034,283,3871,0,2000,30555,669
São Domingos do Capim,2012,1507201,0.8767612601938993,6246.07,188725.06,86721.17,3660.92,27447.4,30215,297,4169,0,2000,23133,617
São Domingos do Capim,2013,1507201,1.962296557130544,8743.07,267100.89,136944.93,12389.14,33822.39,30550,264,4325,0,300,35118,1764
São Domingos do Capim,2014,1507201,0.9391767061482884,7490.66,229970.77,94105.17,10534.16,34124.1,30701,262,4666,0,300,38636,935
São Domingos do Capim,2015,1507201,1.7749113589839547,8036.19,247892.28,100392.35,11513.71,35216.07,30847,289,4553,0,350,37750,992
São Domingos do Capim,2016,1507201,2.707215725705299,10184.87,315598.6,150820.4,13796.25,43485.21,30987,241,4493,0,400,42543,990
São Domingos do Capim,2017,1507201,11.43519545480981,9935.72,309229.26,118686.4,20552.54,43866.29,31123,236,4727,0,300,15637,1097
São Domingos do Capim,2018,1507201,0.9119603961360055,8583.87,273284.6,85731.1,9697.77,44014.6,31837,145,5029,0,320,38932,1180
São Domingos do Capim,2019,1507201,0.4694939620920154,10806.82,345699.5,139549.67,12893.24,50141.44,31989,183,4999,0,320,43838,1331
São Domingos do Capim,2020,1507201,2.139077068148325,11583.72,372289.15,157138.23,11493.02,50035.81,32139,233,5363,0,320,47861,795
São Domingos do Capim,2021,1507201,1.1899957282625426,13579.38,438410.28,204220.65,14424.23,50738.34,32285,91,5183,0,350,55062,971
São Domingos do Capim,2022,1507201,0.8270798519998384,13217.6,425220.68,179631.76,16443.13,56440.69,32171,180,5770,0,350,57432,1042
São Domingos do Capim,2023,1507201,1.7990764001348778,13898.52,448365.97,189370.68,17264.91,59235.86,32260,218,5969,0,350,49977,858
São Domingos do Capim,2024,1507201,1.156657929983758,14579.43,471511.26,199109.6,18086.68,62031.03,32341,174,6169,0,0,55931,918
São Francisco do Pará,2008,1507409,2.6248621607772984,4475.62,53644.76,17325.58,2630.71,15063.93,11986,47,1372,0,200,10077,
São Francisco do Pará,2009,1507409,0.1005573968064988,5792.28,68018.78,20472.29,3115.19,20283.44,11743,52,1432,0,120,13375,
São Francisco do Pará,2010,1507409,0.8398293613667512,6349.96,96493.96,38137.5,5091.18,22860.15,15196,32,1413,0,170,11767,
São Francisco do Pará,2011,1507409,0.1674628915267838,5534.02,83690.96,21276.09,3980.5,23538.61,15123,35,1790,0,204,12110,
São Francisco do Pará,2012,1507409,0.2448627552669878,6139.52,93222.43,25471.63,9086.4,21969.04,15184,44,2074,0,204,14258,
São Francisco do Pará,2013,1507409,0.4586065861475989,11874.0,181684.08,85014.86,8772.29,42816.05,15301,21,2246,0,300,14406,
São Francisco do Pará,2014,1507409,0.083703381092856,10976.34,168388.1,62119.43,7899.68,48804.45,15341,40,2311,0,300,14705,
São Francisco do Pará,2015,1507409,0.0775658587652458,10779.93,165795.31,54411.31,8519.09,47370.18,15380,27,2140,0,50,15227,
São Francisco do Pará,2016,1507409,0.3109862126888118,12548.6,193474.26,70328.76,9369.84,53545.69,15418,14,1960,0,250,15573,
São Francisco do Pará,2017,1507409,0.2423753156235668,13209.93,204146.33,70119.22,9307.09,54550.32,15454,24,2147,0,300,12611,
São Francisco do Pará,2018,1507409,0.0690941015073768,14780.98,234027.18,92621.25,10804.85,58643.1,15833,4,2378,0,300,17562,
São Francisco do Pará,2019,1507409,0.0,15129.32,240283.88,97852.62,11404.25,54213.56,15882,5,2508,0,300,17433,
São Francisco do Pará,2020,1507409,0.2089119958087086,15174.69,241732.8,100464.47,10808.96,47738.73,15930,19,2483,0,300,17374,
São Francisco do Pará,2021,1507409,0.2358044070157621,16546.12,264373.94,108779.01,11983.53,52649.61,15978,17,2416,0,300,19277,
São Francisco do Pará,2022,1507409,0.2234680677677903,17935.07,288512.52,115761.09,13236.38,65215.36,16087,20,2681,0,300,20251,
São Francisco do Pará,2023,1507409,0.1244777046680788,18904.4,305181.08,122963.58,13927.2,68538.86,16143,30,2766,0,300,22104,
São Francisco do Pará,2024,1507409,0.0,19873.73,321849.63,130166.07,14618.01,71862.37,16195,22,2850,0,331,20905,
São Félix do Xingu,2008,1507300,758.8403653973004,5235.17,336218.06,144744.1,21786.42,63316.74,64223,6742,1935,0,7202,1812870,2782
São Félix do Xingu,2009,1507300,439.6990590975837,5621.88,377835.45,159766.43,17381.7,74215.37,67208,2757,3020,0,10863,1912009,4512
São Félix do Xingu,2010,1507300,349.57484551257045,5422.71,495055.16,210805.44,22174.26,88077.34,91293,10053,3518,0,11462,2022366,3881
São Félix do Xingu,2011,1507300,139.39102280182254,6080.37,581855.05,234566.5,31511.08,102580.79,95694,1503,4558,0,12604,2101726,3749
São Félix do Xingu,2012,1507300,167.67119784066287,7330.91,732394.39,312608.37,50016.14,120408.44,99905,3476,5552,0,12604,2143760,4766
São Félix do Xingu,2013,1507300,221.32101377343548,8227.7,879869.71,375557.16,87395.77,139384.64,106940,953,6035,0,12604,2282445,3422
São Félix do Xingu,2014,1507300,152.78888101307788,9224.09,1029712.29,417168.17,97745.62,192210.48,111633,2471,6904,0,12300,2213310,3010
São Félix do Xingu,2015,1507300,199.4021752724151,10439.14,1212881.65,507195.31,109336.92,219099.59,116186,3925,6750,0,12300,2222949,3218
São Félix do Xingu,2016,1507300,314.9485978505738,11733.57,1414834.42,646494.0,121869.52,236945.82,120580,1407,6716,0,12300,2200338,3756
São Félix do Xingu,2017,1507300,236.65140731050155,11160.35,1392878.26,514908.87,156082.87,260161.42,124806,6750,6671,0,3492,2240496,4306
São Félix do Xingu,2018,1507300,277.13641549198417,11185.57,1395545.44,471181.9,164864.08,280170.6,124763,1416,7064,500,4233,2256734,5187
São Félix do Xingu,2019,1507300,544.941382773293,11270.96,1448104.17,454993.98,192926.36,283013.5,128481,3784,6643,560,4290,2241537,5424
São Félix do Xingu,2020,1507300,608.8431833448917,11948.29,1578822.75,601909.94,170420.0,250305.71,132138,5290,7818,728,5148,2361887,4704
São Félix do Xingu,2021,1507300,576.9612510600888,14802.13,2009122.07,879583.56,186707.78,327949.31,135732,2184,8015,3128,8000,2468764,3769
São Félix do Xingu,2022,1507300,534.5203349175252,14425.89,1958647.16,756394.49,216603.28,343248.59,135773,5249,8849,5500,6000,2522608,3115
São Félix do Xingu,2023,1507300,314.1950101911673,15114.26,2078036.98,800756.77,231862.58,363892.78,137489,2898,9255,8000,6300,2452095,3592
São Félix do Xingu,2024,1507300,100.33326154152036,15802.64,2197426.8,845119.05,247121.89,384536.98,139054,7356,9662,4137,5001,2533404,3314
São Geraldo do Araguaia,2008,1507458,7.755555883841812,5011.62,126748.77,38570.6,6081.46,35440.91,25291,156,2902,0,8200,292500,1683
São Geraldo do Araguaia,2009,1507458,3.48209359667984,5443.2,136226.85,35204.35,6607.84,42382.94,25027,64,3024,0,7500,312000,2487
São Geraldo do Araguaia,2010,1507458,3.536093668577307,6505.6,166439.15,55692.31,9526.17,43980.56,25584,166,2998,0,7000,330000,2549
São Geraldo do Araguaia,2011,1507458,0.9547163212418144,7747.25,197004.76,65175.53,10962.49,53685.46,25429,65,3638,0,6400,350000,2840
São Geraldo do Araguaia,2012,1507458,0.3803485725331013,10243.03,258913.19,69928.66,38556.51,74737.16,25277,67,3746,0,6400,355000,2698
São Geraldo do Araguaia,2013,1507458,2.190869293915046,9838.78,246520.59,82000.97,12909.85,69203.44,25056,60,3843,0,9000,350000,2661
São Geraldo do Araguaia,2014,1507458,1.4736437672802745,11715.07,290861.71,90667.19,18563.17,89205.47,24828,93,3666,0,10000,395000,2519
São Geraldo do Araguaia,2015,1507458,0.6696962264396167,12716.1,312905.14,96595.5,24114.74,92063.77,24607,73,3394,0,9600,375000,2281
São Geraldo do Araguaia,2016,1507458,3.061244931465928,15549.34,379310.6,113930.03,44362.35,104758.05,24394,26,2756,0,5100,389309,1921
