"Código","Unidade Territorial","UF","Referência","Total de Benefícios Básicos","Total de Benefícios Variáveis","Total de Benefícios Variáveis vinculados ao Jovem (BVJ)","Total de Benefícios Variáveis vinculados à Nutriz (BVN)","Total de Benefícios Variáveis vinculados à Gestante (BVG)","Total de Benefícios para Superação da Extrema Pobreza (BSP)"
"150655","SANTA LUZIA DO PARÁ","PA","2005","1430","3497","","","",""
"150655","SANTA LUZIA DO PARÁ","PA","2015","3504","5331","961","11","128","1756"
"150655","SANTA LUZIA DO PARÁ","PA","2016","3574","5247","999","68","203","1883"
"150655","SANTA LUZIA DO PARÁ","PA","2012","3199","5625","965","63","79","1127"
"150655","SANTA LUZIA DO PARÁ","PA","2013","3378","5832","876","37","55","1682"
"150655","SANTA LUZIA DO PARÁ","PA","2021","4139","4566","956","84","26","3023"
"150655","SANTA LUZIA DO PARÁ","PA","2019","4237","5130","959","89","124","2987"
"150655","SANTA LUZIA DO PARÁ","PA","2014","3573","5631","1035","62","100","2073"
"150658","SANTA MARIA DAS BARREIRAS","PA","2007","1401","2983","","","",""
"150658","SANTA MARIA DAS BARREIRAS","PA","2013","2891","4618","645","30","14","490"
"150658","SANTA MARIA DAS BARREIRAS","PA","2011","2496","4321","539","7","2",""
"150658","SANTA MARIA DAS BARREIRAS","PA","2008","1459","2972","282","","",""
"150658","SANTA MARIA DAS BARREIRAS","PA","2004","405","1101","","","",""
"150658","SANTA MARIA DAS BARREIRAS","PA","2015","2731","4372","721","61","39","358"
"150658","SANTA MARIA DAS BARREIRAS","PA","2018","2194","3659","584","47","67","394"
"150658","SANTA MARIA DAS BARREIRAS","PA","2016","2585","4288","736","69","96","439"
"150658","SANTA MARIA DAS BARREIRAS","PA","2020","2259","3478","558","7","74","465"
"150658","SANTA MARIA DAS BARREIRAS","PA","2021","2167","3402","606","65","21","458"
"150658","SANTA MARIA DAS BARREIRAS","PA","2010","2106","3751","325","","",""
"150658","SANTA MARIA DAS BARREIRAS","PA","2014","2923","4577","762","56","51","550"
"150658","SANTA MARIA DAS BARREIRAS","PA","2019","2039","3476","558","49","92","415"
"150658","SANTA MARIA DAS BARREIRAS","PA","2005","434","1204","","","",""
"150658","SANTA MARIA DAS BARREIRAS","PA","2009","2087","3766","321","","",""
"150658","SANTA MARIA DAS BARREIRAS","PA","2012","2828","4553","750","33","91","247"
"150658","SANTA MARIA DAS BARREIRAS","PA","2006","1343","2918","","","",""
"150658","SANTA MARIA DAS BARREIRAS","PA","2017","2192","3859","593","71","87","359"
"150660","SANTA MARIA DO PARÁ","PA","2008","2400","4197","623","","",""
"150660","SANTA MARIA DO PARÁ","PA","2011","3589","5581","433","14","",""
"150660","SANTA MARIA DO PARÁ","PA","2020","3627","4261","834","4","83","842"
"150660","SANTA MARIA DO PARÁ","PA","2021","3519","3992","823","66","15","876"
"150660","SANTA MARIA DO PARÁ","PA","2014","3725","5248","993","66","94","812"
"150660","SANTA MARIA DO PARÁ","PA","2010","3239","5216","602","","",""
"150660","SANTA MARIA DO PARÁ","PA","2007","2420","4692","","","",""
"150660","SANTA MARIA DO PARÁ","PA","2013","3697","5381","876","23","72","770"
"150660","SANTA MARIA DO PARÁ","PA","2012","3685","5396","982","39","13","494"
"150660","SANTA MARIA DO PARÁ","PA","2006","2122","4769","","","",""
"150660","SANTA MARIA DO PARÁ","PA","2004","557","1256","","","",""
"150660","SANTA MARIA DO PARÁ","PA","2017","3487","4786","850","124","157","886"
"150660","SANTA MARIA DO PARÁ","PA","2009","2972","5081","682","","",""
"150660","SANTA MARIA DO PARÁ","PA","2016","3144","4805","844","76","119","876"
"150660","SANTA MARIA DO PARÁ","PA","2018","3492","4594","854","89","152","848"
"150660","SANTA MARIA DO PARÁ","PA","2005","787","2002","","","",""
"150660","SANTA MARIA DO PARÁ","PA","2015","3538","4976","890","29","55","794"
"150660","SANTA MARIA DO PARÁ","PA","2019","3293","4259","854","96","125","740"
"150670","SANTANA DO ARAGUAIA","PA","2009","1551","4960","492","","",""
"150670","SANTANA DO ARAGUAIA","PA","2021","5357","6492","1030","188","72","1670"
"150670","SANTANA DO ARAGUAIA","PA","2017","4458","6816","984","132","206","1429"
"150670","SANTANA DO ARAGUAIA","PA","2013","2689","5865","820","36","10","446"
"150670","SANTANA DO ARAGUAIA","PA","2008","1172","4630","493","","",""
"150670","SANTANA DO ARAGUAIA","PA","2011","2234","5803","525","13","",""
"150670","SANTANA DO ARAGUAIA","PA","2014","3295","6344","865","89","53","719"
"150670","SANTANA DO ARAGUAIA","PA","2016","4391","6957","975","116","90","2037"
"150670","SANTANA DO ARAGUAIA","PA","2015","4107","6737","925","128","93","1384"
"150670","SANTANA DO ARAGUAIA","PA","2004","1349","4092","","","",""
"150670","SANTANA DO ARAGUAIA","PA","2018","4648","6735","978","118","275","1251"
"150670","SANTANA DO ARAGUAIA","PA","2010","1920","5227","352","","",""
"150670","SANTANA DO ARAGUAIA","PA","2005","1453","4469","","","",""
"150670","SANTANA DO ARAGUAIA","PA","2007","1260","5043","","","",""
"150670","SANTANA DO ARAGUAIA","PA","2019","4424","6398","935","118","244","1275"
"150670","SANTANA DO ARAGUAIA","PA","2020","4978","6519","968","1","149","1470"
"150670","SANTANA DO ARAGUAIA","PA","2012","2444","5482","884","22","7","137"
"150670","SANTANA DO ARAGUAIA","PA","2006","1076","5066","","","",""
"150680","SANTARÉM","PA","2016","20717","57343","9962","382","511","6596"
"150680","SANTARÉM","PA","2015","24383","58996","9933","307","343","6165"
"150680","SANTARÉM","PA","2018","21982","53265","8728","443","1482","7648"
"150680","SANTARÉM","PA","2005","8846","24968","","","",""
"150680","SANTARÉM","PA","2014","25966","59653","10883","321","874","6384"
"150680","SANTARÉM","PA","2009","16329","42310","8201","","",""
"150680","SANTARÉM","PA","2013","26299","61454","9703","48","764","6451"
"150680","SANTARÉM","PA","2004","8012","22407","","","",""
"150680","SANTARÉM","PA","2007","17393","49574","","","",""
"150680","SANTARÉM","PA","2021","24287","49874","9283","1465","470","9622"
"150680","SANTARÉM","PA","2008","16205","44524","7372","","",""
"150680","SANTARÉM","PA","2020","27435","53794","8473","9","1281","9623"
"150680","SANTARÉM","PA","2011","23936","61373","5908","168","31",""
"150680","SANTARÉM","PA","2019","21877","50008","8246","495","1751","8045"
"150680","SANTARÉM","PA","2010","19611","46995","6440","","",""
"150680","SANTARÉM","PA","2012","25776","61737","10968","427","647","5963"
"150680","SANTARÉM","PA","2006","14688","45275","","","",""
"150680","SANTARÉM","PA","2017","21019","53622","9131","516","1264","7019"
"150690","SANTARÉM NOVO","PA","2015","1160","1693","354","14","10","581"
"150690","SANTARÉM NOVO","PA","2013","1187","1926","316","8","24","586"
"150690","SANTARÉM NOVO","PA","2014","1276","1810","389","27","18","607"
"150690","SANTARÉM NOVO","PA","2005","337","799","","","",""
"150690","SANTARÉM NOVO","PA","2016","1164","1738","346","32","45","693"
"150690","SANTARÉM NOVO","PA","2019","1864","2331","310","52","49","1243"
"150690","SANTARÉM NOVO","PA","2012","1249","2043","370","16","14","525"
"150690","SANTARÉM NOVO","PA","2011","1136","2027","285","12","",""
"150690","SANTARÉM NOVO","PA","2010","725","1272","227","","",""
"150690","SANTARÉM NOVO","PA","2004","336","779","","","",""
"150690","SANTARÉM NOVO","PA","2017","1543","1919","334","58","56","900"
"150690","SANTARÉM NOVO","PA","2009","664","1174","225","","",""
"150690","SANTARÉM NOVO","PA","2020","1755","2013","301","2","26","1195"
"150690","SANTARÉM NOVO","PA","2006","611","1229","","","",""
"150690","SANTARÉM NOVO","PA","2021","1644","1660","311","28","5","1149"
"150690","SANTARÉM NOVO","PA","2018","1820","2209","325","142","50","1159"
"150690","SANTARÉM NOVO","PA","2007","659","1281","","","",""
"150690","SANTARÉM NOVO","PA","2008","658","1198","202","","",""
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2006","2168","4674","","","",""
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2018","4217","6336","1117","105","102","1277"
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2013","4140","6806","1057","71","66","1219"
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2010","3134","5543","670","","",""
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2015","3926","6388","1109","81","104","1631"
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2016","3804","6501","1134","110","198","1452"
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2020","4297","6012","986","7","37","1415"
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2009","2668","5030","664","","",""
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2014","4302","6804","1200","50","110","1646"
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2021","4183","5496","1033","46","11","1461"
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2012","3997","6582","1146","60","68","839"
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2017","4038","6525","1123","137","219","1297"
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2005","428","1154","","","",""
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2008","2259","4377","546","","",""
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2019","3975","5949","1074","98","96","1254"
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2011","3869","6739","871","12","14",""
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2004","160","309","","","",""
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2007","2231","4671","","","",""
"150710","SÃO CAETANO DE ODIVELAS","PA","2008","1459","2969","405","","",""
"150710","SÃO CAETANO DE ODIVELAS","PA","2011","2428","4368","647","28","1",""
"150710","SÃO CAETANO DE ODIVELAS","PA","2015","2706","4097","847","48","76","1640"
"150710","SÃO CAETANO DE ODIVELAS","PA","2016","2719","4116","816","68","121","1583"
"150710","SÃO CAETANO DE ODIVELAS","PA","2018","2636","3718","723","59","101","1271"
"150710","SÃO CAETANO DE ODIVELAS","PA","2009","1668","3305","464","","",""
"150710","SÃO CAETANO DE ODIVELAS","PA","2006","1370","2928","","","",""
"150710","SÃO CAETANO DE ODIVELAS","PA","2014","2986","4483","885","83","72","1800"
"150710","SÃO CAETANO DE ODIVELAS","PA","2021","2619","3280","702","52","24","1145"
"150710","SÃO CAETANO DE ODIVELAS","PA","2020","2750","3546","665","1","59","1212"
"150710","SÃO CAETANO DE ODIVELAS","PA","2004","346","811","","","",""
"150710","SÃO CAETANO DE ODIVELAS","PA","2012","2670","4501","866","58","38","912"
"150710","SÃO CAETANO DE ODIVELAS","PA","2013","2853","4579","786","21","55","1348"
"150710","SÃO CAETANO DE ODIVELAS","PA","2010","1964","3689","354","","",""
"150710","SÃO CAETANO DE ODIVELAS","PA","2007","1453","3103","","","",""
"150710","SÃO CAETANO DE ODIVELAS","PA","2005","346","844","","","",""
"150710","SÃO CAETANO DE ODIVELAS","PA","2017","2745","3898","780","54","129","1466"
"150710","SÃO CAETANO DE ODIVELAS","PA","2019","2596","3590","711","58","50","1169"
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2016","3013","5232","818","67","128","1232"
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2009","2332","4785","648","","",""
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2015","3058","5301","780","67","74","1056"
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2018","3087","5044","771","96","139","1425"
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2012","3100","5574","1023","15","72","755"
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2020","3101","4460","776","1","83","1545"
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2005","696","2167","","","",""
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2010","2557","5002","519","","",""
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2011","3173","6095","703","10","13",""
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2014","3059","5355","827","73","89","1065"
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2019","2875","4522","763","68","110","1410"
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2017","3155","5510","781","102","134","1560"
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2008","1872","4144","503","","",""
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2021","2952","4099","817","123","64","1589"
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2013","3163","5660","861","40","83","1037"
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2006","1389","3705","","","",""
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2007","1725","4032","","","",""
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2004","517","1593","","","",""
"150720","SÃO DOMINGOS DO CAPIM","PA","2018","5029","9238","1647","161","239","3302"
"150720","SÃO DOMINGOS DO CAPIM","PA","2016","4493","9430","1722","87","177","2908"
"150720","SÃO DOMINGOS DO CAPIM","PA","2005","1753","4471","","","",""
"150720","SÃO DOMINGOS DO CAPIM","PA","2008","2535","6280","879","","",""
"150720","SÃO DOMINGOS DO CAPIM","PA","2017","4727","9304","1677","153","226","3165"
"150720","SÃO DOMINGOS DO CAPIM","PA","2004","1363","3411","","","",""
"150720","SÃO DOMINGOS DO CAPIM","PA","2010","3211","7304","671","","",""
"150720","SÃO DOMINGOS DO CAPIM","PA","2020","5363","8636","1601","3","151","3431"
"150720","SÃO DOMINGOS DO CAPIM","PA","2021","5183","8118","1657","212","60","3478"
"150720","SÃO DOMINGOS DO CAPIM","PA","2012","4169","9458","1582","86","106","2111"
"150720","SÃO DOMINGOS DO CAPIM","PA","2015","4553","9647","1640","79","82","2346"
"150720","SÃO DOMINGOS DO CAPIM","PA","2009","2742","6563","957","","",""
"150720","SÃO DOMINGOS DO CAPIM","PA","2014","4666","10034","1670","142","96","2284"
"150720","SÃO DOMINGOS DO CAPIM","PA","2019","4999","8819","1636","150","276","3242"
"150720","SÃO DOMINGOS DO CAPIM","PA","2007","2017","5346","","","",""
"150720","SÃO DOMINGOS DO CAPIM","PA","2011","3871","9571","372","19","2",""
"150720","SÃO DOMINGOS DO CAPIM","PA","2013","4325","9651","1558","36","120","2329"
"150720","SÃO DOMINGOS DO CAPIM","PA","2006","1792","4891","","","",""
"150730","SÃO FÉLIX DO XINGU","PA","2006","1365","5170","","","",""
"150730","SÃO FÉLIX DO XINGU","PA","2010","3518","8981","604","","",""
"150730","SÃO FÉLIX DO XINGU","PA","2014","6904","13162","1858","187","167","3266"
"150730","SÃO FÉLIX DO XINGU","PA","2021","8015","12165","2129","236","93","5390"
"150730","SÃO FÉLIX DO XINGU","PA","2013","6035","12685","1530","111","36","2508"
"150730","SÃO FÉLIX DO XINGU","PA","2008","1935","5634","580","","",""
"150730","SÃO FÉLIX DO XINGU","PA","2018","7064","12480","1824","230","105","4497"
"150730","SÃO FÉLIX DO XINGU","PA","2009","3020","7927","640","","",""
"150730","SÃO FÉLIX DO XINGU","PA","2016","6716","12827","1982","193","131","3492"
"150730","SÃO FÉLIX DO XINGU","PA","2020","7818","12440","1846","8","225","4919"
"150730","SÃO FÉLIX DO XINGU","PA","2019","6643","11778","1848","146","282","4258"
"150730","SÃO FÉLIX DO XINGU","PA","2007","1916","6101","","","",""
"150730","SÃO FÉLIX DO XINGU","PA","2017","6671","12299","1798","208","202","3822"
"150730","SÃO FÉLIX DO XINGU","PA","2011","4558","11090","1036","97","",""
"150730","SÃO FÉLIX DO XINGU","PA","2012","5552","12110","1625","142","54","1812"
"150730","SÃO FÉLIX DO XINGU","PA","2005","433","1607","","","",""
"150730","SÃO FÉLIX DO XINGU","PA","2015","6750","12711","1834","187","49","3250"
"150730","SÃO FÉLIX DO XINGU","PA","2004","423","1592","","","",""
"150740","SÃO FRANCISCO DO PARÁ","PA","2006","1040","2305","","","",""
"150740","SÃO FRANCISCO DO PARÁ","PA","2016","1960","3046","590","52","73","310"
"150740","SÃO FRANCISCO DO PARÁ","PA","2015","2140","3082","607","36","45","258"
"150740","SÃO FRANCISCO DO PARÁ","PA","2011","1790","3045","301","6","",""
"150740","SÃO FRANCISCO DO PARÁ","PA","2021","2416","2778","568","71","21","589"
"150740","SÃO FRANCISCO DO PARÁ","PA","2017","2147","3058","596","61","97","464"
"150740","SÃO FRANCISCO DO PARÁ","PA","2018","2378","3135","586","66","110","519"
"150740","SÃO FRANCISCO DO PARÁ","PA","2019","2508","3129","611","61","86","543"
"150740","SÃO FRANCISCO DO PARÁ","PA","2009","1432","2385","440","","",""
"150740","SÃO FRANCISCO DO PARÁ","PA","2012","2074","3244","614","30","12","388"
"150740","SÃO FRANCISCO DO PARÁ","PA","2005","895","1832","","","",""
"150740","SÃO FRANCISCO DO PARÁ","PA","2014","2311","3336","660","42","35","427"
"150740","SÃO FRANCISCO DO PARÁ","PA","2004","883","1772","","","",""
"150740","SÃO FRANCISCO DO PARÁ","PA","2020","2483","2983","557","6","58","606"
"150740","SÃO FRANCISCO DO PARÁ","PA","2013","2246","3376","548","23","38","574"
"150740","SÃO FRANCISCO DO PARÁ","PA","2007","1430","2721","","","",""
"150740","SÃO FRANCISCO DO PARÁ","PA","2008","1372","2465","392","","",""
"150740","SÃO FRANCISCO DO PARÁ","PA","2010","1413","2294","350","","",""
"150745","SÃO GERALDO DO ARAGUAIA","PA","2021","2887","4491","764","103","26","834"
"150745","SÃO GERALDO DO ARAGUAIA","PA","2020","3052","4604","728","12","83","707"
"150745","SÃO GERALDO DO ARAGUAIA","PA","2007","2123","5100","","","",""
"150745","SÃO GERALDO DO ARAGUAIA","PA","2006","1617","3911","","","",""
"150745","SÃO GERALDO DO ARAGUAIA","PA","2010","2998","5544","413","","",""
"150745","SÃO GERALDO DO ARAGUAIA","PA","2014","3666","5866","969","60","78","1223"
"150745","SÃO GERALDO DO ARAGUAIA","PA","2016","2756","5194","951","76","68","810"
"150745","SÃO GERALDO DO ARAGUAIA","PA","2018","2855","4910","803","89","129","712"
"150745","SÃO GERALDO DO ARAGUAIA","PA","2004","1259","2915","","","",""
"150745","SÃO GERALDO DO ARAGUAIA","PA","2015","3394","5552","924","68","75","971"
"150745","SÃO GERALDO DO ARAGUAIA","PA","2005","1362","3400","","","",""
"150745","SÃO GERALDO DO ARAGUAIA","PA","2019","2774","4664","749","56","121","610"
"150745","SÃO GERALDO DO ARAGUAIA","PA","2009","3024","5738","625","","",""
"150745","SÃO GERALDO DO ARAGUAIA","PA","2013","3843","6333","860","26","23","1274"
"150745","SÃO GERALDO DO ARAGUAIA","PA","2017","2733","4974","888","90","144","684"
"150745","SÃO GERALDO DO ARAGUAIA","PA","2012","3746","6284","1002","49","47","958"
"150745","SÃO GERALDO DO ARAGUAIA","PA","2011","3638","6372","738","24","1",""
"150745","SÃO GERALDO DO ARAGUAIA","PA","2008","2902","5898","594","","",""
"150746","SÃO JOÃO DA PONTA","PA","2021","1068","1288","253","4","2","865"
"150746","SÃO JOÃO DA PONTA","PA","2011","758","1441","169","6","4",""
"150746","SÃO JOÃO DA PONTA","PA","2015","898","1345","197","8","13","641"
"150746","SÃO JOÃO DA PONTA","PA","2018","1097","1449","236","35","47","793"
"150746","SÃO JOÃO DA PONTA","PA","2013","951","1590","235","12","15","522"
"150746","SÃO JOÃO DA PONTA","PA","2016","916","1341","212","20","42","710"
"150746","SÃO JOÃO DA PONTA","PA","2009","476","1023","120","","",""
"150746","SÃO JOÃO DA PONTA","PA","2008","490","1070","95","","",""
"150746","SÃO JOÃO DA PONTA","PA","2007","292","640","","","",""
"150746","SÃO JOÃO DA PONTA","PA","2012","886","1513","266","20","12","216"
"150746","SÃO JOÃO DA PONTA","PA","2010","526","1069","117","","",""
"150746","SÃO JOÃO DA PONTA","PA","2006","282","674","","","",""
"150746","SÃO JOÃO DA PONTA","PA","2004","125","331","","","",""
"150746","SÃO JOÃO DA PONTA","PA","2014","991","1503","235","21","9","631"
"150746","SÃO JOÃO DA PONTA","PA","2005","186","478","","","",""
"150746","SÃO JOÃO DA PONTA","PA","2020","1069","1306","251","4","10","819"
"150746","SÃO JOÃO DA PONTA","PA","2017","945","1334","223","24","39","721"
"150746","SÃO JOÃO DA PONTA","PA","2019","1077","1365","267","35","35","812"
"150747","SÃO JOÃO DE PIRABAS","PA","2010","2793","5298","554","","",""
"150747","SÃO JOÃO DE PIRABAS","PA","2015","3514","5494","923","69","67","1290"
"150747","SÃO JOÃO DE PIRABAS","PA","2004","826","1861","","","",""
"150747","SÃO JOÃO DE PIRABAS","PA","2006","1606","3546","","","",""
"150747","SÃO JOÃO DE PIRABAS","PA","2019","2757","4535","855","66","116","1025"
"150747","SÃO JOÃO DE PIRABAS","PA","2021","3058","4286","929","101","32","1194"
"150747","SÃO JOÃO DE PIRABAS","PA","2020","3155","4561","861","13","61","1148"
"150747","SÃO JOÃO DE PIRABAS","PA","2005","875","1972","","","",""
"150747","SÃO JOÃO DE PIRABAS","PA","2011","3178","5936","709","24","3",""
"150747","SÃO JOÃO DE PIRABAS","PA","2009","2536","4995","689","","",""
"150747","SÃO JOÃO DE PIRABAS","PA","2014","3539","5605","1002","63","77","1156"
"150747","SÃO JOÃO DE PIRABAS","PA","2007","2200","4578","","","",""
"150747","SÃO JOÃO DE PIRABAS","PA","2017","3335","5306","922","79","125","1117"
"150747","SÃO JOÃO DE PIRABAS","PA","2008","1987","4175","519","","",""
"150747","SÃO JOÃO DE PIRABAS","PA","2016","3419","5329","962","20","91","1532"
"150747","SÃO JOÃO DE PIRABAS","PA","2018","3254","5000","905","70","153","1068"
"150747","SÃO JOÃO DE PIRABAS","PA","2013","3719","6017","1011","62","93","1504"
"150747","SÃO JOÃO DE PIRABAS","PA","2012","3691","6056","1052","50","49","1198"
"150750","SÃO JOÃO DO ARAGUAIA","PA","2014","2316","3586","735","43","33","1699"
"150750","SÃO JOÃO DO ARAGUAIA","PA","2021","2249","3551","624","67","16","1741"
"150750","SÃO JOÃO DO ARAGUAIA","PA","2015","2229","3695","622","58","48","1664"
"150750","SÃO JOÃO DO ARAGUAIA","PA","2009","1506","2795","418","","",""
"150750","SÃO JOÃO DO ARAGUAIA","PA","2013","1974","3296","639","20","33","1222"
"150750","SÃO JOÃO DO ARAGUAIA","PA","2008","1453","2716","329","","",""
"150750","SÃO JOÃO DO ARAGUAIA","PA","2019","2283","3926","589","50","91","1680"
"150750","SÃO JOÃO DO ARAGUAIA","PA","2010","1405","2568","369","","",""
"150750","SÃO JOÃO DO ARAGUAIA","PA","2016","2297","3828","638","87","93","1849"
"150750","SÃO JOÃO DO ARAGUAIA","PA","2018","2314","3971","584","80","96","1741"
"150750","SÃO JOÃO DO ARAGUAIA","PA","2011","1757","3290","489","7","18",""
"150750","SÃO JOÃO DO ARAGUAIA","PA","2012","1771","3104","691","15","40","778"
"150750","SÃO JOÃO DO ARAGUAIA","PA","2007","1449","2934","","","",""
"150750","SÃO JOÃO DO ARAGUAIA","PA","2004","724","1588","","","",""
"150750","SÃO JOÃO DO ARAGUAIA","PA","2017","2328","3999","606","77","77","1879"
"150750","SÃO JOÃO DO ARAGUAIA","PA","2005","741","1626","","","",""
"150750","SÃO JOÃO DO ARAGUAIA","PA","2020","2376","3798","587","4","74","1749"
"150750","SÃO JOÃO DO ARAGUAIA","PA","2006","1215","2656","","","",""
"150760","SÃO MIGUEL DO GUAMÁ","PA","2015","7171","12556","2164","123","155","2618"
"150760","SÃO MIGUEL DO GUAMÁ","PA","2008","4392","8653","1282","","",""
"150760","SÃO MIGUEL DO GUAMÁ","PA","2010","5144","9995","1095","","",""
"150760","SÃO MIGUEL DO GUAMÁ","PA","2018","8148","12352","2069","213","407","3525"
"150760","SÃO MIGUEL DO GUAMÁ","PA","2016","7099","12530","2234","130","393","3497"
"150760","SÃO MIGUEL DO GUAMÁ","PA","2020","7907","11205","1991","0","164","3207"
"150760","SÃO MIGUEL DO GUAMÁ","PA","2012","7118","12896","2230","80","87","1546"
"150760","SÃO MIGUEL DO GUAMÁ","PA","2017","7920","12654","2175","195","374","3701"
"150760","SÃO MIGUEL DO GUAMÁ","PA","2006","4077","9163","","","",""
"150760","SÃO MIGUEL DO GUAMÁ","PA","2007","4128","8920","","","",""
"150760","SÃO MIGUEL DO GUAMÁ","PA","2004","1921","5372","","","",""
"150760","SÃO MIGUEL DO GUAMÁ","PA","2014","7499","13145","2319","72","193","2572"
"150760","SÃO MIGUEL DO GUAMÁ","PA","2021","7454","10300","2154","229","54","3203"
"150760","SÃO MIGUEL DO GUAMÁ","PA","2011","6627","12746","1501","","1",""
"150760","SÃO MIGUEL DO GUAMÁ","PA","2009","4734","9367","1420","","",""
"150760","SÃO MIGUEL DO GUAMÁ","PA","2005","3312","8259","","","",""
"150760","SÃO MIGUEL DO GUAMÁ","PA","2013","7512","13703","1978","87","18","2216"
"150760","SÃO MIGUEL DO GUAMÁ","PA","2019","7837","11752","2090","179","325","3091"
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2012","3859","8046","1209","138","71","1628"
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2011","3631","8026","513","78","",""
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2014","4090","8156","1240","166","158","2483"
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2005","1470","3822","","","",""
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2004","692","1891","","","",""
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2017","4894","8698","1341","177","166","4483"
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2008","2006","4385","699","","",""
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2021","5081","8081","1453","74","29","4684"
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2020","5140","8453","1357","16","128","4631"
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2019","5166","8726","1373","148","152","4591"
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2015","3825","8006","1168","126","138","2846"
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2016","4341","8606","1189","148","121","3775"
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2009","2415","5465","756","","",""
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2018","5158","8758","1387","161","234","4585"
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2006","1954","4710","","","",""
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2010","2829","6281","640","","",""
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2007","2059","4770","","","",""
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2013","3880","8147","1077","117","180","1872"
"150775","SAPUCAIA","PA","2017","417","838","114","13","33","202"
"150775","SAPUCAIA","PA","2007","234","671","","","",""
"150775","SAPUCAIA","PA","2010","373","866","55","","",""
"150775","SAPUCAIA","PA","2008","242","630","74","","",""
"150775","SAPUCAIA","PA","2006","169","554","","","",""
"150775","SAPUCAIA","PA","2016","432","904","136","18","34","213"
"150775","SAPUCAIA","PA","2014","545","1009","185","10","12","271"
"150775","SAPUCAIA","PA","2015","483","929","161","14","10","227"
"150775","SAPUCAIA","PA","2011","378","837","93","5","",""
"150775","SAPUCAIA","PA","2021","444","780","127","17","6","209"
"150775","SAPUCAIA","PA","2018","397","784","118","15","29","175"
"150775","SAPUCAIA","PA","2004","97","276","","","",""
"150775","SAPUCAIA","PA","2019","362","712","119","5","31","147"
"150775","SAPUCAIA","PA","2009","331","824","72","","",""
"150775","SAPUCAIA","PA","2005","98","287","","","",""
"150775","SAPUCAIA","PA","2020","437","765","120","1","8","175"
"150775","SAPUCAIA","PA","2012","472","964","136","12","7","181"
"150775","SAPUCAIA","PA","2013","527","1019","118","5","14","270"
"150780","SENADOR JOSÉ PORFÍRIO","PA","2010","1806","3345","340","","",""
"150780","SENADOR JOSÉ PORFÍRIO","PA","2020","3234","5010","805","8","82","2763"
