"Código","Unidade Territorial","UF","Referência","Total de Benefícios Básicos","Total de Benefícios Variáveis","Total de Benefícios Variáveis vinculados ao Jovem (BVJ)","Total de Benefícios Variáveis vinculados à Nutriz (BVN)","Total de Benefícios Variáveis vinculados à Gestante (BVG)","Total de Benefícios para Superação da Extrema Pobreza (BSP)"
"150250","CHAVES","PA","2018","2932","6084","1022","43","158","2105"
"150250","CHAVES","PA","2016","3005","6425","1129","29","121","1824"
"150250","CHAVES","PA","2015","3039","6255","1057","29","55","1845"
"150250","CHAVES","PA","2006","1521","3035","","","",""
"150250","CHAVES","PA","2013","2295","5147","846","18","15","984"
"150250","CHAVES","PA","2012","2223","4507","928","1","16","748"
"150250","CHAVES","PA","2005","1341","2820","","","",""
"150250","CHAVES","PA","2019","2843","5893","988","45","86","2059"
"150250","CHAVES","PA","2011","1889","4050","660","2","",""
"150250","CHAVES","PA","2014","3036","6320","1078","43","92","1742"
"150250","CHAVES","PA","2007","1594","3032","","","",""
"150250","CHAVES","PA","2010","1717","3408","461","","",""
"150260","COLARES","PA","2005","460","925","","","",""
"150260","COLARES","PA","2013","1355","2441","492","","43","776"
"150260","COLARES","PA","2010","1289","2616","310","","",""
"150260","COLARES","PA","2016","1269","2462","458","22","72","662"
"150260","COLARES","PA","2014","1293","2485","578","32","48","712"
"150260","COLARES","PA","2015","1251","2399","481","21","36","642"
"150260","COLARES","PA","2012","1404","2587","586","1","16","644"
"150260","COLARES","PA","2004","228","410","","","",""
"150260","COLARES","PA","2021","1952","2628","502","59","22","1316"
"150260","COLARES","PA","2020","2007","2842","466","0","24","1287"
"150260","COLARES","PA","2009","1119","2424","366","","",""
"150260","COLARES","PA","2006","864","1916","","","",""
"150260","COLARES","PA","2011","1401","2914","392","","14",""
"150260","COLARES","PA","2017","1565","2704","439","42","39","901"
"150260","COLARES","PA","2008","1023","2268","344","","",""
"150260","COLARES","PA","2007","1049","2418","","","",""
"150260","COLARES","PA","2018","1758","2818","461","59","33","1060"
"150260","COLARES","PA","2019","1798","2811","499","44","60","1160"
"150270","CONCEIÇÃO DO ARAGUAIA","PA","2020","2864","5279","883","8","114","258"
"150270","CONCEIÇÃO DO ARAGUAIA","PA","2005","1268","3667","","","",""
"150270","CONCEIÇÃO DO ARAGUAIA","PA","2017","3032","6236","1165","87","160","489"
"150270","CONCEIÇÃO DO ARAGUAIA","PA","2006","2251","6415","","","",""
"150270","CONCEIÇÃO DO ARAGUAIA","PA","2008","3687","8494","984","","",""
"150270","CONCEIÇÃO DO ARAGUAIA","PA","2015","4381","7792","1427","122","81","805"
"150270","CONCEIÇÃO DO ARAGUAIA","PA","2013","4676","8594","1442","66","45","997"
"150270","CONCEIÇÃO DO ARAGUAIA","PA","2004","828","2105","","","",""
"150270","CONCEIÇÃO DO ARAGUAIA","PA","2009","4229","8909","1142","","",""
"150270","CONCEIÇÃO DO ARAGUAIA","PA","2012","4694","8595","1585","79","70","1015"
"150270","CONCEIÇÃO DO ARAGUAIA","PA","2021","2154","5111","933","89","36","275"
"150270","CONCEIÇÃO DO ARAGUAIA","PA","2016","3712","7227","1439","93","184","641"
"150270","CONCEIÇÃO DO ARAGUAIA","PA","2010","4495","9082","889","","",""
"150270","CONCEIÇÃO DO ARAGUAIA","PA","2018","2660","5783","1014","83","159","352"
"150270","CONCEIÇÃO DO ARAGUAIA","PA","2011","4539","9157","1192","46","56",""
"150270","CONCEIÇÃO DO ARAGUAIA","PA","2019","2226","5128","896","42","134","274"
"150270","CONCEIÇÃO DO ARAGUAIA","PA","2014","4582","7883","1562","99","31","992"
"150270","CONCEIÇÃO DO ARAGUAIA","PA","2007","3446","8714","","","",""
"150275","CONCÓRDIA DO PARÁ","PA","2021","5022","6967","1327","180","53","3835"
"150275","CONCÓRDIA DO PARÁ","PA","2005","785","2190","","","",""
"150275","CONCÓRDIA DO PARÁ","PA","2013","3912","7620","1140","77","26","2012"
"150275","CONCÓRDIA DO PARÁ","PA","2006","2043","4843","","","",""
"150275","CONCÓRDIA DO PARÁ","PA","2020","5118","7402","1247","8","109","3862"
"150275","CONCÓRDIA DO PARÁ","PA","2019","5118","7671","1303","173","235","3833"
"150275","CONCÓRDIA DO PARÁ","PA","2008","2010","4506","701","","",""
"150275","CONCÓRDIA DO PARÁ","PA","2011","2967","6611","536","4","",""
"150275","CONCÓRDIA DO PARÁ","PA","2016","4037","7542","1327","113","230","2341"
"150275","CONCÓRDIA DO PARÁ","PA","2018","5090","7868","1263","155","105","3693"
"150275","CONCÓRDIA DO PARÁ","PA","2007","1992","4839","","","",""
"150275","CONCÓRDIA DO PARÁ","PA","2009","2432","5333","856","","",""
"150275","CONCÓRDIA DO PARÁ","PA","2014","4266","7856","1381","115","24","2249"
"150275","CONCÓRDIA DO PARÁ","PA","2015","3924","7284","1297","93","32","2071"
"150275","CONCÓRDIA DO PARÁ","PA","2010","2749","5735","792","","",""
"150275","CONCÓRDIA DO PARÁ","PA","2017","4380","7438","1286","82","164","2899"
"150275","CONCÓRDIA DO PARÁ","PA","2012","3351","6779","1296","51","33","1415"
"150275","CONCÓRDIA DO PARÁ","PA","2004","725","2010","","","",""
"150276","CUMARU DO NORTE","PA","2013","1274","2088","286","10","18","619"
"150276","CUMARU DO NORTE","PA","2004","76","216","","","",""
"150276","CUMARU DO NORTE","PA","2007","692","1413","","","",""
"150276","CUMARU DO NORTE","PA","2020","1312","2087","276","3","37","561"
"150276","CUMARU DO NORTE","PA","2021","1238","1988","302","47","15","574"
"150276","CUMARU DO NORTE","PA","2018","1298","2157","333","33","58","591"
"150276","CUMARU DO NORTE","PA","2016","1248","2237","339","33","62","723"
"150276","CUMARU DO NORTE","PA","2015","1242","2104","325","17","43","495"
"150276","CUMARU DO NORTE","PA","2008","758","1452","143","","",""
"150276","CUMARU DO NORTE","PA","2012","1302","2036","340","11","14","475"
"150276","CUMARU DO NORTE","PA","2009","1128","1898","152","","",""
"150276","CUMARU DO NORTE","PA","2006","395","959","","","",""
"150276","CUMARU DO NORTE","PA","2005","112","374","","","",""
"150276","CUMARU DO NORTE","PA","2017","1284","2155","336","32","65","735"
"150276","CUMARU DO NORTE","PA","2014","1337","2205","353","27","39","574"
"150276","CUMARU DO NORTE","PA","2019","1121","1904","261","30","66","495"
"150276","CUMARU DO NORTE","PA","2010","1229","1969","124","","",""
"150276","CUMARU DO NORTE","PA","2011","1281","2082","259","","14",""
"150277","CURIONÓPOLIS","PA","2014","3072","5107","960","79","70","50"
"150277","CURIONÓPOLIS","PA","2006","2464","5159","","","",""
"150277","CURIONÓPOLIS","PA","2021","3009","4227","825","121","54","170"
"150277","CURIONÓPOLIS","PA","2008","2619","4802","591","","",""
"150277","CURIONÓPOLIS","PA","2020","3089","4575","728","3","89","163"
"150277","CURIONÓPOLIS","PA","2012","3048","5015","906","52","73","52"
"150277","CURIONÓPOLIS","PA","2009","2802","4692","641","","",""
"150277","CURIONÓPOLIS","PA","2010","2641","4314","535","","",""
"150277","CURIONÓPOLIS","PA","2018","3177","4935","743","122","182","166"
"150277","CURIONÓPOLIS","PA","2016","2691","4836","821","100","86","104"
"150277","CURIONÓPOLIS","PA","2007","2660","5348","","","",""
"150277","CURIONÓPOLIS","PA","2011","2656","4578","714","33","12",""
"150277","CURIONÓPOLIS","PA","2019","2952","4642","723","89","160","142"
"150277","CURIONÓPOLIS","PA","2017","3027","4918","811","93","162","153"
"150277","CURIONÓPOLIS","PA","2013","2955","4946","803","14","53","59"
"150277","CURIONÓPOLIS","PA","2015","2758","4785","788","66","65","77"
"150277","CURIONÓPOLIS","PA","2005","2043","4433","","","",""
"150277","CURIONÓPOLIS","PA","2004","445","1314","","","",""
"150280","CURRALINHO","PA","2010","3007","6915","786","","",""
"150280","CURRALINHO","PA","2019","5390","10365","1632","106","264","3631"
"150280","CURRALINHO","PA","2014","4401","9805","1651","102","101","1884"
"150280","CURRALINHO","PA","2016","4118","9701","1723","102","159","2313"
"150280","CURRALINHO","PA","2012","4302","10023","1550","91","67","1636"
"150280","CURRALINHO","PA","2008","2037","4998","682","","",""
"150280","CURRALINHO","PA","2004","904","2243","","","",""
"150280","CURRALINHO","PA","2015","4051","9274","1691","22","61","1740"
"150280","CURRALINHO","PA","2020","5453","10141","1710","27","181","3793"
"150280","CURRALINHO","PA","2017","4729","10013","1786","93","254","2967"
"150280","CURRALINHO","PA","2021","5271","9610","1840","181","52","3913"
"150280","CURRALINHO","PA","2007","2030","5178","","","",""
"150280","CURRALINHO","PA","2009","2520","6145","866","","",""
"150280","CURRALINHO","PA","2013","4229","10006","1453","33","94","1777"
"150280","CURRALINHO","PA","2011","4078","9838","949","45","",""
"150280","CURRALINHO","PA","2006","2157","5195","","","",""
"150280","CURRALINHO","PA","2005","1596","3985","","","",""
"150280","CURRALINHO","PA","2018","5192","10209","1772","52","249","3352"
"150285","CURUÁ","PA","2011","1844","3906","527","4","19",""
"150285","CURUÁ","PA","2015","2054","4126","656","34","76","824"
"150285","CURUÁ","PA","2020","2254","3533","671","1","105","1432"
"150285","CURUÁ","PA","2007","1071","2316","","","",""
"150285","CURUÁ","PA","2018","2136","3808","673","65","158","1196"
"150285","CURUÁ","PA","2016","2033","4004","726","54","109","1214"
"150285","CURUÁ","PA","2004","372","778","","","",""
"150285","CURUÁ","PA","2010","1518","3049","451","","",""
"150285","CURUÁ","PA","2017","2108","3910","657","54","112","1242"
"150285","CURUÁ","PA","2009","1311","2889","321","","",""
"150285","CURUÁ","PA","2006","915","1911","","","",""
"150285","CURUÁ","PA","2008","1104","2230","327","","",""
"150285","CURUÁ","PA","2013","2128","4491","711","23","55","1401"
"150285","CURUÁ","PA","2014","2074","4280","728","45","80","868"
"150285","CURUÁ","PA","2012","2010","4172","785","48","38","1056"
"150285","CURUÁ","PA","2019","2050","3579","634","57","118","1309"
"150285","CURUÁ","PA","2005","393","837","","","",""
"150285","CURUÁ","PA","2021","2132","3311","673","98","29","1409"
"150290","CURUÇÁ","PA","2015","6109","9409","1706","130","144","4165"
"150290","CURUÇÁ","PA","2018","8595","10172","1915","212","321","5741"
"150290","CURUÇÁ","PA","2007","3455","7197","","","",""
"150290","CURUÇÁ","PA","2019","8211","9775","1983","208","248","6007"
"150290","CURUÇÁ","PA","2021","7969","8723","1931","141","51","6107"
"150290","CURUÇÁ","PA","2016","6770","9721","1802","151","162","4968"
"150290","CURUÇÁ","PA","2012","5513","9380","1647","120","68","1830"
"150290","CURUÇÁ","PA","2005","1033","2281","","","",""
"150290","CURUÇÁ","PA","2013","5891","9862","1523","110","80","3036"
"150290","CURUÇÁ","PA","2009","3528","6994","1165","","",""
"150290","CURUÇÁ","PA","2004","1018","2206","","","",""
"150290","CURUÇÁ","PA","2017","8058","10347","1876","219","268","5164"
"150290","CURUÇÁ","PA","2011","4530","8284","937","12","1",""
"150290","CURUÇÁ","PA","2014","6621","10061","1778","168","138","4454"
"150290","CURUÇÁ","PA","2008","3457","6692","867","","",""
"150290","CURUÇÁ","PA","2006","3309","7311","","","",""
"150290","CURUÇÁ","PA","2010","4014","7319","1072","","",""
"150290","CURUÇÁ","PA","2020","8059","9316","1889","18","101","6121"
"150293","DOM ELISEU","PA","2013","3753","8168","1004","64","16","406"
"150293","DOM ELISEU","PA","2021","4449","6457","1134","143","63","1386"
"150293","DOM ELISEU","PA","2015","3348","7579","1090","109","49","275"
"150293","DOM ELISEU","PA","2006","2812","8622","","","",""
"150293","DOM ELISEU","PA","2004","2140","4927","","","",""
"150293","DOM ELISEU","PA","2019","3569","6348","970","99","164","1084"
"150293","DOM ELISEU","PA","2012","3950","8580","1161","63","38","399"
"150293","DOM ELISEU","PA","2011","3945","9159","671","65","",""
"150293","DOM ELISEU","PA","2017","2931","6946","1047","165","139","383"
"150293","DOM ELISEU","PA","2014","3641","7653","1109","84","81","326"
"150293","DOM ELISEU","PA","2009","3136","8080","999","","",""
"150293","DOM ELISEU","PA","2018","3580","6954","1032","134","217","874"
"150293","DOM ELISEU","PA","2016","2776","7129","1117","87","198","366"
"150293","DOM ELISEU","PA","2020","4404","6623","1053","11","119","1299"
"150293","DOM ELISEU","PA","2005","2391","5874","","","",""
"150293","DOM ELISEU","PA","2007","2780","8808","","","",""
"150293","DOM ELISEU","PA","2008","3394","9051","843","","",""
"150293","DOM ELISEU","PA","2010","3364","7933","676","","",""
"150295","ELDORADO DO CARAJÁS","PA","2004","429","1184","","","",""
"150295","ELDORADO DO CARAJÁS","PA","2007","2495","6420","","","",""
"150295","ELDORADO DO CARAJÁS","PA","2013","3434","7426","951","45","54","962"
"150295","ELDORADO DO CARAJÁS","PA","2014","3886","7572","1152","115","93","1263"
"150295","ELDORADO DO CARAJÁS","PA","2005","482","1598","","","",""
"150295","ELDORADO DO CARAJÁS","PA","2006","1549","4456","","","",""
"150295","ELDORADO DO CARAJÁS","PA","2017","3034","6886","1092","128","220","656"
"150295","ELDORADO DO CARAJÁS","PA","2015","3931","7843","1124","145","89","942"
"150295","ELDORADO DO CARAJÁS","PA","2021","2338","5413","1043","85","29","363"
"150295","ELDORADO DO CARAJÁS","PA","2016","3548","7721","1199","133","207","1037"
"150295","ELDORADO DO CARAJÁS","PA","2012","3329","7303","1110","75","28","635"
"150295","ELDORADO DO CARAJÁS","PA","2009","2440","6411","638","","",""
"150295","ELDORADO DO CARAJÁS","PA","2011","2850","6910","809","14","6",""
"150295","ELDORADO DO CARAJÁS","PA","2008","2535","6129","518","","",""
"150295","ELDORADO DO CARAJÁS","PA","2018","2892","6490","1040","111","216","385"
"150295","ELDORADO DO CARAJÁS","PA","2020","2997","5833","930","5","122","346"
"150295","ELDORADO DO CARAJÁS","PA","2010","2640","6450","549","","",""
"150295","ELDORADO DO CARAJÁS","PA","2019","2494","5712","926","54","151","304"
"150300","FARO","PA","2017","1506","2352","371","60","65","1392"
"150300","FARO","PA","2005","126","425","","","",""
"150300","FARO","PA","2012","1339","2393","422","6","16","335"
"150300","FARO","PA","2014","1370","2485","386","59","66","673"
"150300","FARO","PA","2004","126","417","","","",""
"150300","FARO","PA","2010","1264","2317","227","","",""
"150300","FARO","PA","2009","1175","2254","306","","",""
"150300","FARO","PA","2008","847","1751","229","","",""
"150300","FARO","PA","2013","1328","2484","340","17","35","598"
"150300","FARO","PA","2007","797","1800","","","",""
"150300","FARO","PA","2006","632","1575","","","",""
"150300","FARO","PA","2016","1390","2372","342","65","52","1204"
"150300","FARO","PA","2020","1713","2457","419","5","45","1599"
"150300","FARO","PA","2018","1648","2447","395","64","67","1517"
"150300","FARO","PA","2021","1673","2274","462","50","14","1591"
"150300","FARO","PA","2015","1260","2248","336","29","30","812"
"150300","FARO","PA","2019","1706","2526","416","70","116","1590"
"150300","FARO","PA","2011","1283","2479","350","9","",""
"150304","FLORESTA DO ARAGUAIA","PA","2012","2452","4424","675","48","26","503"
"150304","FLORESTA DO ARAGUAIA","PA","2010","1904","3735","337","","",""
"150304","FLORESTA DO ARAGUAIA","PA","2008","1260","3116","255","","",""
"150304","FLORESTA DO ARAGUAIA","PA","2006","816","2164","","","",""
"150304","FLORESTA DO ARAGUAIA","PA","2017","2206","3957","547","101","113","1065"
"150304","FLORESTA DO ARAGUAIA","PA","2021","2269","3634","543","69","19","815"
"150304","FLORESTA DO ARAGUAIA","PA","2005","607","1749","","","",""
"150304","FLORESTA DO ARAGUAIA","PA","2018","2120","3800","503","86","91","875"
"150304","FLORESTA DO ARAGUAIA","PA","2020","2170","3549","477","3","75","707"
"150304","FLORESTA DO ARAGUAIA","PA","2013","2591","4528","618","38","25","960"
"150304","FLORESTA DO ARAGUAIA","PA","2009","1824","3747","306","","",""
"150304","FLORESTA DO ARAGUAIA","PA","2016","2312","4132","587","104","44","1149"
"150304","FLORESTA DO ARAGUAIA","PA","2014","2544","4235","678","73","73","1237"
"150304","FLORESTA DO ARAGUAIA","PA","2004","550","1539","","","",""
"150304","FLORESTA DO ARAGUAIA","PA","2007","959","2650","","","",""
"150304","FLORESTA DO ARAGUAIA","PA","2011","2202","4316","512","36","7",""
"150304","FLORESTA DO ARAGUAIA","PA","2019","1939","3386","455","51","92","646"
"150304","FLORESTA DO ARAGUAIA","PA","2015","2377","4144","596","81","38","1137"
"150307","GARRAFÃO DO NORTE","PA","2019","4481","6535","1330","116","211","1710"
"150307","GARRAFÃO DO NORTE","PA","2004","983","2769","","","",""
"150307","GARRAFÃO DO NORTE","PA","2013","4270","8392","1388","65","48","2067"
"150307","GARRAFÃO DO NORTE","PA","2011","4130","8476","1081","54","24",""
"150307","GARRAFÃO DO NORTE","PA","2016","4521","7648","1426","94","217","2390"
"150307","GARRAFÃO DO NORTE","PA","2005","1160","3262","","","",""
"150307","GARRAFÃO DO NORTE","PA","2015","4121","7361","1390","59","105","2006"
"150307","GARRAFÃO DO NORTE","PA","2008","3022","6716","585","","",""
"150307","GARRAFÃO DO NORTE","PA","2014","4513","8107","1484","101","121","2332"
"150307","GARRAFÃO DO NORTE","PA","2018","4717","7050","1349","103","254","2012"
"150307","GARRAFÃO DO NORTE","PA","2006","1632","4354","","","",""
"150307","GARRAFÃO DO NORTE","PA","2017","4928","7559","1417","118","221","2404"
"150307","GARRAFÃO DO NORTE","PA","2010","3247","6823","813","","",""
"150307","GARRAFÃO DO NORTE","PA","2012","4359","8554","1559","95","76","2281"
"150307","GARRAFÃO DO NORTE","PA","2007","2742","6333","","","",""
"150307","GARRAFÃO DO NORTE","PA","2009","2872","6445","653","","",""
"150307","GARRAFÃO DO NORTE","PA","2021","4327","5729","1358","152","43","1543"
"150307","GARRAFÃO DO NORTE","PA","2020","4523","6196","1292","9","130","1750"
"150309","GOIANÉSIA DO PARÁ","PA","2008","1385","4227","651","","",""
"150309","GOIANÉSIA DO PARÁ","PA","2016","3123","6686","1078","82","86","808"
"150309","GOIANÉSIA DO PARÁ","PA","2015","3507","7079","1150","81","50","981"
"150309","GOIANÉSIA DO PARÁ","PA","2009","2263","5710","688","","",""
"150309","GOIANÉSIA DO PARÁ","PA","2014","3802","7570","1205","56","91","1032"
"150309","GOIANÉSIA DO PARÁ","PA","2006","1570","4867","","","",""
"150309","GOIANÉSIA DO PARÁ","PA","2018","2869","5490","881","111","123","737"
"150309","GOIANÉSIA DO PARÁ","PA","2004","786","2690","","","",""
"150309","GOIANÉSIA DO PARÁ","PA","2012","3045","6915","1089","56","16","332"
"150309","GOIANÉSIA DO PARÁ","PA","2007","1544","4575","","","",""
"150309","GOIANÉSIA DO PARÁ","PA","2021","3135","4930","919","97","52","1024"
"150309","GOIANÉSIA DO PARÁ","PA","2005","1379","4724","","","",""
"150309","GOIANÉSIA DO PARÁ","PA","2013","3378","7342","1036","72","21","693"
"150309","GOIANÉSIA DO PARÁ","PA","2017","2743","5733","942","74","134","568"
"150309","GOIANÉSIA DO PARÁ","PA","2011","2997","7598","732","29","4",""
"150309","GOIANÉSIA DO PARÁ","PA","2020","3204","5095","807","0","79","878"
"150309","GOIANÉSIA DO PARÁ","PA","2019","2694","4942","810","55","150","748"
"150309","GOIANÉSIA DO PARÁ","PA","2010","2498","6481","469","","",""
"150310","GURUPÁ","PA","2007","1716","4563","","","",""
"150310","GURUPÁ","PA","2021","5789","10140","1958","250","100","5552"
"150310","GURUPÁ","PA","2020","5920","10653","1870","8","124","5539"
"150310","GURUPÁ","PA","2004","235","599","","","",""
"150310","GURUPÁ","PA","2019","5849","10903","1912","226","222","5452"
"150310","GURUPÁ","PA","2010","2290","5534","628","","",""
"150310","GURUPÁ","PA","2011","2952","7615","948","2","",""
"150310","GURUPÁ","PA","2013","4007","9157","1600","34","29","2874"
"150310","GURUPÁ","PA","2005","235","610","","","",""
"150310","GURUPÁ","PA","2016","4467","9906","1768","123","58","3886"
"150310","GURUPÁ","PA","2014","4225","9425","1746","127","197","3047"
"150310","GURUPÁ","PA","2015","4091","9212","1601","100","110","3092"
"150310","GURUPÁ","PA","2009","1907","4902","741","","",""
"150310","GURUPÁ","PA","2012","3665","8488","1609","59","18","1975"
"150310","GURUPÁ","PA","2006","1204","3332","","","",""
"150310","GURUPÁ","PA","2018","5954","11196","1917","206","218","5392"
"150310","GURUPÁ","PA","2008","1798","4531","645","","",""
"150310","GURUPÁ","PA","2017","5282","10446","1886","51","160","4704"
"150320","IGARAPÉ-AÇU","PA","2011","4664","8239","1084","7","23",""
"150320","IGARAPÉ-AÇU","PA","2015","6073","8286","1362","95","94","414"
"150320","IGARAPÉ-AÇU","PA","2009","3192","6688","1000","","",""
"150320","IGARAPÉ-AÇU","PA","2017","6556","7802","1609","123","254","787"
"150320","IGARAPÉ-AÇU","PA","2010","3690","7004","777","","",""
"150320","IGARAPÉ-AÇU","PA","2004","2141","5219","","","",""
"150320","IGARAPÉ-AÇU","PA","2016","6262","7976","1600","93","162","812"
"150320","IGARAPÉ-AÇU","PA","2018","6489","7560","1497","162","273","1042"
"150320","IGARAPÉ-AÇU","PA","2005","2770","6831","","","",""
"150320","IGARAPÉ-AÇU","PA","2013","5840","8728","1533","37","120","572"
"150320","IGARAPÉ-AÇU","PA","2012","5473","8528","1731","42","99","835"
"150320","IGARAPÉ-AÇU","PA","2014","6515","8865","1465","109","138","356"
"150320","IGARAPÉ-AÇU","PA","2020","6414","6963","1248","0","160","1549"
"150320","IGARAPÉ-AÇU","PA","2008","3353","7224","932","","",""
"150320","IGARAPÉ-AÇU","PA","2019","6132","7127","1362","112","215","1288"
"150320","IGARAPÉ-AÇU","PA","2006","3649","8593","","","",""
"150320","IGARAPÉ-AÇU","PA","2021","6221","6461","1247","176","58","1672"
"150320","IGARAPÉ-AÇU","PA","2007","3501","8022","","","",""
"150330","IGARAPÉ-MIRI","PA","2010","7177","13091","1750","","",""
"150330","IGARAPÉ-MIRI","PA","2012","8972","15569","3137","25","260","2775"
"150330","IGARAPÉ-MIRI","PA","2013","9139","16093","2777","59","166","3482"
"150330","IGARAPÉ-MIRI","PA","2008","4773","9117","1549","","",""
"150330","IGARAPÉ-MIRI","PA","2014","9357","16160","2831","72","282","3793"
"150330","IGARAPÉ-MIRI","PA","2017","9944","16399","2716","213","549","3187"
"150330","IGARAPÉ-MIRI","PA","2019","9541","15188","2512","131","472","3042"
"150330","IGARAPÉ-MIRI","PA","2004","2316","5069","","","",""
"150330","IGARAPÉ-MIRI","PA","2005","4163","9037","","","",""
"150330","IGARAPÉ-MIRI","PA","2011","8763","16440","1246","22","2",""
"150330","IGARAPÉ-MIRI","PA","2016","9509","16226","2634","139","460","3649"
"150330","IGARAPÉ-MIRI","PA","2018","9743","15808","2621","162","548","2938"
"150330","IGARAPÉ-MIRI","PA","2006","4807","10903","","","",""
"150330","IGARAPÉ-MIRI","PA","2020","9544","14390","2519","3","189","3147"
"150330","IGARAPÉ-MIRI","PA","2015","9141","15499","2581","91","201","3613"
"150330","IGARAPÉ-MIRI","PA","2009","5875","11055","1988","","",""
"150330","IGARAPÉ-MIRI","PA","2021","9023","13109","2695","314","128","3180"
"150330","IGARAPÉ-MIRI","PA","2007","4831","10330","","","",""
"150340","INHANGAPI","PA","2017","1802","2564","450","53","111","903"
"150340","INHANGAPI","PA","2020","1711","2295","348","13","47","727"
"150340","INHANGAPI","PA","2009","825","1914","279","","",""
"150340","INHANGAPI","PA","2006","356","1583","","","",""
"150340","INHANGAPI","PA","2021","1596","2146","392","58","22","736"
"150340","INHANGAPI","PA","2004","107","385","","","",""
"150340","INHANGAPI","PA","2010","902","1948","231","","",""
"150340","INHANGAPI","PA","2012","1135","2247","366","19","50","205"
"150340","INHANGAPI","PA","2019","1609","2288","360","45","66","645"
"150340","INHANGAPI","PA","2008","609","1643","209","","",""
"150340","INHANGAPI","PA","2016","1648","2585","446","48","74","898"
"150340","INHANGAPI","PA","2013","1326","2448","341","12","28","429"
"150340","INHANGAPI","PA","2005","137","513","","","",""
"150340","INHANGAPI","PA","2015","1523","2460","404","27","36","675"
"150340","INHANGAPI","PA","2018","1710","2471","386","34","86","699"
"150340","INHANGAPI","PA","2007","510","1709","","","",""
"150340","INHANGAPI","PA","2014","1581","2648","436","35","51","682"
"150340","INHANGAPI","PA","2011","956","2129","167","2","5",""
"150345","IPIXUNA DO PARÁ","PA","2019","5608","8633","1450","180","319","3272"
"150345","IPIXUNA DO PARÁ","PA","2010","3952","7963","630","","",""
"150345","IPIXUNA DO PARÁ","PA","2015","4579","8043","1278","132","88","2656"
"150345","IPIXUNA DO PARÁ","PA","2018","5709","8750","1413","180","373","3264"
"150345","IPIXUNA DO PARÁ","PA","2011","4230","9063","491","62","35",""
"150345","IPIXUNA DO PARÁ","PA","2009","3641","7526","769","","",""
"150345","IPIXUNA DO PARÁ","PA","2016","4673","8294","1286","136","266","2810"
"150345","IPIXUNA DO PARÁ","PA","2006","2147","4810","","","",""
"150345","IPIXUNA DO PARÁ","PA","2012","4505","8950","1377","82","120","1742"
"150345","IPIXUNA DO PARÁ","PA","2013","4675","9111","1273","47","122","2461"
"150345","IPIXUNA DO PARÁ","PA","2017","5157","8558","1350","175","290","3008"
"150345","IPIXUNA DO PARÁ","PA","2005","1554","4077","","","",""
"150345","IPIXUNA DO PARÁ","PA","2008","2223","5121","646","","",""
"150345","IPIXUNA DO PARÁ","PA","2004","1295","3441","","","",""
"150345","IPIXUNA DO PARÁ","PA","2021","6409","8436","1583","193","48","3589"
"150345","IPIXUNA DO PARÁ","PA","2007","2313","5321","","","",""
"150345","IPIXUNA DO PARÁ","PA","2020","6198","8787","1416","20","148","3505"
"150345","IPIXUNA DO PARÁ","PA","2014","4722","8448","1360","83","189","2689"
"150350","IRITUIA","PA","2005","918","2463","","","",""
"150350","IRITUIA","PA","2009","3129","6219","1011","","",""
"150350","IRITUIA","PA","2014","5558","8822","1515","61","103","2474"
"150350","IRITUIA","PA","2010","3236","6280","944","","",""
"150350","IRITUIA","PA","2013","5308","8995","1315","32","42","2099"
"150350","IRITUIA","PA","2018","6460","8108","1490","144","309","2231"
"150350","IRITUIA","PA","2016","5394","8451","1443","95","236","1902"
"150350","IRITUIA","PA","2015","5397","8484","1474","62","67","2002"
"150350","IRITUIA","PA","2004","785","2106","","","",""
"150350","IRITUIA","PA","2011","4811","9066","796","66","13",""
"150350","IRITUIA","PA","2006","2898","6530","","","",""
"150350","IRITUIA","PA","2020","6213","7245","1343","0","121","1369"
"150350","IRITUIA","PA","2008","2871","5680","680","","",""
"150350","IRITUIA","PA","2007","2894","6281","","","",""
"150350","IRITUIA","PA","2021","6074","6699","1386","139","33","1427"
"150350","IRITUIA","PA","2017","5835","8172","1487","81","224","2234"
"150350","IRITUIA","PA","2012","4948","8784","1454","70","14","1395"
"150350","IRITUIA","PA","2019","6266","7644","1415","136","201","1341"
"150360","ITAITUBA","PA","2019","11758","19573","3175","306","596","5213"
"150360","ITAITUBA","PA","2006","6797","17969","","","",""
"150360","ITAITUBA","PA","2018","12426","20709","3423","404","742","5511"
"150360","ITAITUBA","PA","2015","10794","18893","3755","202","310","5144"
"150360","ITAITUBA","PA","2020","11849","18768","3002","2","406","5595"
"150360","ITAITUBA","PA","2016","10530","19383","3679","216","508","4900"
"150360","ITAITUBA","PA","2004","2754","7238","","","",""
"150360","ITAITUBA","PA","2010","10689","21765","1876","","",""
"150360","ITAITUBA","PA","2011","11057","21924","3097","45","11",""
"150360","ITAITUBA","PA","2012","11386","20901","4150","144","215","3037"
"150360","ITAITUBA","PA","2014","11820","20504","4076","224","170","5355"
"150360","ITAITUBA","PA","2021","11360","17434","3226","498","147","5706"
"150360","ITAITUBA","PA","2005","4740","13236","","","",""
"150360","ITAITUBA","PA","2009","9599","20388","2481","","",""
"150360","ITAITUBA","PA","2007","7314","18314","","","",""
"150360","ITAITUBA","PA","2013","10823","19717","3760","99","232","4365"
"150360","ITAITUBA","PA","2008","7441","17176","2325","","",""
