year,areakm,municipality,geocode_ibge,state,FullLocation,Ano,Código do Município,Nome do Município,"Produto Interno Bruto per capita, 
a preços correntes
(R$ 1,00)"
2023,1.3548008309006323,São Domingos do Araguaia,1507151,Pará,"São Domingos do Araguaia, Pará, Brazil",,,,
2024,0.6314396385052691,São Domingos do Araguaia,1507151,Pará,"São Domingos do Araguaia, Pará, Brazil",,,,
2008,11.960280047957164,São Domingos do Capim,1507201,Pará,"São Domingos do Capim, Pará, Brazil",2008.0,1507201.0,São Domingos do Capim,3245.54
2009,1.51504069440665,São Domingos do Capim,1507201,Pará,"São Domingos do Capim, Pará, Brazil",2009.0,1507201.0,São Domingos do Capim,4169.62
2010,1.0707654166956226,São Domingos do Capim,1507201,Pará,"São Domingos do Capim, Pará, Brazil",2010.0,1507201.0,São Domingos do Capim,5066.49
2011,3.0017849915109083,São Domingos do Capim,1507201,Pará,"São Domingos do Capim, Pará, Brazil",2011.0,1507201.0,São Domingos do Capim,5878.21
2012,0.8767612601938993,São Domingos do Capim,1507201,Pará,"São Domingos do Capim, Pará, Brazil",2012.0,1507201.0,São Domingos do Capim,6246.07
2013,1.962296557130544,São Domingos do Capim,1507201,Pará,"São Domingos do Capim, Pará, Brazil",2013.0,1507201.0,São Domingos do Capim,8743.07
2014,0.9391767061482884,São Domingos do Capim,1507201,Pará,"São Domingos do Capim, Pará, Brazil",2014.0,1507201.0,São Domingos do Capim,7490.66
2015,1.7749113589839547,São Domingos do Capim,1507201,Pará,"São Domingos do Capim, Pará, Brazil",2015.0,1507201.0,São Domingos do Capim,8036.19
2016,2.707215725705299,São Domingos do Capim,1507201,Pará,"São Domingos do Capim, Pará, Brazil",2016.0,1507201.0,São Domingos do Capim,10184.87
2017,11.43519545480981,São Domingos do Capim,1507201,Pará,"São Domingos do Capim, Pará, Brazil",2017.0,1507201.0,São Domingos do Capim,9935.72
2018,0.9119603961360055,São Domingos do Capim,1507201,Pará,"São Domingos do Capim, Pará, Brazil",2018.0,1507201.0,São Domingos do Capim,8583.87
2019,0.4694939620920154,São Domingos do Capim,1507201,Pará,"São Domingos do Capim, Pará, Brazil",2019.0,1507201.0,São Domingos do Capim,10806.82
2020,2.139077068148325,São Domingos do Capim,1507201,Pará,"São Domingos do Capim, Pará, Brazil",2020.0,1507201.0,São Domingos do Capim,11583.72
2021,1.1899957282625426,São Domingos do Capim,1507201,Pará,"São Domingos do Capim, Pará, Brazil",2021.0,1507201.0,São Domingos do Capim,13579.38
2022,0.8270798519998384,São Domingos do Capim,1507201,Pará,"São Domingos do Capim, Pará, Brazil",,,,
2023,1.7990764001348778,São Domingos do Capim,1507201,Pará,"São Domingos do Capim, Pará, Brazil",,,,
2024,1.156657929983758,São Domingos do Capim,1507201,Pará,"São Domingos do Capim, Pará, Brazil",,,,
2008,2.6248621607772984,São Francisco do Pará,1507409,Pará,"São Francisco do Pará, Pará, Brazil",2008.0,1507409.0,São Francisco do Pará,4475.62
2009,0.1005573968064988,São Francisco do Pará,1507409,Pará,"São Francisco do Pará, Pará, Brazil",2009.0,1507409.0,São Francisco do Pará,5792.28
2010,0.8398293613667512,São Francisco do Pará,1507409,Pará,"São Francisco do Pará, Pará, Brazil",2010.0,1507409.0,São Francisco do Pará,6349.96
2011,0.1674628915267838,São Francisco do Pará,1507409,Pará,"São Francisco do Pará, Pará, Brazil",2011.0,1507409.0,São Francisco do Pará,5534.02
2012,0.2448627552669878,São Francisco do Pará,1507409,Pará,"São Francisco do Pará, Pará, Brazil",2012.0,1507409.0,São Francisco do Pará,6139.52
2013,0.4586065861475989,São Francisco do Pará,1507409,Pará,"São Francisco do Pará, Pará, Brazil",2013.0,1507409.0,São Francisco do Pará,11874.0
2014,0.083703381092856,São Francisco do Pará,1507409,Pará,"São Francisco do Pará, Pará, Brazil",2014.0,1507409.0,São Francisco do Pará,10976.34
2015,0.0775658587652458,São Francisco do Pará,1507409,Pará,"São Francisco do Pará, Pará, Brazil",2015.0,1507409.0,São Francisco do Pará,10779.93
2016,0.3109862126888118,São Francisco do Pará,1507409,Pará,"São Francisco do Pará, Pará, Brazil",2016.0,1507409.0,São Francisco do Pará,12548.6
2017,0.2423753156235668,São Francisco do Pará,1507409,Pará,"São Francisco do Pará, Pará, Brazil",2017.0,1507409.0,São Francisco do Pará,13209.93
2018,0.0690941015073768,São Francisco do Pará,1507409,Pará,"São Francisco do Pará, Pará, Brazil",2018.0,1507409.0,São Francisco do Pará,14780.98
2019,0.0,São Francisco do Pará,1507409,Pará,"São Francisco do Pará, Pará, Brazil",2019.0,1507409.0,São Francisco do Pará,15129.32
2020,0.2089119958087086,São Francisco do Pará,1507409,Pará,"São Francisco do Pará, Pará, Brazil",2020.0,1507409.0,São Francisco do Pará,15174.69
2021,0.2358044070157621,São Francisco do Pará,1507409,Pará,"São Francisco do Pará, Pará, Brazil",2021.0,1507409.0,São Francisco do Pará,16546.12
2022,0.2234680677677903,São Francisco do Pará,1507409,Pará,"São Francisco do Pará, Pará, Brazil",,,,
2023,0.1244777046680788,São Francisco do Pará,1507409,Pará,"São Francisco do Pará, Pará, Brazil",,,,
2024,0.0,São Francisco do Pará,1507409,Pará,"São Francisco do Pará, Pará, Brazil",,,,
2008,758.8403653973004,São Félix do Xingu,1507300,Pará,"São Félix do Xingu, Pará, Brazil",2008.0,1507300.0,São Félix do Xingu,5235.17
2009,439.6990590975837,São Félix do Xingu,1507300,Pará,"São Félix do Xingu, Pará, Brazil",2009.0,1507300.0,São Félix do Xingu,5621.88
2010,349.57484551257045,São Félix do Xingu,1507300,Pará,"São Félix do Xingu, Pará, Brazil",2010.0,1507300.0,São Félix do Xingu,5422.71
2011,139.39102280182254,São Félix do Xingu,1507300,Pará,"São Félix do Xingu, Pará, Brazil",2011.0,1507300.0,São Félix do Xingu,6080.37
2012,167.67119784066287,São Félix do Xingu,1507300,Pará,"São Félix do Xingu, Pará, Brazil",2012.0,1507300.0,São Félix do Xingu,7330.91
2013,221.32101377343548,São Félix do Xingu,1507300,Pará,"São Félix do Xingu, Pará, Brazil",2013.0,1507300.0,São Félix do Xingu,8227.7
2014,152.78888101307788,São Félix do Xingu,1507300,Pará,"São Félix do Xingu, Pará, Brazil",2014.0,1507300.0,São Félix do Xingu,9224.09
2015,199.4021752724151,São Félix do Xingu,1507300,Pará,"São Félix do Xingu, Pará, Brazil",2015.0,1507300.0,São Félix do Xingu,10439.14
2016,314.9485978505738,São Félix do Xingu,1507300,Pará,"São Félix do Xingu, Pará, Brazil",2016.0,1507300.0,São Félix do Xingu,11733.57
2017,236.65140731050155,São Félix do Xingu,1507300,Pará,"São Félix do Xingu, Pará, Brazil",2017.0,1507300.0,São Félix do Xingu,11160.35
2018,277.13641549198417,São Félix do Xingu,1507300,Pará,"São Félix do Xingu, Pará, Brazil",2018.0,1507300.0,São Félix do Xingu,11185.57
2019,544.941382773293,São Félix do Xingu,1507300,Pará,"São Félix do Xingu, Pará, Brazil",2019.0,1507300.0,São Félix do Xingu,11270.96
2020,608.8431833448917,São Félix do Xingu,1507300,Pará,"São Félix do Xingu, Pará, Brazil",2020.0,1507300.0,São Félix do Xingu,11948.29
2021,576.9612510600888,São Félix do Xingu,1507300,Pará,"São Félix do Xingu, Pará, Brazil",2021.0,1507300.0,São Félix do Xingu,14802.13
2022,534.5203349175252,São Félix do Xingu,1507300,Pará,"São Félix do Xingu, Pará, Brazil",,,,
2023,314.1950101911673,São Félix do Xingu,1507300,Pará,"São Félix do Xingu, Pará, Brazil",,,,
2024,100.33326154152036,São Félix do Xingu,1507300,Pará,"São Félix do Xingu, Pará, Brazil",,,,
2008,7.755555883841812,São Geraldo do Araguaia,1507458,Pará,"São Geraldo do Araguaia, Pará, Brazil",2008.0,1507458.0,São Geraldo do Araguaia,5011.62
2009,3.48209359667984,São Geraldo do Araguaia,1507458,Pará,"São Geraldo do Araguaia, Pará, Brazil",2009.0,1507458.0,São Geraldo do Araguaia,5443.2
2010,3.536093668577307,São Geraldo do Araguaia,1507458,Pará,"São Geraldo do Araguaia, Pará, Brazil",2010.0,1507458.0,São Geraldo do Araguaia,6505.6
2011,0.9547163212418144,São Geraldo do Araguaia,1507458,Pará,"São Geraldo do Araguaia, Pará, Brazil",2011.0,1507458.0,São Geraldo do Araguaia,7747.25
2012,0.3803485725331013,São Geraldo do Araguaia,1507458,Pará,"São Geraldo do Araguaia, Pará, Brazil",2012.0,1507458.0,São Geraldo do Araguaia,10243.03
2013,2.190869293915046,São Geraldo do Araguaia,1507458,Pará,"São Geraldo do Araguaia, Pará, Brazil",2013.0,1507458.0,São Geraldo do Araguaia,9838.78
2014,1.4736437672802745,São Geraldo do Araguaia,1507458,Pará,"São Geraldo do Araguaia, Pará, Brazil",2014.0,1507458.0,São Geraldo do Araguaia,11715.07
2015,0.6696962264396167,São Geraldo do Araguaia,1507458,Pará,"São Geraldo do Araguaia, Pará, Brazil",2015.0,1507458.0,São Geraldo do Araguaia,12716.1
2016,3.061244931465928,São Geraldo do Araguaia,1507458,Pará,"São Geraldo do Araguaia, Pará, Brazil",2016.0,1507458.0,São Geraldo do Araguaia,15549.34
2017,1.8920583578679844,São Geraldo do Araguaia,1507458,Pará,"São Geraldo do Araguaia, Pará, Brazil",2017.0,1507458.0,São Geraldo do Araguaia,18260.16
2018,0.9904722242129064,São Geraldo do Araguaia,1507458,Pará,"São Geraldo do Araguaia, Pará, Brazil",2018.0,1507458.0,São Geraldo do Araguaia,19616.71
2019,1.4808200871452013,São Geraldo do Araguaia,1507458,Pará,"São Geraldo do Araguaia, Pará, Brazil",2019.0,1507458.0,São Geraldo do Araguaia,20942.55
2020,1.2606346238705546,São Geraldo do Araguaia,1507458,Pará,"São Geraldo do Araguaia, Pará, Brazil",2020.0,1507458.0,São Geraldo do Araguaia,24295.07
2021,1.4740304222070957,São Geraldo do Araguaia,1507458,Pará,"São Geraldo do Araguaia, Pará, Brazil",2021.0,1507458.0,São Geraldo do Araguaia,28929.59
2022,0.5520944513131788,São Geraldo do Araguaia,1507458,Pará,"São Geraldo do Araguaia, Pará, Brazil",,,,
2023,0.3552756676022227,São Geraldo do Araguaia,1507458,Pará,"São Geraldo do Araguaia, Pará, Brazil",,,,
2024,0.0,São Geraldo do Araguaia,1507458,Pará,"São Geraldo do Araguaia, Pará, Brazil",,,,
2008,3.7603795773109647,São João da Ponta,1507466,Pará,"São João da Ponta, Pará, Brazil",2008.0,1507466.0,São João da Ponta,3899.1
2009,0.3019015029333556,São João da Ponta,1507466,Pará,"São João da Ponta, Pará, Brazil",2009.0,1507466.0,São João da Ponta,4259.87
2010,2.310592902754017,São João da Ponta,1507466,Pará,"São João da Ponta, Pará, Brazil",2010.0,1507466.0,São João da Ponta,4397.92
2011,0.7264109597122559,São João da Ponta,1507466,Pará,"São João da Ponta, Pará, Brazil",2011.0,1507466.0,São João da Ponta,4841.08
2012,0.0720976796039623,São João da Ponta,1507466,Pará,"São João da Ponta, Pará, Brazil",2012.0,1507466.0,São João da Ponta,5201.03
2013,0.665064930478035,São João da Ponta,1507466,Pará,"São João da Ponta, Pará, Brazil",2013.0,1507466.0,São João da Ponta,5332.76
2014,0.1273569822455596,São João da Ponta,1507466,Pará,"São João da Ponta, Pará, Brazil",2014.0,1507466.0,São João da Ponta,6194.48
2015,0.580251794753028,São João da Ponta,1507466,Pará,"São João da Ponta, Pará, Brazil",2015.0,1507466.0,São João da Ponta,6534.34
2016,0.3721113628687976,São João da Ponta,1507466,Pará,"São João da Ponta, Pará, Brazil",2016.0,1507466.0,São João da Ponta,6735.01
2017,0.7872305188144966,São João da Ponta,1507466,Pará,"São João da Ponta, Pará, Brazil",2017.0,1507466.0,São João da Ponta,7069.83
2018,0.6216733557046369,São João da Ponta,1507466,Pará,"São João da Ponta, Pará, Brazil",2018.0,1507466.0,São João da Ponta,7365.55
2019,0.4508138685166637,São João da Ponta,1507466,Pará,"São João da Ponta, Pará, Brazil",2019.0,1507466.0,São João da Ponta,7562.76
2020,0.6517322250238979,São João da Ponta,1507466,Pará,"São João da Ponta, Pará, Brazil",2020.0,1507466.0,São João da Ponta,8429.14
2021,0.3959156823558511,São João da Ponta,1507466,Pará,"São João da Ponta, Pará, Brazil",2021.0,1507466.0,São João da Ponta,9120.92
2022,0.4007634201338551,São João da Ponta,1507466,Pará,"São João da Ponta, Pará, Brazil",,,,
2023,0.3077862205578391,São João da Ponta,1507466,Pará,"São João da Ponta, Pará, Brazil",,,,
2024,0.0,São João da Ponta,1507466,Pará,"São João da Ponta, Pará, Brazil",,,,
2008,4.54622867947713,São João de Pirabas,1507474,Pará,"São João de Pirabas, Pará, Brazil",2008.0,1507474.0,São João de Pirabas,2880.95
2009,1.9565956075898543,São João de Pirabas,1507474,Pará,"São João de Pirabas, Pará, Brazil",2009.0,1507474.0,São João de Pirabas,3265.44
2010,1.3407917137280247,São João de Pirabas,1507474,Pará,"São João de Pirabas, Pará, Brazil",2010.0,1507474.0,São João de Pirabas,3621.83
2011,1.131838849428851,São João de Pirabas,1507474,Pará,"São João de Pirabas, Pará, Brazil",2011.0,1507474.0,São João de Pirabas,4109.63
2012,1.0038203056768762,São João de Pirabas,1507474,Pará,"São João de Pirabas, Pará, Brazil",2012.0,1507474.0,São João de Pirabas,4491.27
2013,1.2575540565576102,São João de Pirabas,1507474,Pará,"São João de Pirabas, Pará, Brazil",2013.0,1507474.0,São João de Pirabas,5658.3
2014,1.804558556980674,São João de Pirabas,1507474,Pará,"São João de Pirabas, Pará, Brazil",2014.0,1507474.0,São João de Pirabas,5863.61
2015,3.234148072131761,São João de Pirabas,1507474,Pará,"São João de Pirabas, Pará, Brazil",2015.0,1507474.0,São João de Pirabas,5972.59
2016,1.0765988851467538,São João de Pirabas,1507474,Pará,"São João de Pirabas, Pará, Brazil",2016.0,1507474.0,São João de Pirabas,6613.63
2017,0.6939397989815675,São João de Pirabas,1507474,Pará,"São João de Pirabas, Pará, Brazil",2017.0,1507474.0,São João de Pirabas,7092.43
2018,0.8938914302588103,São João de Pirabas,1507474,Pará,"São João de Pirabas, Pará, Brazil",2018.0,1507474.0,São João de Pirabas,7194.35
2019,1.9360334976977016,São João de Pirabas,1507474,Pará,"São João de Pirabas, Pará, Brazil",2019.0,1507474.0,São João de Pirabas,7324.63
2020,0.5664350739961087,São João de Pirabas,1507474,Pará,"São João de Pirabas, Pará, Brazil",2020.0,1507474.0,São João de Pirabas,7755.74
2021,1.9160691341971288,São João de Pirabas,1507474,Pará,"São João de Pirabas, Pará, Brazil",2021.0,1507474.0,São João de Pirabas,7771.66
2022,0.9567867174888434,São João de Pirabas,1507474,Pará,"São João de Pirabas, Pará, Brazil",,,,
2023,0.7876236753109053,São João de Pirabas,1507474,Pará,"São João de Pirabas, Pará, Brazil",,,,
2024,0.0,São João de Pirabas,1507474,Pará,"São João de Pirabas, Pará, Brazil",,,,
2008,34.661897982257074,São João do Araguaia,1507508,Pará,"São João do Araguaia, Pará, Brazil",2008.0,1507508.0,São João do Araguaia,3360.63
2009,15.374950170605857,São João do Araguaia,1507508,Pará,"São João do Araguaia, Pará, Brazil",2009.0,1507508.0,São João do Araguaia,3858.5
2010,4.85774843226623,São João do Araguaia,1507508,Pará,"São João do Araguaia, Pará, Brazil",2010.0,1507508.0,São João do Araguaia,4137.06
2011,3.073816946329751,São João do Araguaia,1507508,Pará,"São João do Araguaia, Pará, Brazil",2011.0,1507508.0,São João do Araguaia,5495.79
2012,2.079207284335961,São João do Araguaia,1507508,Pará,"São João do Araguaia, Pará, Brazil",2012.0,1507508.0,São João do Araguaia,5884.97
2013,3.3733058253423525,São João do Araguaia,1507508,Pará,"São João do Araguaia, Pará, Brazil",2013.0,1507508.0,São João do Araguaia,6683.54
2014,4.519668631864189,São João do Araguaia,1507508,Pará,"São João do Araguaia, Pará, Brazil",2014.0,1507508.0,São João do Araguaia,6806.65
2015,4.933437261142252,São João do Araguaia,1507508,Pará,"São João do Araguaia, Pará, Brazil",2015.0,1507508.0,São João do Araguaia,7740.96
2016,6.6039451393895,São João do Araguaia,1507508,Pará,"São João do Araguaia, Pará, Brazil",2016.0,1507508.0,São João do Araguaia,8094.73
2017,4.822365400696795,São João do Araguaia,1507508,Pará,"São João do Araguaia, Pará, Brazil",2017.0,1507508.0,São João do Araguaia,8592.24
2018,3.949818207586092,São João do Araguaia,1507508,Pará,"São João do Araguaia, Pará, Brazil",2018.0,1507508.0,São João do Araguaia,8773.0
2019,5.266375215675678,São João do Araguaia,1507508,Pará,"São João do Araguaia, Pará, Brazil",2019.0,1507508.0,São João do Araguaia,9534.22
2020,4.772330874687256,São João do Araguaia,1507508,Pará,"São João do Araguaia, Pará, Brazil",2020.0,1507508.0,São João do Araguaia,11638.33
2021,5.3752458239891645,São João do Araguaia,1507508,Pará,"São João do Araguaia, Pará, Brazil",2021.0,1507508.0,São João do Araguaia,13249.93
2022,4.806150795894546,São João do Araguaia,1507508,Pará,"São João do Araguaia, Pará, Brazil",,,,
2023,3.260143204080946,São João do Araguaia,1507508,Pará,"São João do Araguaia, Pará, Brazil",,,,
2024,2.1579183793972128,São João do Araguaia,1507508,Pará,"São João do Araguaia, Pará, Brazil",,,,
2008,7.789224986691893,São Miguel do Guamá,1507607,Pará,"São Miguel do Guamá, Pará, Brazil",2008.0,1507607.0,São Miguel do Guamá,4901.54
2009,0.6555595866105862,São Miguel do Guamá,1507607,Pará,"São Miguel do Guamá, Pará, Brazil",2009.0,1507607.0,São Miguel do Guamá,6003.17
2010,0.0808131347650175,São Miguel do Guamá,1507607,Pará,"São Miguel do Guamá, Pará, Brazil",2010.0,1507607.0,São Miguel do Guamá,6566.07
2011,1.344461837302748,São Miguel do Guamá,1507607,Pará,"São Miguel do Guamá, Pará, Brazil",2011.0,1507607.0,São Miguel do Guamá,7008.05
2012,1.2442870016206578,São Miguel do Guamá,1507607,Pará,"São Miguel do Guamá, Pará, Brazil",2012.0,1507607.0,São Miguel do Guamá,7448.58
2013,0.818479944189584,São Miguel do Guamá,1507607,Pará,"São Miguel do Guamá, Pará, Brazil",2013.0,1507607.0,São Miguel do Guamá,10792.4
2014,0.2154795772943773,São Miguel do Guamá,1507607,Pará,"São Miguel do Guamá, Pará, Brazil",2014.0,1507607.0,São Miguel do Guamá,10095.32
2015,1.5251034488845685,São Miguel do Guamá,1507607,Pará,"São Miguel do Guamá, Pará, Brazil",2015.0,1507607.0,São Miguel do Guamá,10015.23
2016,1.209768696524656,São Miguel do Guamá,1507607,Pará,"São Miguel do Guamá, Pará, Brazil",2016.0,1507607.0,São Miguel do Guamá,11675.92
2017,1.6746946616845984,São Miguel do Guamá,1507607,Pará,"São Miguel do Guamá, Pará, Brazil",2017.0,1507607.0,São Miguel do Guamá,11646.0
2018,0.6651878358830474,São Miguel do Guamá,1507607,Pará,"São Miguel do Guamá, Pará, Brazil",2018.0,1507607.0,São Miguel do Guamá,11591.64
2019,0.210452933169506,São Miguel do Guamá,1507607,Pará,"São Miguel do Guamá, Pará, Brazil",2019.0,1507607.0,São Miguel do Guamá,10684.42
2020,0.6570978103069047,São Miguel do Guamá,1507607,Pará,"São Miguel do Guamá, Pará, Brazil",2020.0,1507607.0,São Miguel do Guamá,12130.0
2021,0.8411977650932154,São Miguel do Guamá,1507607,Pará,"São Miguel do Guamá, Pará, Brazil",2021.0,1507607.0,São Miguel do Guamá,13160.19
2022,0.3930186972032004,São Miguel do Guamá,1507607,Pará,"São Miguel do Guamá, Pará, Brazil",,,,
2023,0.1002003669301051,São Miguel do Guamá,1507607,Pará,"São Miguel do Guamá, Pará, Brazil",,,,
2024,0.0,São Miguel do Guamá,1507607,Pará,"São Miguel do Guamá, Pará, Brazil",,,,
2008,0.0,São Sebastião da Boa Vista,1507706,Pará,"São Sebastião da Boa Vista, Pará, Brazil",2008.0,1507706.0,São Sebastião da Boa Vista,3010.27
2009,0.4644177239186772,São Sebastião da Boa Vista,1507706,Pará,"São Sebastião da Boa Vista, Pará, Brazil",2009.0,1507706.0,São Sebastião da Boa Vista,3196.78
2010,2.099645348655553,São Sebastião da Boa Vista,1507706,Pará,"São Sebastião da Boa Vista, Pará, Brazil",2010.0,1507706.0,São Sebastião da Boa Vista,4295.48
2011,0.0,São Sebastião da Boa Vista,1507706,Pará,"São Sebastião da Boa Vista, Pará, Brazil",2011.0,1507706.0,São Sebastião da Boa Vista,5175.88
2012,0.0787894814731292,São Sebastião da Boa Vista,1507706,Pará,"São Sebastião da Boa Vista, Pará, Brazil",2012.0,1507706.0,São Sebastião da Boa Vista,5550.32
2013,0.2582120326858733,São Sebastião da Boa Vista,1507706,Pará,"São Sebastião da Boa Vista, Pará, Brazil",2013.0,1507706.0,São Sebastião da Boa Vista,6320.27
2014,0.0,São Sebastião da Boa Vista,1507706,Pará,"São Sebastião da Boa Vista, Pará, Brazil",2014.0,1507706.0,São Sebastião da Boa Vista,6656.03
2015,0.0,São Sebastião da Boa Vista,1507706,Pará,"São Sebastião da Boa Vista, Pará, Brazil",2015.0,1507706.0,São Sebastião da Boa Vista,6733.26
2016,0.1360072602666911,São Sebastião da Boa Vista,1507706,Pará,"São Sebastião da Boa Vista, Pará, Brazil",2016.0,1507706.0,São Sebastião da Boa Vista,6926.94
2017,0.0699523642474012,São Sebastião da Boa Vista,1507706,Pará,"São Sebastião da Boa Vista, Pará, Brazil",2017.0,1507706.0,São Sebastião da Boa Vista,7986.91
2018,0.0,São Sebastião da Boa Vista,1507706,Pará,"São Sebastião da Boa Vista, Pará, Brazil",2018.0,1507706.0,São Sebastião da Boa Vista,7953.59
2019,0.0913952683057647,São Sebastião da Boa Vista,1507706,Pará,"São Sebastião da Boa Vista, Pará, Brazil",2019.0,1507706.0,São Sebastião da Boa Vista,7710.73
2020,0.4129797715383023,São Sebastião da Boa Vista,1507706,Pará,"São Sebastião da Boa Vista, Pará, Brazil",2020.0,1507706.0,São Sebastião da Boa Vista,8478.11
2021,0.2728362401283159,São Sebastião da Boa Vista,1507706,Pará,"São Sebastião da Boa Vista, Pará, Brazil",2021.0,1507706.0,São Sebastião da Boa Vista,8974.71
2022,0.0,São Sebastião da Boa Vista,1507706,Pará,"São Sebastião da Boa Vista, Pará, Brazil",,,,
2023,0.0,São Sebastião da Boa Vista,1507706,Pará,"São Sebastião da Boa Vista, Pará, Brazil",,,,
2024,0.0760906153150326,São Sebastião da Boa Vista,1507706,Pará,"São Sebastião da Boa Vista, Pará, Brazil",,,,
2008,71.89482601101646,Tailândia,1507953,Pará,"Tailândia, Pará, Brazil",2008.0,1507953.0,Tailândia,4506.96
2009,16.1901754653516,Tailândia,1507953,Pará,"Tailândia, Pará, Brazil",2009.0,1507953.0,Tailândia,4833.32
2010,48.57769835450066,Tailândia,1507953,Pará,"Tailândia, Pará, Brazil",2010.0,1507953.0,Tailândia,5324.16
2011,19.03543400810253,Tailândia,1507953,Pará,"Tailândia, Pará, Brazil",2011.0,1507953.0,Tailândia,5971.95
2012,8.983965726391235,Tailândia,1507953,Pará,"Tailândia, Pará, Brazil",2012.0,1507953.0,Tailândia,5950.3
2013,33.273152253683584,Tailândia,1507953,Pará,"Tailândia, Pará, Brazil",2013.0,1507953.0,Tailândia,6854.74
2014,9.889577149976498,Tailândia,1507953,Pará,"Tailândia, Pará, Brazil",2014.0,1507953.0,Tailândia,7923.99
2015,6.7028531729030085,Tailândia,1507953,Pará,"Tailândia, Pará, Brazil",2015.0,1507953.0,Tailândia,8129.01
2016,13.706467067812644,Tailândia,1507953,Pará,"Tailândia, Pará, Brazil",2016.0,1507953.0,Tailândia,8718.03
2017,13.772546032741374,Tailândia,1507953,Pará,"Tailândia, Pará, Brazil",2017.0,1507953.0,Tailândia,8195.75
2018,13.625316207091917,Tailândia,1507953,Pará,"Tailândia, Pará, Brazil",2018.0,1507953.0,Tailândia,8658.2
2019,19.96679563222914,Tailândia,1507953,Pará,"Tailândia, Pará, Brazil",2019.0,1507953.0,Tailândia,8924.77
2020,37.48152602548833,Tailândia,1507953,Pará,"Tailândia, Pará, Brazil",2020.0,1507953.0,Tailândia,9894.22
2021,39.4496731890063,Tailândia,1507953,Pará,"Tailândia, Pará, Brazil",2021.0,1507953.0,Tailândia,11579.35
2022,24.67817681997203,Tailândia,1507953,Pará,"Tailândia, Pará, Brazil",,,,
2023,35.63032401343199,Tailândia,1507953,Pará,"Tailândia, Pará, Brazil",,,,
2024,65.12649310998883,Tailândia,1507953,Pará,"Tailândia, Pará, Brazil",,,,
2008,1.305048057137618,Terra Alta,1507961,Pará,"Terra Alta, Pará, Brazil",2008.0,1507961.0,Terra Alta,2658.44
2009,0.0997547938386542,Terra Alta,1507961,Pará,"Terra Alta, Pará, Brazil",2009.0,1507961.0,Terra Alta,2974.55
2010,0.4050661299139448,Terra Alta,1507961,Pará,"Terra Alta, Pará, Brazil",2010.0,1507961.0,Terra Alta,3403.26
2011,0.1583993373233629,Terra Alta,1507961,Pará,"Terra Alta, Pará, Brazil",2011.0,1507961.0,Terra Alta,3840.81
2012,0.4229402602755204,Terra Alta,1507961,Pará,"Terra Alta, Pará, Brazil",2012.0,1507961.0,Terra Alta,3837.13
2013,0.1480441708909638,Terra Alta,1507961,Pará,"Terra Alta, Pará, Brazil",2013.0,1507961.0,Terra Alta,5852.4
2014,0.1923608265447064,Terra Alta,1507961,Pará,"Terra Alta, Pará, Brazil",2014.0,1507961.0,Terra Alta,5195.36
2015,0.0,Terra Alta,1507961,Pará,"Terra Alta, Pará, Brazil",2015.0,1507961.0,Terra Alta,5679.69
2016,0.3350148521119383,Terra Alta,1507961,Pará,"Terra Alta, Pará, Brazil",2016.0,1507961.0,Terra Alta,6053.03
2017,0.0,Terra Alta,1507961,Pará,"Terra Alta, Pará, Brazil",2017.0,1507961.0,Terra Alta,6300.5
2018,0.31946064610219,Terra Alta,1507961,Pará,"Terra Alta, Pará, Brazil",2018.0,1507961.0,Terra Alta,6071.97
2019,0.1732482221851923,Terra Alta,1507961,Pará,"Terra Alta, Pará, Brazil",2019.0,1507961.0,Terra Alta,6080.78
2020,0.2096249406260421,Terra Alta,1507961,Pará,"Terra Alta, Pará, Brazil",2020.0,1507961.0,Terra Alta,6514.7
2021,0.1307793326268216,Terra Alta,1507961,Pará,"Terra Alta, Pará, Brazil",2021.0,1507961.0,Terra Alta,6937.27
2022,0.0997996941913469,Terra Alta,1507961,Pará,"Terra Alta, Pará, Brazil",,,,
2023,0.2647169455158124,Terra Alta,1507961,Pará,"Terra Alta, Pará, Brazil",,,,
2024,0.0,Terra Alta,1507961,Pará,"Terra Alta, Pará, Brazil",,,,
2008,5.643963088065494,Terra Santa,1507979,Pará,"Terra Santa, Pará, Brazil",2008.0,1507979.0,Terra Santa,3048.04
2009,4.057797499849465,Terra Santa,1507979,Pará,"Terra Santa, Pará, Brazil",2009.0,1507979.0,Terra Santa,3492.21
2010,4.242913923723591,Terra Santa,1507979,Pará,"Terra Santa, Pará, Brazil",2010.0,1507979.0,Terra Santa,4246.36
2011,1.3944545091022909,Terra Santa,1507979,Pará,"Terra Santa, Pará, Brazil",2011.0,1507979.0,Terra Santa,4465.28
2012,0.6448021720074442,Terra Santa,1507979,Pará,"Terra Santa, Pará, Brazil",2012.0,1507979.0,Terra Santa,19995.46
2013,2.982561649496164,Terra Santa,1507979,Pará,"Terra Santa, Pará, Brazil",2013.0,1507979.0,Terra Santa,17275.48
2014,3.896049493710138,Terra Santa,1507979,Pará,"Terra Santa, Pará, Brazil",2014.0,1507979.0,Terra Santa,22484.2
2015,4.551526868095413,Terra Santa,1507979,Pará,"Terra Santa, Pará, Brazil",2015.0,1507979.0,Terra Santa,27007.05
2016,3.041407743643568,Terra Santa,1507979,Pará,"Terra Santa, Pará, Brazil",2016.0,1507979.0,Terra Santa,25335.93
