year,areakm,municipality,geocode_ibge,state,FullLocation,Ano,Código do Município,Nome do Município,"Produto Interno Bruto per capita, 
a preços correntes
(R$ 1,00)"
2013,0.6392228385631453,Melgaço,1504505,Pará,"Melgaço, Pará, Brazil",2013.0,1504505.0,Melgaço,4818.35
2014,1.5642529881369605,Melgaço,1504505,Pará,"Melgaço, Pará, Brazil",2014.0,1504505.0,Melgaço,5139.07
2015,0.2580190130994795,Melgaço,1504505,Pará,"Melgaço, Pará, Brazil",2015.0,1504505.0,Melgaço,5331.71
2016,0.5984557347802703,Melgaço,1504505,Pará,"Melgaço, Pará, Brazil",2016.0,1504505.0,Melgaço,6383.78
2017,2.9222801372613176,Melgaço,1504505,Pará,"Melgaço, Pará, Brazil",2017.0,1504505.0,Melgaço,6312.82
2018,1.5543145701710035,Melgaço,1504505,Pará,"Melgaço, Pará, Brazil",2018.0,1504505.0,Melgaço,6495.19
2019,2.553594565167129,Melgaço,1504505,Pará,"Melgaço, Pará, Brazil",2019.0,1504505.0,Melgaço,6509.82
2020,2.191864860142855,Melgaço,1504505,Pará,"Melgaço, Pará, Brazil",2020.0,1504505.0,Melgaço,7041.73
2021,1.849792695708107,Melgaço,1504505,Pará,"Melgaço, Pará, Brazil",2021.0,1504505.0,Melgaço,7711.49
2022,1.9171892126904988,Melgaço,1504505,Pará,"Melgaço, Pará, Brazil",,,,
2023,0.7411735731705755,Melgaço,1504505,Pará,"Melgaço, Pará, Brazil",,,,
2024,3.080421227856231,Melgaço,1504505,Pará,"Melgaço, Pará, Brazil",,,,
2008,0.5003275324230994,Mocajuba,1504604,Pará,"Mocajuba, Pará, Brazil",2008.0,1504604.0,Mocajuba,3789.59
2009,0.3389694600058355,Mocajuba,1504604,Pará,"Mocajuba, Pará, Brazil",2009.0,1504604.0,Mocajuba,4300.01
2010,1.9107473420860173,Mocajuba,1504604,Pará,"Mocajuba, Pará, Brazil",2010.0,1504604.0,Mocajuba,4817.39
2011,0.5680664410022135,Mocajuba,1504604,Pará,"Mocajuba, Pará, Brazil",2011.0,1504604.0,Mocajuba,5112.48
2012,0.314475479046244,Mocajuba,1504604,Pará,"Mocajuba, Pará, Brazil",2012.0,1504604.0,Mocajuba,6742.3
2013,0.159287589671482,Mocajuba,1504604,Pará,"Mocajuba, Pará, Brazil",2013.0,1504604.0,Mocajuba,7875.95
2014,0.2304734111113484,Mocajuba,1504604,Pará,"Mocajuba, Pará, Brazil",2014.0,1504604.0,Mocajuba,7613.75
2015,0.0,Mocajuba,1504604,Pará,"Mocajuba, Pará, Brazil",2015.0,1504604.0,Mocajuba,8634.56
2016,0.3079729918340521,Mocajuba,1504604,Pará,"Mocajuba, Pará, Brazil",2016.0,1504604.0,Mocajuba,9328.39
2017,0.3047721860434021,Mocajuba,1504604,Pará,"Mocajuba, Pará, Brazil",2017.0,1504604.0,Mocajuba,10124.38
2018,0.3035502656385947,Mocajuba,1504604,Pará,"Mocajuba, Pará, Brazil",2018.0,1504604.0,Mocajuba,9594.97
2019,0.1046508615972564,Mocajuba,1504604,Pará,"Mocajuba, Pará, Brazil",2019.0,1504604.0,Mocajuba,12164.29
2020,0.0876646327320181,Mocajuba,1504604,Pará,"Mocajuba, Pará, Brazil",2020.0,1504604.0,Mocajuba,15753.6
2021,6.504864688566886e-05,Mocajuba,1504604,Pará,"Mocajuba, Pará, Brazil",2021.0,1504604.0,Mocajuba,14164.3
2022,0.0,Mocajuba,1504604,Pará,"Mocajuba, Pará, Brazil",,,,
2023,0.2852627727233329,Mocajuba,1504604,Pará,"Mocajuba, Pará, Brazil",,,,
2024,0.2696017613058324,Mocajuba,1504604,Pará,"Mocajuba, Pará, Brazil",,,,
2008,115.95514213557544,Moju,1504703,Pará,"Moju, Pará, Brazil",2008.0,1504703.0,Moju,4852.16
2009,66.74439858857468,Moju,1504703,Pará,"Moju, Pará, Brazil",2009.0,1504703.0,Moju,5098.98
2010,115.47184655661351,Moju,1504703,Pará,"Moju, Pará, Brazil",2010.0,1504703.0,Moju,5702.24
2011,42.59889554137164,Moju,1504703,Pará,"Moju, Pará, Brazil",2011.0,1504703.0,Moju,6752.08
2012,43.074237660979975,Moju,1504703,Pará,"Moju, Pará, Brazil",2012.0,1504703.0,Moju,7747.94
2013,35.926941938177045,Moju,1504703,Pará,"Moju, Pará, Brazil",2013.0,1504703.0,Moju,8792.09
2014,24.784825538933443,Moju,1504703,Pará,"Moju, Pará, Brazil",2014.0,1504703.0,Moju,8558.76
2015,25.543577234572,Moju,1504703,Pará,"Moju, Pará, Brazil",2015.0,1504703.0,Moju,9578.64
2016,30.28365061306542,Moju,1504703,Pará,"Moju, Pará, Brazil",2016.0,1504703.0,Moju,11053.63
2017,43.13729344628453,Moju,1504703,Pará,"Moju, Pará, Brazil",2017.0,1504703.0,Moju,11181.13
2018,33.5163262136526,Moju,1504703,Pará,"Moju, Pará, Brazil",2018.0,1504703.0,Moju,10392.44
2019,27.907128267623506,Moju,1504703,Pará,"Moju, Pará, Brazil",2019.0,1504703.0,Moju,11144.49
2020,36.28778167227228,Moju,1504703,Pará,"Moju, Pará, Brazil",2020.0,1504703.0,Moju,15235.6
2021,55.6858774439168,Moju,1504703,Pará,"Moju, Pará, Brazil",2021.0,1504703.0,Moju,16005.52
2022,74.62916121902042,Moju,1504703,Pará,"Moju, Pará, Brazil",,,,
2023,97.24037508760384,Moju,1504703,Pará,"Moju, Pará, Brazil",,,,
2024,63.05447650024658,Moju,1504703,Pará,"Moju, Pará, Brazil",,,,
2008,25.491512354374983,Mojuí dos Campos,1504752,Pará,"Mojuí dos Campos, Pará, Brazil",,,,
2009,29.955332794162445,Mojuí dos Campos,1504752,Pará,"Mojuí dos Campos, Pará, Brazil",,,,
2010,12.747223109107006,Mojuí dos Campos,1504752,Pará,"Mojuí dos Campos, Pará, Brazil",,,,
2011,10.871302152618991,Mojuí dos Campos,1504752,Pará,"Mojuí dos Campos, Pará, Brazil",,,,
2012,11.368986145979653,Mojuí dos Campos,1504752,Pará,"Mojuí dos Campos, Pará, Brazil",,,,
2013,3.943568955358532,Mojuí dos Campos,1504752,Pará,"Mojuí dos Campos, Pará, Brazil",2013.0,1504752.0,Mojuí dos Campos,13986.68
2014,6.169840047595296,Mojuí dos Campos,1504752,Pará,"Mojuí dos Campos, Pará, Brazil",2014.0,1504752.0,Mojuí dos Campos,14907.39
2015,31.919231264883887,Mojuí dos Campos,1504752,Pará,"Mojuí dos Campos, Pará, Brazil",2015.0,1504752.0,Mojuí dos Campos,8138.46
2016,10.155510924674676,Mojuí dos Campos,1504752,Pará,"Mojuí dos Campos, Pará, Brazil",2016.0,1504752.0,Mojuí dos Campos,8847.48
2017,19.258291795019424,Mojuí dos Campos,1504752,Pará,"Mojuí dos Campos, Pará, Brazil",2017.0,1504752.0,Mojuí dos Campos,9920.03
2018,24.189501964013356,Mojuí dos Campos,1504752,Pará,"Mojuí dos Campos, Pará, Brazil",2018.0,1504752.0,Mojuí dos Campos,9591.75
2019,45.26635203952639,Mojuí dos Campos,1504752,Pará,"Mojuí dos Campos, Pará, Brazil",2019.0,1504752.0,Mojuí dos Campos,10580.49
2020,31.41480181515381,Mojuí dos Campos,1504752,Pará,"Mojuí dos Campos, Pará, Brazil",2020.0,1504752.0,Mojuí dos Campos,12008.91
2021,61.83692085575761,Mojuí dos Campos,1504752,Pará,"Mojuí dos Campos, Pará, Brazil",2021.0,1504752.0,Mojuí dos Campos,17727.77
2022,80.8327005947257,Mojuí dos Campos,1504752,Pará,"Mojuí dos Campos, Pará, Brazil",,,,
2023,91.0430819840163,Mojuí dos Campos,1504752,Pará,"Mojuí dos Campos, Pará, Brazil",,,,
2024,83.22085072995914,Mojuí dos Campos,1504752,Pará,"Mojuí dos Campos, Pará, Brazil",,,,
2008,30.17588801117028,Monte Alegre,1504802,Pará,"Monte Alegre, Pará, Brazil",2008.0,1504802.0,Monte Alegre,5000.44
2009,7.31896489848915,Monte Alegre,1504802,Pará,"Monte Alegre, Pará, Brazil",2009.0,1504802.0,Monte Alegre,4696.01
2010,19.9600649919542,Monte Alegre,1504802,Pará,"Monte Alegre, Pará, Brazil",2010.0,1504802.0,Monte Alegre,7108.61
2011,10.852669657283888,Monte Alegre,1504802,Pará,"Monte Alegre, Pará, Brazil",2011.0,1504802.0,Monte Alegre,6670.82
2012,14.983635714610712,Monte Alegre,1504802,Pará,"Monte Alegre, Pará, Brazil",2012.0,1504802.0,Monte Alegre,7434.17
2013,9.670406759981622,Monte Alegre,1504802,Pará,"Monte Alegre, Pará, Brazil",2013.0,1504802.0,Monte Alegre,9898.03
2014,15.096992225853004,Monte Alegre,1504802,Pará,"Monte Alegre, Pará, Brazil",2014.0,1504802.0,Monte Alegre,10025.72
2015,10.964851262158149,Monte Alegre,1504802,Pará,"Monte Alegre, Pará, Brazil",2015.0,1504802.0,Monte Alegre,10881.53
2016,23.489161014772098,Monte Alegre,1504802,Pará,"Monte Alegre, Pará, Brazil",2016.0,1504802.0,Monte Alegre,12094.92
2017,31.04807112842243,Monte Alegre,1504802,Pará,"Monte Alegre, Pará, Brazil",2017.0,1504802.0,Monte Alegre,12223.51
2018,11.591813050980052,Monte Alegre,1504802,Pará,"Monte Alegre, Pará, Brazil",2018.0,1504802.0,Monte Alegre,12451.87
2019,25.767719990870752,Monte Alegre,1504802,Pará,"Monte Alegre, Pará, Brazil",2019.0,1504802.0,Monte Alegre,10708.37
2020,32.832006824813384,Monte Alegre,1504802,Pará,"Monte Alegre, Pará, Brazil",2020.0,1504802.0,Monte Alegre,12226.91
2021,37.56842702292231,Monte Alegre,1504802,Pará,"Monte Alegre, Pará, Brazil",2021.0,1504802.0,Monte Alegre,13850.64
2022,37.280289875881394,Monte Alegre,1504802,Pará,"Monte Alegre, Pará, Brazil",,,,
2023,16.38367018051568,Monte Alegre,1504802,Pará,"Monte Alegre, Pará, Brazil",,,,
2024,26.31152210046761,Monte Alegre,1504802,Pará,"Monte Alegre, Pará, Brazil",,,,
2008,0.0,Muaná,1504901,Pará,"Muaná, Pará, Brazil",2008.0,1504901.0,Muaná,3130.33
2009,0.7536896814896986,Muaná,1504901,Pará,"Muaná, Pará, Brazil",2009.0,1504901.0,Muaná,3508.09
2010,1.6851618253068184,Muaná,1504901,Pará,"Muaná, Pará, Brazil",2010.0,1504901.0,Muaná,4106.78
2011,0.1236269111702288,Muaná,1504901,Pará,"Muaná, Pará, Brazil",2011.0,1504901.0,Muaná,5034.05
2012,0.0924562917502258,Muaná,1504901,Pará,"Muaná, Pará, Brazil",2012.0,1504901.0,Muaná,5387.8
2013,0.0,Muaná,1504901,Pará,"Muaná, Pará, Brazil",2013.0,1504901.0,Muaná,6424.66
2014,0.0,Muaná,1504901,Pará,"Muaná, Pará, Brazil",2014.0,1504901.0,Muaná,5705.25
2015,0.0,Muaná,1504901,Pará,"Muaná, Pará, Brazil",2015.0,1504901.0,Muaná,6121.78
2016,0.0,Muaná,1504901,Pará,"Muaná, Pará, Brazil",2016.0,1504901.0,Muaná,6044.77
2017,0.0,Muaná,1504901,Pará,"Muaná, Pará, Brazil",2017.0,1504901.0,Muaná,6625.76
2018,0.2600873709278131,Muaná,1504901,Pará,"Muaná, Pará, Brazil",2018.0,1504901.0,Muaná,6471.19
2019,0.0,Muaná,1504901,Pará,"Muaná, Pará, Brazil",2019.0,1504901.0,Muaná,7251.18
2020,0.0931347032496989,Muaná,1504901,Pará,"Muaná, Pará, Brazil",2020.0,1504901.0,Muaná,7880.69
2021,0.3040429699835982,Muaná,1504901,Pará,"Muaná, Pará, Brazil",2021.0,1504901.0,Muaná,8172.04
2022,0.1281818676241483,Muaná,1504901,Pará,"Muaná, Pará, Brazil",,,,
2023,0.0,Muaná,1504901,Pará,"Muaná, Pará, Brazil",,,,
2024,0.3299540151881008,Muaná,1504901,Pará,"Muaná, Pará, Brazil",,,,
2008,0.2873450062982197,Mãe do Rio,1504059,Pará,"Mãe do Rio, Pará, Brazil",2008.0,1504059.0,Mãe do Rio,5383.37
2009,0.0,Mãe do Rio,1504059,Pará,"Mãe do Rio, Pará, Brazil",2009.0,1504059.0,Mãe do Rio,5710.09
2010,0.0,Mãe do Rio,1504059,Pará,"Mãe do Rio, Pará, Brazil",2010.0,1504059.0,Mãe do Rio,6273.19
2011,0.0646371138164544,Mãe do Rio,1504059,Pará,"Mãe do Rio, Pará, Brazil",2011.0,1504059.0,Mãe do Rio,6760.57
2012,0.0,Mãe do Rio,1504059,Pará,"Mãe do Rio, Pará, Brazil",2012.0,1504059.0,Mãe do Rio,6952.13
2013,0.0,Mãe do Rio,1504059,Pará,"Mãe do Rio, Pará, Brazil",2013.0,1504059.0,Mãe do Rio,8241.24
2014,0.0,Mãe do Rio,1504059,Pará,"Mãe do Rio, Pará, Brazil",2014.0,1504059.0,Mãe do Rio,9184.27
2015,0.1572753701330165,Mãe do Rio,1504059,Pará,"Mãe do Rio, Pará, Brazil",2015.0,1504059.0,Mãe do Rio,9555.51
2016,0.4304100496228001,Mãe do Rio,1504059,Pará,"Mãe do Rio, Pará, Brazil",2016.0,1504059.0,Mãe do Rio,9754.87
2017,0.3674160747421724,Mãe do Rio,1504059,Pará,"Mãe do Rio, Pará, Brazil",2017.0,1504059.0,Mãe do Rio,10014.07
2018,0.0,Mãe do Rio,1504059,Pará,"Mãe do Rio, Pará, Brazil",2018.0,1504059.0,Mãe do Rio,9791.01
2019,0.0,Mãe do Rio,1504059,Pará,"Mãe do Rio, Pará, Brazil",2019.0,1504059.0,Mãe do Rio,9691.0
2020,0.2061851963966422,Mãe do Rio,1504059,Pará,"Mãe do Rio, Pará, Brazil",2020.0,1504059.0,Mãe do Rio,10742.1
2021,0.0,Mãe do Rio,1504059,Pará,"Mãe do Rio, Pará, Brazil",2021.0,1504059.0,Mãe do Rio,11198.48
2022,0.0,Mãe do Rio,1504059,Pará,"Mãe do Rio, Pará, Brazil",,,,
2023,0.0677997728886366,Mãe do Rio,1504059,Pará,"Mãe do Rio, Pará, Brazil",,,,
2024,0.0,Mãe do Rio,1504059,Pará,"Mãe do Rio, Pará, Brazil",,,,
2008,16.33579151883293,Nova Esperança do Piriá,1504950,Pará,"Nova Esperança do Piriá, Pará, Brazil",2008.0,1504950.0,Nova Esperança do Piriá,2913.66
2009,59.57541822535936,Nova Esperança do Piriá,1504950,Pará,"Nova Esperança do Piriá, Pará, Brazil",2009.0,1504950.0,Nova Esperança do Piriá,3896.72
2010,9.995647691124498,Nova Esperança do Piriá,1504950,Pará,"Nova Esperança do Piriá, Pará, Brazil",2010.0,1504950.0,Nova Esperança do Piriá,4884.44
2011,33.102990929347115,Nova Esperança do Piriá,1504950,Pará,"Nova Esperança do Piriá, Pará, Brazil",2011.0,1504950.0,Nova Esperança do Piriá,6044.55
2012,2.5720493161404003,Nova Esperança do Piriá,1504950,Pará,"Nova Esperança do Piriá, Pará, Brazil",2012.0,1504950.0,Nova Esperança do Piriá,5259.17
2013,6.820178379440331,Nova Esperança do Piriá,1504950,Pará,"Nova Esperança do Piriá, Pará, Brazil",2013.0,1504950.0,Nova Esperança do Piriá,8137.81
2014,13.55367295367824,Nova Esperança do Piriá,1504950,Pará,"Nova Esperança do Piriá, Pará, Brazil",2014.0,1504950.0,Nova Esperança do Piriá,7192.04
2015,2.731029140558848,Nova Esperança do Piriá,1504950,Pará,"Nova Esperança do Piriá, Pará, Brazil",2015.0,1504950.0,Nova Esperança do Piriá,8664.66
2016,7.373500277063904,Nova Esperança do Piriá,1504950,Pará,"Nova Esperança do Piriá, Pará, Brazil",2016.0,1504950.0,Nova Esperança do Piriá,8758.65
2017,5.503500761135831,Nova Esperança do Piriá,1504950,Pará,"Nova Esperança do Piriá, Pará, Brazil",2017.0,1504950.0,Nova Esperança do Piriá,10371.32
2018,4.542836099383018,Nova Esperança do Piriá,1504950,Pará,"Nova Esperança do Piriá, Pará, Brazil",2018.0,1504950.0,Nova Esperança do Piriá,9294.4
2019,4.362332830571441,Nova Esperança do Piriá,1504950,Pará,"Nova Esperança do Piriá, Pará, Brazil",2019.0,1504950.0,Nova Esperança do Piriá,9749.62
2020,7.7111130333045885,Nova Esperança do Piriá,1504950,Pará,"Nova Esperança do Piriá, Pará, Brazil",2020.0,1504950.0,Nova Esperança do Piriá,12021.2
2021,2.3856515854815794,Nova Esperança do Piriá,1504950,Pará,"Nova Esperança do Piriá, Pará, Brazil",2021.0,1504950.0,Nova Esperança do Piriá,16303.8
2022,7.904255331343624,Nova Esperança do Piriá,1504950,Pará,"Nova Esperança do Piriá, Pará, Brazil",,,,
2023,4.312444395935193,Nova Esperança do Piriá,1504950,Pará,"Nova Esperança do Piriá, Pará, Brazil",,,,
2024,4.320554565503579,Nova Esperança do Piriá,1504950,Pará,"Nova Esperança do Piriá, Pará, Brazil",,,,
2008,11.216112537521076,Nova Ipixuna,1504976,Pará,"Nova Ipixuna, Pará, Brazil",2008.0,1504976.0,Nova Ipixuna,3760.81
2009,10.406390419501712,Nova Ipixuna,1504976,Pará,"Nova Ipixuna, Pará, Brazil",2009.0,1504976.0,Nova Ipixuna,3870.35
2010,7.326193050987872,Nova Ipixuna,1504976,Pará,"Nova Ipixuna, Pará, Brazil",2010.0,1504976.0,Nova Ipixuna,4599.09
2011,5.324453572100377,Nova Ipixuna,1504976,Pará,"Nova Ipixuna, Pará, Brazil",2011.0,1504976.0,Nova Ipixuna,5407.73
2012,2.5772029592977264,Nova Ipixuna,1504976,Pará,"Nova Ipixuna, Pará, Brazil",2012.0,1504976.0,Nova Ipixuna,6291.55
2013,2.19823581307753,Nova Ipixuna,1504976,Pará,"Nova Ipixuna, Pará, Brazil",2013.0,1504976.0,Nova Ipixuna,6569.89
2014,2.159274352083862,Nova Ipixuna,1504976,Pará,"Nova Ipixuna, Pará, Brazil",2014.0,1504976.0,Nova Ipixuna,7128.84
2015,3.667773580798495,Nova Ipixuna,1504976,Pará,"Nova Ipixuna, Pará, Brazil",2015.0,1504976.0,Nova Ipixuna,8441.48
2016,4.486492876130207,Nova Ipixuna,1504976,Pará,"Nova Ipixuna, Pará, Brazil",2016.0,1504976.0,Nova Ipixuna,8413.04
2017,3.943685875848562,Nova Ipixuna,1504976,Pará,"Nova Ipixuna, Pará, Brazil",2017.0,1504976.0,Nova Ipixuna,8445.51
2018,3.002665760461036,Nova Ipixuna,1504976,Pará,"Nova Ipixuna, Pará, Brazil",2018.0,1504976.0,Nova Ipixuna,8275.21
2019,6.409354374662352,Nova Ipixuna,1504976,Pará,"Nova Ipixuna, Pará, Brazil",2019.0,1504976.0,Nova Ipixuna,9495.18
2020,6.547956666060469,Nova Ipixuna,1504976,Pará,"Nova Ipixuna, Pará, Brazil",2020.0,1504976.0,Nova Ipixuna,10049.22
2021,3.705646228049816,Nova Ipixuna,1504976,Pará,"Nova Ipixuna, Pará, Brazil",2021.0,1504976.0,Nova Ipixuna,11311.77
2022,4.031148618727018,Nova Ipixuna,1504976,Pará,"Nova Ipixuna, Pará, Brazil",,,,
2023,2.469116929726946,Nova Ipixuna,1504976,Pará,"Nova Ipixuna, Pará, Brazil",,,,
2024,2.2895148173915048,Nova Ipixuna,1504976,Pará,"Nova Ipixuna, Pará, Brazil",,,,
2008,2.325814428399439,Nova Timboteua,1505007,Pará,"Nova Timboteua, Pará, Brazil",2008.0,1505007.0,Nova Timboteua,3272.61
2009,0.3453709503576534,Nova Timboteua,1505007,Pará,"Nova Timboteua, Pará, Brazil",2009.0,1505007.0,Nova Timboteua,4135.36
2010,0.1689022114525748,Nova Timboteua,1505007,Pará,"Nova Timboteua, Pará, Brazil",2010.0,1505007.0,Nova Timboteua,4121.23
2011,0.1921939734879178,Nova Timboteua,1505007,Pará,"Nova Timboteua, Pará, Brazil",2011.0,1505007.0,Nova Timboteua,4735.87
2012,0.0793603154624363,Nova Timboteua,1505007,Pará,"Nova Timboteua, Pará, Brazil",2012.0,1505007.0,Nova Timboteua,5363.35
2013,0.4051650081524143,Nova Timboteua,1505007,Pará,"Nova Timboteua, Pará, Brazil",2013.0,1505007.0,Nova Timboteua,6306.22
2014,0.0,Nova Timboteua,1505007,Pará,"Nova Timboteua, Pará, Brazil",2014.0,1505007.0,Nova Timboteua,6604.96
2015,0.274631188578179,Nova Timboteua,1505007,Pará,"Nova Timboteua, Pará, Brazil",2015.0,1505007.0,Nova Timboteua,6876.03
2016,0.4685827310623051,Nova Timboteua,1505007,Pará,"Nova Timboteua, Pará, Brazil",2016.0,1505007.0,Nova Timboteua,7737.25
2017,0.6064383186438235,Nova Timboteua,1505007,Pará,"Nova Timboteua, Pará, Brazil",2017.0,1505007.0,Nova Timboteua,8224.5
2018,0.5361400007955123,Nova Timboteua,1505007,Pará,"Nova Timboteua, Pará, Brazil",2018.0,1505007.0,Nova Timboteua,7799.11
2019,0.0,Nova Timboteua,1505007,Pará,"Nova Timboteua, Pará, Brazil",2019.0,1505007.0,Nova Timboteua,7537.95
2020,0.0713641750871033,Nova Timboteua,1505007,Pará,"Nova Timboteua, Pará, Brazil",2020.0,1505007.0,Nova Timboteua,9276.26
2021,0.0,Nova Timboteua,1505007,Pará,"Nova Timboteua, Pará, Brazil",2021.0,1505007.0,Nova Timboteua,9426.75
2022,0.0241163045100232,Nova Timboteua,1505007,Pará,"Nova Timboteua, Pará, Brazil",,,,
2023,0.3590816984944766,Nova Timboteua,1505007,Pará,"Nova Timboteua, Pará, Brazil",,,,
2024,0.0,Nova Timboteua,1505007,Pará,"Nova Timboteua, Pará, Brazil",,,,
2008,235.91434897552975,Novo Progresso,1505031,Pará,"Novo Progresso, Pará, Brazil",2008.0,1505031.0,Novo Progresso,7597.5
2009,316.7808767692498,Novo Progresso,1505031,Pará,"Novo Progresso, Pará, Brazil",2009.0,1505031.0,Novo Progresso,8034.49
2010,50.78237877412973,Novo Progresso,1505031,Pará,"Novo Progresso, Pará, Brazil",2010.0,1505031.0,Novo Progresso,11694.93
2011,53.14191308975218,Novo Progresso,1505031,Pará,"Novo Progresso, Pará, Brazil",2011.0,1505031.0,Novo Progresso,11807.16
2012,74.00025792925652,Novo Progresso,1505031,Pará,"Novo Progresso, Pará, Brazil",2012.0,1505031.0,Novo Progresso,13166.41
2013,164.23406362291553,Novo Progresso,1505031,Pará,"Novo Progresso, Pará, Brazil",2013.0,1505031.0,Novo Progresso,14102.54
2014,115.43065776930382,Novo Progresso,1505031,Pará,"Novo Progresso, Pará, Brazil",2014.0,1505031.0,Novo Progresso,16868.04
2015,169.63415422825722,Novo Progresso,1505031,Pará,"Novo Progresso, Pará, Brazil",2015.0,1505031.0,Novo Progresso,18584.19
2016,140.5793130207587,Novo Progresso,1505031,Pará,"Novo Progresso, Pará, Brazil",2016.0,1505031.0,Novo Progresso,22352.16
2017,60.57949200316838,Novo Progresso,1505031,Pará,"Novo Progresso, Pará, Brazil",2017.0,1505031.0,Novo Progresso,24269.39
2018,192.20328883011427,Novo Progresso,1505031,Pará,"Novo Progresso, Pará, Brazil",2018.0,1505031.0,Novo Progresso,22687.67
2019,201.1185924418176,Novo Progresso,1505031,Pará,"Novo Progresso, Pará, Brazil",2019.0,1505031.0,Novo Progresso,27122.47
2020,364.0993826370098,Novo Progresso,1505031,Pará,"Novo Progresso, Pará, Brazil",2020.0,1505031.0,Novo Progresso,32144.47
2021,414.1745302708784,Novo Progresso,1505031,Pará,"Novo Progresso, Pará, Brazil",2021.0,1505031.0,Novo Progresso,37701.86
2022,261.7820693922216,Novo Progresso,1505031,Pará,"Novo Progresso, Pará, Brazil",,,,
2023,96.5078380406235,Novo Progresso,1505031,Pará,"Novo Progresso, Pará, Brazil",,,,
2024,62.56943300493994,Novo Progresso,1505031,Pará,"Novo Progresso, Pará, Brazil",,,,
2008,482.4494246680737,Novo Repartimento,1505064,Pará,"Novo Repartimento, Pará, Brazil",2008.0,1505064.0,Novo Repartimento,4231.81
2009,285.5417515859984,Novo Repartimento,1505064,Pará,"Novo Repartimento, Pará, Brazil",2009.0,1505064.0,Novo Repartimento,4778.42
2010,222.7274266335347,Novo Repartimento,1505064,Pará,"Novo Repartimento, Pará, Brazil",2010.0,1505064.0,Novo Repartimento,5600.91
2011,181.86110563027103,Novo Repartimento,1505064,Pará,"Novo Repartimento, Pará, Brazil",2011.0,1505064.0,Novo Repartimento,6452.46
2012,120.849015189532,Novo Repartimento,1505064,Pará,"Novo Repartimento, Pará, Brazil",2012.0,1505064.0,Novo Repartimento,7771.96
2013,150.3987667182178,Novo Repartimento,1505064,Pará,"Novo Repartimento, Pará, Brazil",2013.0,1505064.0,Novo Repartimento,8759.24
2014,77.78002223307782,Novo Repartimento,1505064,Pará,"Novo Repartimento, Pará, Brazil",2014.0,1505064.0,Novo Repartimento,9492.23
2015,73.55609056370835,Novo Repartimento,1505064,Pará,"Novo Repartimento, Pará, Brazil",2015.0,1505064.0,Novo Repartimento,10403.89
2016,224.92473492717127,Novo Repartimento,1505064,Pará,"Novo Repartimento, Pará, Brazil",2016.0,1505064.0,Novo Repartimento,11383.78
2017,121.6623506609361,Novo Repartimento,1505064,Pará,"Novo Repartimento, Pará, Brazil",2017.0,1505064.0,Novo Repartimento,11381.07
2018,166.98515402084655,Novo Repartimento,1505064,Pará,"Novo Repartimento, Pará, Brazil",2018.0,1505064.0,Novo Repartimento,11446.09
2019,141.16038731896788,Novo Repartimento,1505064,Pará,"Novo Repartimento, Pará, Brazil",2019.0,1505064.0,Novo Repartimento,10947.82
2020,154.81853870281157,Novo Repartimento,1505064,Pará,"Novo Repartimento, Pará, Brazil",2020.0,1505064.0,Novo Repartimento,12195.78
2021,190.5289918159532,Novo Repartimento,1505064,Pará,"Novo Repartimento, Pará, Brazil",2021.0,1505064.0,Novo Repartimento,14231.91
2022,109.36540855290065,Novo Repartimento,1505064,Pará,"Novo Repartimento, Pará, Brazil",,,,
2023,107.96710328008572,Novo Repartimento,1505064,Pará,"Novo Repartimento, Pará, Brazil",,,,
2024,69.37167917707681,Novo Repartimento,1505064,Pará,"Novo Repartimento, Pará, Brazil",,,,
2008,4.8942290287641805,Oeiras do Pará,1505205,Pará,"Oeiras do Pará, Pará, Brazil",2008.0,1505205.0,Oeiras do Pará,3850.47
2009,8.073349181548338,Oeiras do Pará,1505205,Pará,"Oeiras do Pará, Pará, Brazil",2009.0,1505205.0,Oeiras do Pará,4351.02
2010,56.79415022044831,Oeiras do Pará,1505205,Pará,"Oeiras do Pará, Pará, Brazil",2010.0,1505205.0,Oeiras do Pará,5393.31
2011,6.474455196452638,Oeiras do Pará,1505205,Pará,"Oeiras do Pará, Pará, Brazil",2011.0,1505205.0,Oeiras do Pará,6019.54
2012,3.2464321193742918,Oeiras do Pará,1505205,Pará,"Oeiras do Pará, Pará, Brazil",2012.0,1505205.0,Oeiras do Pará,7246.61
2013,2.330661227793543,Oeiras do Pará,1505205,Pará,"Oeiras do Pará, Pará, Brazil",2013.0,1505205.0,Oeiras do Pará,9523.59
2014,1.868780153465509,Oeiras do Pará,1505205,Pará,"Oeiras do Pará, Pará, Brazil",2014.0,1505205.0,Oeiras do Pará,9361.78
2015,1.9329505127584323,Oeiras do Pará,1505205,Pará,"Oeiras do Pará, Pará, Brazil",2015.0,1505205.0,Oeiras do Pará,11628.51
2016,3.622243009226483,Oeiras do Pará,1505205,Pará,"Oeiras do Pará, Pará, Brazil",2016.0,1505205.0,Oeiras do Pará,15711.56
2017,7.501540454513018,Oeiras do Pará,1505205,Pará,"Oeiras do Pará, Pará, Brazil",2017.0,1505205.0,Oeiras do Pará,13655.25
2018,1.8860470268393137,Oeiras do Pará,1505205,Pará,"Oeiras do Pará, Pará, Brazil",2018.0,1505205.0,Oeiras do Pará,12073.86
