Município,Ano,Área plantada (ha)
Mojuí dos Campos,2011,0
Mojuí dos Campos,2012,0
Mojuí dos Campos,2013,7069
Mojuí dos Campos,2014,12300
Mojuí dos Campos,2015,12300
Mojuí dos Campos,2016,12300
Mojuí dos Campos,2017,23500
Mojuí dos Campos,2018,20346
Mojuí dos Campos,2019,21500
Mojuí dos Campos,2020,35000
Mojuí dos Campos,2021,46000
Mojuí dos Campos,2022,50000
Mojuí dos Campos,2023,50000
Monte Alegre,2008,0
Monte Alegre,2009,0
Monte Alegre,2010,0
Monte Alegre,2011,0
Monte Alegre,2012,0
Monte Alegre,2013,0
Monte Alegre,2014,0
Monte Alegre,2015,0
Monte Alegre,2016,0
Monte Alegre,2017,0
Monte Alegre,2018,0
Monte Alegre,2019,0
Monte Alegre,2020,0
Monte Alegre,2021,0
Monte Alegre,2022,0
Monte Alegre,2023,0
Muaná,2008,0
Muaná,2009,0
Muaná,2010,0
Muaná,2011,0
Muaná,2012,0
Muaná,2013,0
Muaná,2014,0
Muaná,2015,0
Muaná,2016,0
Muaná,2017,0
Muaná,2018,0
Muaná,2019,0
Muaná,2020,0
Muaná,2021,0
Muaná,2022,0
Muaná,2023,0
Mãe do Rio,2008,0
Mãe do Rio,2009,0
Mãe do Rio,2010,0
Mãe do Rio,2011,0
Mãe do Rio,2012,0
Mãe do Rio,2013,0
Mãe do Rio,2014,0
Mãe do Rio,2015,0
Mãe do Rio,2016,0
Mãe do Rio,2017,0
Mãe do Rio,2018,0
Mãe do Rio,2019,0
Mãe do Rio,2020,0
Mãe do Rio,2021,0
Mãe do Rio,2022,0
Mãe do Rio,2023,0
Nova Esperança do Piriá,2008,0
Nova Esperança do Piriá,2009,0
Nova Esperança do Piriá,2010,0
Nova Esperança do Piriá,2011,0
Nova Esperança do Piriá,2012,0
Nova Esperança do Piriá,2013,0
Nova Esperança do Piriá,2014,0
Nova Esperança do Piriá,2015,0
Nova Esperança do Piriá,2016,0
Nova Esperança do Piriá,2017,0
Nova Esperança do Piriá,2018,0
Nova Esperança do Piriá,2019,0
Nova Esperança do Piriá,2020,0
Nova Esperança do Piriá,2021,0
Nova Esperança do Piriá,2022,0
Nova Esperança do Piriá,2023,0
Nova Ipixuna,2008,0
Nova Ipixuna,2009,0
Nova Ipixuna,2010,0
Nova Ipixuna,2011,0
Nova Ipixuna,2012,0
Nova Ipixuna,2013,0
Nova Ipixuna,2014,0
Nova Ipixuna,2015,0
Nova Ipixuna,2016,0
Nova Ipixuna,2017,0
Nova Ipixuna,2018,0
Nova Ipixuna,2019,0
Nova Ipixuna,2020,0
Nova Ipixuna,2021,0
Nova Ipixuna,2022,0
Nova Ipixuna,2023,0
Nova Timboteua,2008,0
Nova Timboteua,2009,0
Nova Timboteua,2010,0
Nova Timboteua,2011,0
Nova Timboteua,2012,0
Nova Timboteua,2013,0
Nova Timboteua,2014,0
Nova Timboteua,2015,0
Nova Timboteua,2016,0
Nova Timboteua,2017,0
Nova Timboteua,2018,0
Nova Timboteua,2019,0
Nova Timboteua,2020,0
Nova Timboteua,2021,0
Nova Timboteua,2022,0
Nova Timboteua,2023,0
Novo Progresso,2008,1000
Novo Progresso,2009,1000
Novo Progresso,2010,0
Novo Progresso,2011,0
Novo Progresso,2012,1000
Novo Progresso,2013,1000
Novo Progresso,2014,1000
Novo Progresso,2015,2000
Novo Progresso,2016,16000
Novo Progresso,2017,17000
Novo Progresso,2018,8000
Novo Progresso,2019,12500
Novo Progresso,2020,12500
Novo Progresso,2021,20000
Novo Progresso,2022,20000
Novo Progresso,2023,28472
Novo Repartimento,2008,0
Novo Repartimento,2009,0
Novo Repartimento,2010,0
Novo Repartimento,2011,0
Novo Repartimento,2012,0
Novo Repartimento,2013,0
Novo Repartimento,2014,0
Novo Repartimento,2015,0
Novo Repartimento,2016,0
Novo Repartimento,2017,0
Novo Repartimento,2018,0
Novo Repartimento,2019,0
Novo Repartimento,2020,0
Novo Repartimento,2021,0
Novo Repartimento,2022,0
Novo Repartimento,2023,0
Oeiras do Pará,2008,0
Oeiras do Pará,2009,0
Oeiras do Pará,2010,0
Oeiras do Pará,2011,0
Oeiras do Pará,2012,0
Oeiras do Pará,2013,0
Oeiras do Pará,2014,0
Oeiras do Pará,2015,0
Oeiras do Pará,2016,0
Oeiras do Pará,2017,0
Oeiras do Pará,2018,0
Oeiras do Pará,2019,0
Oeiras do Pará,2020,0
Oeiras do Pará,2021,0
Oeiras do Pará,2022,0
Oeiras do Pará,2023,0
Oriximiná,2008,0
Oriximiná,2009,0
Oriximiná,2010,0
Oriximiná,2011,0
Oriximiná,2012,0
Oriximiná,2013,0
Oriximiná,2014,0
Oriximiná,2015,0
Oriximiná,2016,0
Oriximiná,2017,0
Oriximiná,2018,0
Oriximiná,2019,0
Oriximiná,2020,0
Oriximiná,2021,0
Oriximiná,2022,0
Oriximiná,2023,0
Ourilândia do Norte,2008,0
Ourilândia do Norte,2009,0
Ourilândia do Norte,2010,0
Ourilândia do Norte,2011,0
Ourilândia do Norte,2012,0
Ourilândia do Norte,2013,0
Ourilândia do Norte,2014,0
Ourilândia do Norte,2015,0
Ourilândia do Norte,2016,0
Ourilândia do Norte,2017,0
Ourilândia do Norte,2018,0
Ourilândia do Norte,2019,0
Ourilândia do Norte,2020,0
Ourilândia do Norte,2021,0
Ourilândia do Norte,2022,0
Ourilândia do Norte,2023,0
Ourém,2008,0
Ourém,2009,0
Ourém,2010,0
Ourém,2011,0
Ourém,2012,0
Ourém,2013,0
Ourém,2014,0
Ourém,2015,0
Ourém,2016,0
Ourém,2017,0
Ourém,2018,0
Ourém,2019,0
Ourém,2020,0
Ourém,2021,0
Ourém,2022,0
Ourém,2023,0
Pacajá,2008,0
Pacajá,2009,0
Pacajá,2010,0
Pacajá,2011,0
Pacajá,2012,0
Pacajá,2013,0
Pacajá,2014,0
Pacajá,2015,0
Pacajá,2016,0
Pacajá,2017,0
Pacajá,2018,0
Pacajá,2019,0
Pacajá,2020,0
Pacajá,2021,0
Pacajá,2022,0
Pacajá,2023,0
Palestina do Pará,2008,0
Palestina do Pará,2009,0
Palestina do Pará,2010,0
Palestina do Pará,2011,0
Palestina do Pará,2012,0
Palestina do Pará,2013,0
Palestina do Pará,2014,0
Palestina do Pará,2015,0
Palestina do Pará,2016,0
Palestina do Pará,2017,0
Palestina do Pará,2018,0
Palestina do Pará,2019,0
Palestina do Pará,2020,0
Palestina do Pará,2021,0
Palestina do Pará,2022,0
Palestina do Pará,2023,0
Paragominas,2008,11720
Paragominas,2009,14200
Paragominas,2010,26600
Paragominas,2011,37348
Paragominas,2012,35354
Paragominas,2013,42000
Paragominas,2014,42000
Paragominas,2015,95000
Paragominas,2016,102163
Paragominas,2017,122035
Paragominas,2018,155000
Paragominas,2019,162000
Paragominas,2020,167000
Paragominas,2021,179600
Paragominas,2022,197560
Paragominas,2023,270000
Parauapebas,2008,0
Parauapebas,2009,0
Parauapebas,2010,0
Parauapebas,2011,0
Parauapebas,2012,0
Parauapebas,2013,600
Parauapebas,2014,600
Parauapebas,2015,600
Parauapebas,2016,600
Parauapebas,2017,600
Parauapebas,2018,10
Parauapebas,2019,600
Parauapebas,2020,630
Parauapebas,2021,600
Parauapebas,2022,0
Parauapebas,2023,0
Pau D'Arco,2008,360
Pau D'Arco,2009,400
Pau D'Arco,2010,500
Pau D'Arco,2011,0
Pau D'Arco,2012,0
Pau D'Arco,2013,0
Pau D'Arco,2014,0
Pau D'Arco,2015,0
Pau D'Arco,2016,500
Pau D'Arco,2017,500
Pau D'Arco,2018,0
Pau D'Arco,2019,0
Pau D'Arco,2020,449
Pau D'Arco,2021,449
Pau D'Arco,2022,449
Pau D'Arco,2023,1527
Peixe-Boi,2008,0
Peixe-Boi,2009,0
Peixe-Boi,2010,0
Peixe-Boi,2011,0
Peixe-Boi,2012,0
Peixe-Boi,2013,0
Peixe-Boi,2014,0
Peixe-Boi,2015,0
Peixe-Boi,2016,0
Peixe-Boi,2017,0
Peixe-Boi,2018,0
Peixe-Boi,2019,0
Peixe-Boi,2020,0
Peixe-Boi,2021,0
Peixe-Boi,2022,0
Peixe-Boi,2023,0
Piçarra,2008,0
Piçarra,2009,0
Piçarra,2010,0
Piçarra,2011,0
Piçarra,2012,0
Piçarra,2013,0
Piçarra,2014,0
Piçarra,2015,0
Piçarra,2016,0
Piçarra,2017,0
Piçarra,2018,0
Piçarra,2019,0
Piçarra,2020,0
Piçarra,2021,0
Piçarra,2022,0
Piçarra,2023,0
Placas,2008,160
Placas,2009,80
Placas,2010,80
Placas,2011,220
Placas,2012,220
Placas,2013,300
Placas,2014,300
Placas,2015,800
Placas,2016,650
Placas,2017,650
Placas,2018,650
Placas,2019,700
Placas,2020,800
Placas,2021,800
Placas,2022,1040
Placas,2023,1400
Ponta de Pedras,2008,0
Ponta de Pedras,2009,0
Ponta de Pedras,2010,0
Ponta de Pedras,2011,0
Ponta de Pedras,2012,0
Ponta de Pedras,2013,0
Ponta de Pedras,2014,0
Ponta de Pedras,2015,0
Ponta de Pedras,2016,0
Ponta de Pedras,2017,0
Ponta de Pedras,2018,0
Ponta de Pedras,2019,0
Ponta de Pedras,2020,0
Ponta de Pedras,2021,0
Ponta de Pedras,2022,0
Ponta de Pedras,2023,0
Portel,2008,0
Portel,2009,0
Portel,2010,0
Portel,2011,0
Portel,2012,0
Portel,2013,0
Portel,2014,0
Portel,2015,0
Portel,2016,0
Portel,2017,0
Portel,2018,0
Portel,2019,0
Portel,2020,0
Portel,2021,0
Portel,2022,0
Portel,2023,0
Porto de Moz,2008,0
Porto de Moz,2009,0
Porto de Moz,2010,0
Porto de Moz,2011,0
Porto de Moz,2012,0
Porto de Moz,2013,0
Porto de Moz,2014,0
Porto de Moz,2015,0
Porto de Moz,2016,0
Porto de Moz,2017,0
Porto de Moz,2018,0
Porto de Moz,2019,0
Porto de Moz,2020,0
Porto de Moz,2021,0
Porto de Moz,2022,0
Porto de Moz,2023,0
Prainha,2008,0
Prainha,2009,0
Prainha,2010,0
Prainha,2011,0
Prainha,2012,0
Prainha,2013,0
Prainha,2014,0
Prainha,2015,0
Prainha,2016,0
Prainha,2017,0
Prainha,2018,0
Prainha,2019,0
Prainha,2020,0
Prainha,2021,0
Prainha,2022,0
Prainha,2023,0
Primavera,2008,0
Primavera,2009,0
Primavera,2010,0
Primavera,2011,0
Primavera,2012,0
Primavera,2013,0
Primavera,2014,0
Primavera,2015,0
Primavera,2016,0
Primavera,2017,0
Primavera,2018,0
Primavera,2019,0
Primavera,2020,0
Primavera,2021,0
Primavera,2022,0
Primavera,2023,0
Quatipuru,2008,0
Quatipuru,2009,0
Quatipuru,2010,0
Quatipuru,2011,0
Quatipuru,2012,0
Quatipuru,2013,0
Quatipuru,2014,0
Quatipuru,2015,0
Quatipuru,2016,0
Quatipuru,2017,0
Quatipuru,2018,0
Quatipuru,2019,0
Quatipuru,2020,0
Quatipuru,2021,0
Quatipuru,2022,0
Quatipuru,2023,0
Redenção,2008,1500
Redenção,2009,1000
Redenção,2010,250
Redenção,2011,550
Redenção,2012,700
Redenção,2013,1040
Redenção,2014,1160
Redenção,2015,2040
Redenção,2016,4358
Redenção,2017,5005
Redenção,2018,5248
Redenção,2019,5461
Redenção,2020,7880
Redenção,2021,9193
Redenção,2022,10571
Redenção,2023,10536
Rio Maria,2008,0
Rio Maria,2009,0
Rio Maria,2010,0
Rio Maria,2011,0
Rio Maria,2012,0
Rio Maria,2013,0
Rio Maria,2014,400
Rio Maria,2015,430
Rio Maria,2016,400
Rio Maria,2017,500
Rio Maria,2018,460
Rio Maria,2019,500
Rio Maria,2020,500
Rio Maria,2021,500
Rio Maria,2022,500
Rio Maria,2023,500
Rondon do Pará,2008,150
Rondon do Pará,2009,320
Rondon do Pará,2010,420
Rondon do Pará,2011,2000
Rondon do Pará,2012,8000
Rondon do Pará,2013,12000
Rondon do Pará,2014,12000
Rondon do Pará,2015,12000
Rondon do Pará,2016,40000
Rondon do Pará,2017,48000
Rondon do Pará,2018,50000
Rondon do Pará,2019,35000
Rondon do Pará,2020,36000
Rondon do Pará,2021,47000
Rondon do Pará,2022,51700
Rondon do Pará,2023,70000
Rurópolis,2008,70
Rurópolis,2009,70
Rurópolis,2010,70
Rurópolis,2011,180
Rurópolis,2012,180
Rurópolis,2013,180
Rurópolis,2014,350
Rurópolis,2015,480
Rurópolis,2016,680
Rurópolis,2017,375
Rurópolis,2018,680
Rurópolis,2019,680
Rurópolis,2020,680
Rurópolis,2021,680
Rurópolis,2022,680
Rurópolis,2023,680
Salinópolis,2008,0
Salinópolis,2009,0
Salinópolis,2010,0
Salinópolis,2011,0
Salinópolis,2012,0
Salinópolis,2013,0
Salinópolis,2014,0
Salinópolis,2015,0
Salinópolis,2016,0
Salinópolis,2017,0
Salinópolis,2018,0
Salinópolis,2019,0
Salinópolis,2020,0
Salinópolis,2021,0
Salinópolis,2022,0
Salinópolis,2023,0
Salvaterra,2008,0
Salvaterra,2009,0
Salvaterra,2010,0
Salvaterra,2011,0
Salvaterra,2012,0
Salvaterra,2013,0
Salvaterra,2014,0
Salvaterra,2015,0
Salvaterra,2016,0
Salvaterra,2017,0
Salvaterra,2018,0
Salvaterra,2019,0
Salvaterra,2020,0
Salvaterra,2021,0
Salvaterra,2022,0
Salvaterra,2023,0
Santa Bárbara do Pará,2008,0
Santa Bárbara do Pará,2009,0
Santa Bárbara do Pará,2010,0
Santa Bárbara do Pará,2011,0
Santa Bárbara do Pará,2012,0
Santa Bárbara do Pará,2013,0
Santa Bárbara do Pará,2014,0
Santa Bárbara do Pará,2015,0
Santa Bárbara do Pará,2016,0
Santa Bárbara do Pará,2017,0
Santa Bárbara do Pará,2018,0
Santa Bárbara do Pará,2019,0
Santa Bárbara do Pará,2020,0
Santa Bárbara do Pará,2021,0
Santa Bárbara do Pará,2022,0
Santa Bárbara do Pará,2023,0
Santa Izabel do Pará,2008,0
Santa Izabel do Pará,2009,0
Santa Izabel do Pará,2010,0
Santa Izabel do Pará,2011,0
Santa Izabel do Pará,2012,0
Santa Izabel do Pará,2013,0
Santa Izabel do Pará,2014,0
Santa Izabel do Pará,2015,0
Santa Izabel do Pará,2016,0
Santa Izabel do Pará,2017,0
Santa Izabel do Pará,2018,0
Santa Izabel do Pará,2019,0
Santa Izabel do Pará,2020,0
Santa Izabel do Pará,2021,0
Santa Izabel do Pará,2022,0
Santa Izabel do Pará,2023,0
Santa Luzia do Pará,2008,0
Santa Luzia do Pará,2009,0
Santa Luzia do Pará,2010,0
Santa Luzia do Pará,2011,0
Santa Luzia do Pará,2012,0
Santa Luzia do Pará,2013,0
Santa Luzia do Pará,2014,0
Santa Luzia do Pará,2015,0
Santa Luzia do Pará,2016,0
Santa Luzia do Pará,2017,0
Santa Luzia do Pará,2018,0
Santa Luzia do Pará,2019,0
Santa Luzia do Pará,2020,0
Santa Luzia do Pará,2021,0
Santa Luzia do Pará,2022,0
Santa Luzia do Pará,2023,0
Santa Maria das Barreiras,2008,2900
Santa Maria das Barreiras,2009,2900
Santa Maria das Barreiras,2010,2800
Santa Maria das Barreiras,2011,3300
Santa Maria das Barreiras,2012,3450
Santa Maria das Barreiras,2013,5520
Santa Maria das Barreiras,2014,7000
Santa Maria das Barreiras,2015,10800
Santa Maria das Barreiras,2016,13860
Santa Maria das Barreiras,2017,23621
Santa Maria das Barreiras,2018,32000
Santa Maria das Barreiras,2019,45000
Santa Maria das Barreiras,2020,47566
Santa Maria das Barreiras,2021,57492
Santa Maria das Barreiras,2022,66115
Santa Maria das Barreiras,2023,66615
Santa Maria do Pará,2008,0
Santa Maria do Pará,2009,0
Santa Maria do Pará,2010,0
Santa Maria do Pará,2011,0
Santa Maria do Pará,2012,0
Santa Maria do Pará,2013,0
Santa Maria do Pará,2014,0
Santa Maria do Pará,2015,0
Santa Maria do Pará,2016,0
Santa Maria do Pará,2017,0
Santa Maria do Pará,2018,0
Santa Maria do Pará,2019,0
Santa Maria do Pará,2020,0
Santa Maria do Pará,2021,0
Santa Maria do Pará,2022,0
Santa Maria do Pará,2023,0
Santana do Araguaia,2008,4630
Santana do Araguaia,2009,5500
Santana do Araguaia,2010,5500
Santana do Araguaia,2011,7000
Santana do Araguaia,2012,8900
Santana do Araguaia,2013,32100
Santana do Araguaia,2014,60000
Santana do Araguaia,2015,50000
Santana do Araguaia,2016,67000
Santana do Araguaia,2017,66541
Santana do Araguaia,2018,72000
Santana do Araguaia,2019,69000
Santana do Araguaia,2020,77770
Santana do Araguaia,2021,107000
Santana do Araguaia,2022,119840
Santana do Araguaia,2023,119840
Santarém,2008,17250
Santarém,2009,18000
Santarém,2010,17100
Santarém,2011,17800
Santarém,2012,17800
Santarém,2013,12725
Santarém,2014,14660
Santarém,2015,14660
Santarém,2016,16000
Santarém,2017,18000
Santarém,2018,19000
Santarém,2019,15530
Santarém,2020,18000
Santarém,2021,30000
Santarém,2022,30000
Santarém,2023,30000
Santarém Novo,2008,0
Santarém Novo,2009,0
Santarém Novo,2010,0
Santarém Novo,2011,0
Santarém Novo,2012,0
Santarém Novo,2013,0
Santarém Novo,2014,0
Santarém Novo,2015,0
Santarém Novo,2016,0
Santarém Novo,2017,0
Santarém Novo,2018,0
Santarém Novo,2019,0
Santarém Novo,2020,0
Santarém Novo,2021,0
Santarém Novo,2022,0
Santarém Novo,2023,0
Santo Antônio do Tauá,2008,0
Santo Antônio do Tauá,2009,0
Santo Antônio do Tauá,2010,0
Santo Antônio do Tauá,2011,0
Santo Antônio do Tauá,2012,0
Santo Antônio do Tauá,2013,0
Santo Antônio do Tauá,2014,0
Santo Antônio do Tauá,2015,0
Santo Antônio do Tauá,2016,0
Santo Antônio do Tauá,2017,0
Santo Antônio do Tauá,2018,0
Santo Antônio do Tauá,2019,0
Santo Antônio do Tauá,2020,0
Santo Antônio do Tauá,2021,0
Santo Antônio do Tauá,2022,0
Santo Antônio do Tauá,2023,0
Sapucaia,2008,0
Sapucaia,2009,0
Sapucaia,2010,0
Sapucaia,2011,0
Sapucaia,2012,0
Sapucaia,2013,0
Sapucaia,2014,0
Sapucaia,2015,0
Sapucaia,2016,0
Sapucaia,2017,0
Sapucaia,2018,0
Sapucaia,2019,0
Sapucaia,2020,0
Sapucaia,2021,0
Sapucaia,2022,0
Sapucaia,2023,0
Senador José Porfírio,2008,0
Senador José Porfírio,2009,0
Senador José Porfírio,2010,0
Senador José Porfírio,2011,0
Senador José Porfírio,2012,0
Senador José Porfírio,2013,0
Senador José Porfírio,2014,0
Senador José Porfírio,2015,0
Senador José Porfírio,2016,0
Senador José Porfírio,2017,0
Senador José Porfírio,2018,0
Senador José Porfírio,2019,0
Senador José Porfírio,2020,0
Senador José Porfírio,2021,0
Senador José Porfírio,2022,0
Senador José Porfírio,2023,0
Soure,2008,0
Soure,2009,0
Soure,2010,0
Soure,2011,0
Soure,2012,0
Soure,2013,0
Soure,2014,0
Soure,2015,0
Soure,2016,0
Soure,2017,0
Soure,2018,0
Soure,2019,0
Soure,2020,0
Soure,2021,0
Soure,2022,0
Soure,2023,0
São Caetano de Odivelas,2008,0
São Caetano de Odivelas,2009,0
São Caetano de Odivelas,2010,0
São Caetano de Odivelas,2011,0
São Caetano de Odivelas,2012,0
São Caetano de Odivelas,2013,0
São Caetano de Odivelas,2014,0
São Caetano de Odivelas,2015,0
São Caetano de Odivelas,2016,0
São Caetano de Odivelas,2017,0
São Caetano de Odivelas,2018,0
São Caetano de Odivelas,2019,0
São Caetano de Odivelas,2020,0
São Caetano de Odivelas,2021,0
São Caetano de Odivelas,2022,0
São Caetano de Odivelas,2023,0
São Domingos do Araguaia,2008,0
São Domingos do Araguaia,2009,0
São Domingos do Araguaia,2010,0
São Domingos do Araguaia,2011,0
São Domingos do Araguaia,2012,0
São Domingos do Araguaia,2013,0
São Domingos do Araguaia,2014,0
São Domingos do Araguaia,2015,0
São Domingos do Araguaia,2016,0
São Domingos do Araguaia,2017,0
São Domingos do Araguaia,2018,0
São Domingos do Araguaia,2019,0
São Domingos do Araguaia,2020,0
São Domingos do Araguaia,2021,0
São Domingos do Araguaia,2022,0
São Domingos do Araguaia,2023,0
São Domingos do Capim,2008,0
São Domingos do Capim,2009,0
São Domingos do Capim,2010,0
São Domingos do Capim,2011,0
São Domingos do Capim,2012,0
São Domingos do Capim,2013,0
São Domingos do Capim,2014,0
São Domingos do Capim,2015,0
São Domingos do Capim,2016,0
São Domingos do Capim,2017,0
São Domingos do Capim,2018,0
São Domingos do Capim,2019,0
São Domingos do Capim,2020,0
São Domingos do Capim,2021,0
São Domingos do Capim,2022,0
São Domingos do Capim,2023,0
São Francisco do Pará,2008,0
São Francisco do Pará,2009,0
São Francisco do Pará,2010,0
São Francisco do Pará,2011,0
São Francisco do Pará,2012,0
São Francisco do Pará,2013,0
São Francisco do Pará,2014,0
São Francisco do Pará,2015,0
São Francisco do Pará,2016,0
São Francisco do Pará,2017,0
São Francisco do Pará,2018,0
São Francisco do Pará,2019,0
São Francisco do Pará,2020,0
São Francisco do Pará,2021,0
São Francisco do Pará,2022,0
São Francisco do Pará,2023,0
São Félix do Xingu,2008,0
São Félix do Xingu,2009,0
São Félix do Xingu,2010,0
São Félix do Xingu,2011,0
São Félix do Xingu,2012,0
São Félix do Xingu,2013,0
São Félix do Xingu,2014,0
São Félix do Xingu,2015,0
São Félix do Xingu,2016,0
São Félix do Xingu,2017,0
São Félix do Xingu,2018,500
São Félix do Xingu,2019,560
São Félix do Xingu,2020,728
São Félix do Xingu,2021,3128
São Félix do Xingu,2022,5500
São Félix do Xingu,2023,8000
São Geraldo do Araguaia,2008,0
São Geraldo do Araguaia,2009,0
São Geraldo do Araguaia,2010,0
São Geraldo do Araguaia,2011,0
São Geraldo do Araguaia,2012,0
São Geraldo do Araguaia,2013,0
São Geraldo do Araguaia,2014,0
São Geraldo do Araguaia,2015,0
São Geraldo do Araguaia,2016,0
São Geraldo do Araguaia,2017,0
São Geraldo do Araguaia,2018,0
São Geraldo do Araguaia,2019,0
São Geraldo do Araguaia,2020,0
São Geraldo do Araguaia,2021,0
São Geraldo do Araguaia,2022,0
São Geraldo do Araguaia,2023,0
São João da Ponta,2008,0
São João da Ponta,2009,0
São João da Ponta,2010,0
São João da Ponta,2011,0
São João da Ponta,2012,0
São João da Ponta,2013,0
São João da Ponta,2014,0
São João da Ponta,2015,0
São João da Ponta,2016,0
São João da Ponta,2017,0
São João da Ponta,2018,0
São João da Ponta,2019,0
São João da Ponta,2020,0
São João da Ponta,2021,0
São João da Ponta,2022,0
São João da Ponta,2023,0
São João de Pirabas,2008,0
São João de Pirabas,2009,0
São João de Pirabas,2010,0
São João de Pirabas,2011,0
São João de Pirabas,2012,0
São João de Pirabas,2013,0
São João de Pirabas,2014,0
São João de Pirabas,2015,0
São João de Pirabas,2016,0
São João de Pirabas,2017,0
São João de Pirabas,2018,0
São João de Pirabas,2019,0
São João de Pirabas,2020,0
São João de Pirabas,2021,0
São João de Pirabas,2022,0
São João de Pirabas,2023,0
São João do Araguaia,2008,0
São João do Araguaia,2009,0
São João do Araguaia,2010,0
São João do Araguaia,2011,0
São João do Araguaia,2012,0
São João do Araguaia,2013,0
São João do Araguaia,2014,0
São João do Araguaia,2015,0
São João do Araguaia,2016,1000
São João do Araguaia,2017,400
São João do Araguaia,2018,400
São João do Araguaia,2019,400
São João do Araguaia,2020,392
São João do Araguaia,2021,392
São João do Araguaia,2022,392
São João do Araguaia,2023,392
São Miguel do Guamá,2008,0
São Miguel do Guamá,2009,0
São Miguel do Guamá,2010,0
São Miguel do Guamá,2011,0
São Miguel do Guamá,2012,0
São Miguel do Guamá,2013,0
São Miguel do Guamá,2014,0
São Miguel do Guamá,2015,0
São Miguel do Guamá,2016,0
São Miguel do Guamá,2017,0
São Miguel do Guamá,2018,0
São Miguel do Guamá,2019,0
São Miguel do Guamá,2020,0
São Miguel do Guamá,2021,0
São Miguel do Guamá,2022,0
São Miguel do Guamá,2023,0
São Sebastião da Boa Vista,2008,0
São Sebastião da Boa Vista,2009,0
São Sebastião da Boa Vista,2010,0
São Sebastião da Boa Vista,2011,0
São Sebastião da Boa Vista,2012,0
São Sebastião da Boa Vista,2013,0
São Sebastião da Boa Vista,2014,0
São Sebastião da Boa Vista,2015,0
São Sebastião da Boa Vista,2016,0
São Sebastião da Boa Vista,2017,0
São Sebastião da Boa Vista,2018,0
São Sebastião da Boa Vista,2019,0
São Sebastião da Boa Vista,2020,0
São Sebastião da Boa Vista,2021,0
São Sebastião da Boa Vista,2022,0
São Sebastião da Boa Vista,2023,0
Tailândia,2008,0
Tailândia,2009,0
Tailândia,2010,120
Tailândia,2011,200
Tailândia,2012,700
Tailândia,2013,900
Tailândia,2014,3000
Tailândia,2015,4370
Tailândia,2016,6000
Tailândia,2017,5000
Tailândia,2018,11000
Tailândia,2019,11000
Tailândia,2020,17500
Tailândia,2021,17500
Tailândia,2022,17500
Tailândia,2023,17500
Terra Alta,2008,0
Terra Alta,2009,0
Terra Alta,2010,0
Terra Alta,2011,0
Terra Alta,2012,0
Terra Alta,2013,0
Terra Alta,2014,0
Terra Alta,2015,0
Terra Alta,2016,0
Terra Alta,2017,0
Terra Alta,2018,0
Terra Alta,2019,0
Terra Alta,2020,0
Terra Alta,2021,0
Terra Alta,2022,0
Terra Alta,2023,0
Terra Santa,2008,0
Terra Santa,2009,0
Terra Santa,2010,0
Terra Santa,2011,0
Terra Santa,2012,0
Terra Santa,2013,0
Terra Santa,2014,0
Terra Santa,2015,0
Terra Santa,2016,0
Terra Santa,2017,0
Terra Santa,2018,0
Terra Santa,2019,0
Terra Santa,2020,0
Terra Santa,2021,0
Terra Santa,2022,0
Terra Santa,2023,0
Tomé-Açu,2008,0
Tomé-Açu,2009,0
Tomé-Açu,2010,0
Tomé-Açu,2011,0
Tomé-Açu,2012,0
Tomé-Açu,2013,0
Tomé-Açu,2014,0
Tomé-Açu,2015,0
Tomé-Açu,2016,0
Tomé-Açu,2017,0
Tomé-Açu,2018,0
Tomé-Açu,2019,0
Tomé-Açu,2020,0
Tomé-Açu,2021,0
Tomé-Açu,2022,0
Tomé-Açu,2023,0
Tracuateua,2008,0
Tracuateua,2009,0
Tracuateua,2010,0
Tracuateua,2011,0
Tracuateua,2012,0
Tracuateua,2013,0
Tracuateua,2014,100
Tracuateua,2015,130
Tracuateua,2016,100
Tracuateua,2017,270
Tracuateua,2018,200
Tracuateua,2019,300
Tracuateua,2020,0
Tracuateua,2021,0
Tracuateua,2022,0
Tracuateua,2023,0
Trairão,2008,0
Trairão,2009,0
Trairão,2010,0
Trairão,2011,0
Trairão,2012,0
Trairão,2013,0
Trairão,2014,0
Trairão,2015,0
Trairão,2016,0
Trairão,2017,0
Trairão,2018,0
Trairão,2019,800
Trairão,2020,2100
Trairão,2021,2100
Trairão,2022,2100
Trairão,2023,2100
Tucumã,2008,0
Tucumã,2009,0
Tucumã,2010,0
Tucumã,2011,0
Tucumã,2012,0
Tucumã,2013,0
Tucumã,2014,0
Tucumã,2015,0
Tucumã,2016,0
Tucumã,2017,0
Tucumã,2018,47
Tucumã,2019,250
Tucumã,2020,400
Tucumã,2021,420
Tucumã,2022,400
Tucumã,2023,2000
Tucuruí,2008,0
Tucuruí,2009,0
Tucuruí,2010,0
Tucuruí,2011,0
Tucuruí,2012,0
Tucuruí,2013,0
Tucuruí,2014,0
Tucuruí,2015,0
Tucuruí,2016,0
Tucuruí,2017,0
Tucuruí,2018,0
Tucuruí,2019,0
Tucuruí,2020,0
Tucuruí,2021,0
Tucuruí,2022,0
Tucuruí,2023,0
Ulianópolis,2008,5500
Ulianópolis,2009,8275
Ulianópolis,2010,9500
Ulianópolis,2011,10000
Ulianópolis,2012,7000
Ulianópolis,2013,24466
Ulianópolis,2014,32189
